cdn1_allcolo.ns22925 S3FIFO-0.6000-0.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.6000-0.9000 cache size       15, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.6000-0.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.6000-0.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.6000-0.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.6000-0.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.7500-0.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.7500-0.9000 cache size       15, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.7500-0.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.7500-0.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.7500-0.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.7500-0.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.9500-0.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.9500-0.9000 cache size       15, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.9500-0.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.9500-0.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.9500-0.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.9500-0.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0250-0.9000 cache size        5, 5127822 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns22925 S3FIFO-0.0250-0.9000 cache size       15, 5127822 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns22925 S3FIFO-0.0250-0.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0250-0.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0250-0.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0250-0.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3000-1.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.3000-1.9000 cache size       15, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3000-1.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3000-1.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3000-1.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3000-1.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.6500-1.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.6500-1.9000 cache size       15, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.6500-1.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.6500-1.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.6500-1.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.6500-1.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-0.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.4500-0.9000 cache size       15, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-0.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-0.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-0.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-0.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3500-1.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.3500-1.9000 cache size       15, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3500-1.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3500-1.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3500-1.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.3500-1.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0500-0.9000 cache size        5, 5127822 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns22925 S3FIFO-0.0500-0.9000 cache size       15, 5127822 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns22925 S3FIFO-0.0500-0.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0500-0.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0500-0.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.0500-0.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-1.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.4500-1.9000 cache size       15, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-1.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-1.9000 cache size      104, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-1.9000 cache size      208, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.4500-1.9000 cache size      417, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns22925 S3FIFO-0.9000-1.9000 cache size        5, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.9000-1.9000 cache size       15, 5127822 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns22925 S3FIFO-0.9000-1.9000 cache size       52, 5127822 req, miss ratio 0.0001, byte miss ratio 0.0001
