cdn1_allcolo.ns9784 S3FIFO-0.9000-0.9000 cache size        8, 1130927 req, miss ratio 0.6599, byte miss ratio 0.6599
cdn1_allcolo.ns9784 S3FIFO-0.9000-0.9000 cache size       28, 1130927 req, miss ratio 0.4718, byte miss ratio 0.4718
cdn1_allcolo.ns9784 S3FIFO-0.9000-0.9000 cache size       85, 1130927 req, miss ratio 0.3001, byte miss ratio 0.3001
cdn1_allcolo.ns9784 S3FIFO-0.9000-0.9000 cache size      284, 1130927 req, miss ratio 0.1205, byte miss ratio 0.1205
cdn1_allcolo.ns9784 S3FIFO-0.9000-0.9000 cache size      569, 1130927 req, miss ratio 0.0526, byte miss ratio 0.0526
cdn1_allcolo.ns9784 S3FIFO-0.9000-0.9000 cache size     1138, 1130927 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns9784 S3FIFO-0.9000-0.9000 cache size     2276, 1130927 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns9784 S3FIFO-0.4000-1.9000 cache size        8, 1130927 req, miss ratio 0.5424, byte miss ratio 0.5424
cdn1_allcolo.ns9784 S3FIFO-0.4000-1.9000 cache size       28, 1130927 req, miss ratio 0.3981, byte miss ratio 0.3981
cdn1_allcolo.ns9784 S3FIFO-0.4000-1.9000 cache size       85, 1130927 req, miss ratio 0.2497, byte miss ratio 0.2497
cdn1_allcolo.ns9784 S3FIFO-0.4000-1.9000 cache size      284, 1130927 req, miss ratio 0.0914, byte miss ratio 0.0914
cdn1_allcolo.ns9784 S3FIFO-0.4000-1.9000 cache size      569, 1130927 req, miss ratio 0.0388, byte miss ratio 0.0388
cdn1_allcolo.ns9784 S3FIFO-0.4000-1.9000 cache size     1138, 1130927 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns9784 S3FIFO-0.4000-1.9000 cache size     2276, 1130927 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns9784 S3FIFO-0.1000-0.9000 cache size        8, 1130927 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns9784 S3FIFO-0.1000-0.9000 cache size       28, 1130927 req, miss ratio 0.3558, byte miss ratio 0.3558
cdn1_allcolo.ns9784 S3FIFO-0.1000-0.9000 cache size       85, 1130927 req, miss ratio 0.2131, byte miss ratio 0.2131
cdn1_allcolo.ns9784 S3FIFO-0.1000-0.9000 cache size      284, 1130927 req, miss ratio 0.0768, byte miss ratio 0.0768
cdn1_allcolo.ns9784 S3FIFO-0.1000-0.9000 cache size      569, 1130927 req, miss ratio 0.0332, byte miss ratio 0.0332
cdn1_allcolo.ns9784 S3FIFO-0.1000-0.9000 cache size     1138, 1130927 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_allcolo.ns9784 S3FIFO-0.1000-0.9000 cache size     2276, 1130927 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns9784 S3FIFO-0.9900-1.9000 cache size        8, 1130927 req, miss ratio 0.6657, byte miss ratio 0.6657
cdn1_allcolo.ns9784 S3FIFO-0.9900-1.9000 cache size       28, 1130927 req, miss ratio 0.4852, byte miss ratio 0.4852
cdn1_allcolo.ns9784 S3FIFO-0.9900-1.9000 cache size       85, 1130927 req, miss ratio 0.3067, byte miss ratio 0.3067
cdn1_allcolo.ns9784 S3FIFO-0.9900-1.9000 cache size      284, 1130927 req, miss ratio 0.1209, byte miss ratio 0.1209
cdn1_allcolo.ns9784 S3FIFO-0.9900-1.9000 cache size      569, 1130927 req, miss ratio 0.0548, byte miss ratio 0.0548
cdn1_allcolo.ns9784 S3FIFO-0.9900-1.9000 cache size     1138, 1130927 req, miss ratio 0.0170, byte miss ratio 0.0170
cdn1_allcolo.ns9784 S3FIFO-0.9900-1.9000 cache size     2276, 1130927 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns9784 S3FIFO-0.3000-1.9000 cache size        8, 1130927 req, miss ratio 0.5258, byte miss ratio 0.5258
cdn1_allcolo.ns9784 S3FIFO-0.3000-1.9000 cache size       28, 1130927 req, miss ratio 0.3863, byte miss ratio 0.3863
cdn1_allcolo.ns9784 S3FIFO-0.3000-1.9000 cache size       85, 1130927 req, miss ratio 0.2400, byte miss ratio 0.2400
cdn1_allcolo.ns9784 S3FIFO-0.3000-1.9000 cache size      284, 1130927 req, miss ratio 0.0874, byte miss ratio 0.0874
