cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size      399, 11877258 req, miss ratio 0.0516, byte miss ratio 0.0516
cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size     1198, 11877258 req, miss ratio 0.0506, byte miss ratio 0.0506
cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size     3994, 11877258 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size    11984, 11877258 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size    39948, 11877258 req, miss ratio 0.0456, byte miss ratio 0.0456
cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size    79897, 11877258 req, miss ratio 0.0416, byte miss ratio 0.0416
cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size   159795, 11877258 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_allcolo.ns1782 S3FIFO-0.9000-0.9000 cache size   319591, 11877258 req, miss ratio 0.0339, byte miss ratio 0.0339
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size      399, 11877258 req, miss ratio 0.0507, byte miss ratio 0.0507
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size     1198, 11877258 req, miss ratio 0.0504, byte miss ratio 0.0504
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size     3994, 11877258 req, miss ratio 0.0494, byte miss ratio 0.0494
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size    11984, 11877258 req, miss ratio 0.0469, byte miss ratio 0.0469
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size    39948, 11877258 req, miss ratio 0.0421, byte miss ratio 0.0421
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size    79897, 11877258 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size   159795, 11877258 req, miss ratio 0.0357, byte miss ratio 0.0357
cdn1_allcolo.ns1782 S3FIFO-0.3500-1.9000 cache size   319591, 11877258 req, miss ratio 0.0338, byte miss ratio 0.0338
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size      399, 11877258 req, miss ratio 0.0532, byte miss ratio 0.0532
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size     1198, 11877258 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size     3994, 11877258 req, miss ratio 0.0504, byte miss ratio 0.0504
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size    11984, 11877258 req, miss ratio 0.0497, byte miss ratio 0.0497
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size    39948, 11877258 req, miss ratio 0.0461, byte miss ratio 0.0461
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size    79897, 11877258 req, miss ratio 0.0421, byte miss ratio 0.0421
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size   159795, 11877258 req, miss ratio 0.0378, byte miss ratio 0.0378
cdn1_allcolo.ns1782 S3FIFO-0.9500-1.9000 cache size   319591, 11877258 req, miss ratio 0.0341, byte miss ratio 0.0341
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size      399, 11877258 req, miss ratio 0.0552, byte miss ratio 0.0552
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size     1198, 11877258 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size     3994, 11877258 req, miss ratio 0.0507, byte miss ratio 0.0507
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size    11984, 11877258 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size    39948, 11877258 req, miss ratio 0.0462, byte miss ratio 0.0462
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size    79897, 11877258 req, miss ratio 0.0422, byte miss ratio 0.0422
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size   159795, 11877258 req, miss ratio 0.0381, byte miss ratio 0.0381
cdn1_allcolo.ns1782 S3FIFO-0.9900-1.9000 cache size   319591, 11877258 req, miss ratio 0.0344, byte miss ratio 0.0344
cdn1_allcolo.ns1782 S3FIFO-0.9900-0.9000 cache size      399, 11877258 req, miss ratio 0.0551, byte miss ratio 0.0551
cdn1_allcolo.ns1782 S3FIFO-0.9900-0.9000 cache size     1198, 11877258 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_allcolo.ns1782 S3FIFO-0.9900-0.9000 cache size     3994, 11877258 req, miss ratio 0.0506, byte miss ratio 0.0506
