cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size        5, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size       17, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size       57, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size      171, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size      572, 1040775 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size     1144, 1040775 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size     2288, 1040775 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns4859 S3FIFO-0.0050-1.9000 cache size     4576, 1040775 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size        5, 1040775 req, miss ratio 0.1089, byte miss ratio 0.1089
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size       17, 1040775 req, miss ratio 0.0342, byte miss ratio 0.0342
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size       57, 1040775 req, miss ratio 0.0191, byte miss ratio 0.0191
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size      171, 1040775 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size      572, 1040775 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size     1144, 1040775 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size     2288, 1040775 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_allcolo.ns4859 S3FIFO-0.6000-0.9000 cache size     4576, 1040775 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size        5, 1040775 req, miss ratio 0.0970, byte miss ratio 0.0970
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size       17, 1040775 req, miss ratio 0.0324, byte miss ratio 0.0324
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size       57, 1040775 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size      171, 1040775 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size      572, 1040775 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size     1144, 1040775 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size     2288, 1040775 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns4859 S3FIFO-0.5000-0.9000 cache size     4576, 1040775 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size        5, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size       17, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size       57, 1040775 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size      171, 1040775 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size      572, 1040775 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size     1144, 1040775 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size     2288, 1040775 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns4859 S3FIFO-0.0500-0.9000 cache size     4576, 1040775 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size        5, 1040775 req, miss ratio 0.0861, byte miss ratio 0.0861
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size       17, 1040775 req, miss ratio 0.0291, byte miss ratio 0.0291
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size       57, 1040775 req, miss ratio 0.0172, byte miss ratio 0.0172
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size      171, 1040775 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size      572, 1040775 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size     1144, 1040775 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size     2288, 1040775 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns4859 S3FIFO-0.2500-0.9000 cache size     4576, 1040775 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size        5, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size       17, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size       57, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size      171, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size      572, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size     1144, 1040775 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size     2288, 1040775 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns4859 S3FIFO-0.0010-0.9000 cache size     4576, 1040775 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size        5, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size       17, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size       57, 1040775 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size      171, 1040775 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size      572, 1040775 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size     1144, 1040775 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size     2288, 1040775 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns4859 S3FIFO-0.0250-1.9000 cache size     4576, 1040775 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size        5, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size       17, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size       57, 1040775 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size      171, 1040775 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size      572, 1040775 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size     1144, 1040775 req, miss ratio 0.0087, byte miss ratio 0.0087
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size     2288, 1040775 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns4859 S3FIFO-0.0500-1.9000 cache size     4576, 1040775 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size        5, 1040775 req, miss ratio 0.1185, byte miss ratio 0.1185
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size       17, 1040775 req, miss ratio 0.0414, byte miss ratio 0.0414
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size       57, 1040775 req, miss ratio 0.0222, byte miss ratio 0.0222
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size      171, 1040775 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size      572, 1040775 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size     1144, 1040775 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size     2288, 1040775 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns4859 S3FIFO-0.9000-1.9000 cache size     4576, 1040775 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size        5, 1040775 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size       17, 1040775 req, miss ratio 0.0273, byte miss ratio 0.0273
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size       57, 1040775 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size      171, 1040775 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size      572, 1040775 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size     1144, 1040775 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size     2288, 1040775 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns4859 S3FIFO-0.1000-0.9000 cache size     4576, 1040775 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns4859 S3FIFO-0.2000-1.9000 cache size        5, 1040775 req, miss ratio 0.0877, byte miss ratio 0.0877
