cdn1_colo28.ns420 S3FIFO-0.7500-0.9000 cache size        6, 5203631 req, miss ratio 0.8763, byte miss ratio 0.8763
cdn1_colo28.ns420 S3FIFO-0.7500-0.9000 cache size       18, 5203631 req, miss ratio 0.7743, byte miss ratio 0.7743
cdn1_colo28.ns420 S3FIFO-0.7500-0.9000 cache size       60, 5203631 req, miss ratio 0.0589, byte miss ratio 0.0589
cdn1_colo28.ns420 S3FIFO-0.7500-0.9000 cache size      121, 5203631 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns420 S3FIFO-0.7500-0.9000 cache size      242, 5203631 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns420 S3FIFO-0.7500-0.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.5000-0.9000 cache size        6, 5203631 req, miss ratio 0.8589, byte miss ratio 0.8589
cdn1_colo28.ns420 S3FIFO-0.5000-0.9000 cache size       18, 5203631 req, miss ratio 0.7619, byte miss ratio 0.7619
cdn1_colo28.ns420 S3FIFO-0.5000-0.9000 cache size       60, 5203631 req, miss ratio 0.0457, byte miss ratio 0.0457
cdn1_colo28.ns420 S3FIFO-0.5000-0.9000 cache size      121, 5203631 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns420 S3FIFO-0.5000-0.9000 cache size      242, 5203631 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns420 S3FIFO-0.5000-0.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.0010-0.9000 cache size        6, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.0010-0.9000 cache size       18, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.0010-0.9000 cache size       60, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.0010-0.9000 cache size      121, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.0010-0.9000 cache size      242, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.0010-0.9000 cache size      484, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.9500-0.9000 cache size        6, 5203631 req, miss ratio 0.8899, byte miss ratio 0.8899
cdn1_colo28.ns420 S3FIFO-0.9500-0.9000 cache size       18, 5203631 req, miss ratio 0.7335, byte miss ratio 0.7335
cdn1_colo28.ns420 S3FIFO-0.9500-0.9000 cache size       60, 5203631 req, miss ratio 0.0674, byte miss ratio 0.0674
cdn1_colo28.ns420 S3FIFO-0.9500-0.9000 cache size      121, 5203631 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns420 S3FIFO-0.9500-0.9000 cache size      242, 5203631 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns420 S3FIFO-0.9500-0.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.8000-1.9000 cache size        6, 5203631 req, miss ratio 0.8829, byte miss ratio 0.8829
cdn1_colo28.ns420 S3FIFO-0.8000-1.9000 cache size       18, 5203631 req, miss ratio 0.7617, byte miss ratio 0.7617
cdn1_colo28.ns420 S3FIFO-0.8000-1.9000 cache size       60, 5203631 req, miss ratio 0.0609, byte miss ratio 0.0609
cdn1_colo28.ns420 S3FIFO-0.8000-1.9000 cache size      121, 5203631 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns420 S3FIFO-0.8000-1.9000 cache size      242, 5203631 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns420 S3FIFO-0.8000-1.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.6500-1.9000 cache size        6, 5203631 req, miss ratio 0.8689, byte miss ratio 0.8689
cdn1_colo28.ns420 S3FIFO-0.6500-1.9000 cache size       18, 5203631 req, miss ratio 0.7813, byte miss ratio 0.7813
cdn1_colo28.ns420 S3FIFO-0.6500-1.9000 cache size       60, 5203631 req, miss ratio 0.0534, byte miss ratio 0.0534
cdn1_colo28.ns420 S3FIFO-0.6500-1.9000 cache size      121, 5203631 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns420 S3FIFO-0.6500-1.9000 cache size      242, 5203631 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns420 S3FIFO-0.6500-1.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.7000-1.9000 cache size        6, 5203631 req, miss ratio 0.8829, byte miss ratio 0.8829
cdn1_colo28.ns420 S3FIFO-0.7000-1.9000 cache size       18, 5203631 req, miss ratio 0.7771, byte miss ratio 0.7771
cdn1_colo28.ns420 S3FIFO-0.7000-1.9000 cache size       60, 5203631 req, miss ratio 0.0559, byte miss ratio 0.0559
cdn1_colo28.ns420 S3FIFO-0.7000-1.9000 cache size      121, 5203631 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns420 S3FIFO-0.7000-1.9000 cache size      242, 5203631 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns420 S3FIFO-0.7000-1.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.7500-1.9000 cache size        6, 5203631 req, miss ratio 0.8829, byte miss ratio 0.8829
cdn1_colo28.ns420 S3FIFO-0.7500-1.9000 cache size       18, 5203631 req, miss ratio 0.7705, byte miss ratio 0.7705
cdn1_colo28.ns420 S3FIFO-0.7500-1.9000 cache size       60, 5203631 req, miss ratio 0.0585, byte miss ratio 0.0585
cdn1_colo28.ns420 S3FIFO-0.7500-1.9000 cache size      121, 5203631 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns420 S3FIFO-0.7500-1.9000 cache size      242, 5203631 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns420 S3FIFO-0.7500-1.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.4000-1.9000 cache size        6, 5203631 req, miss ratio 0.8512, byte miss ratio 0.8512
cdn1_colo28.ns420 S3FIFO-0.4000-1.9000 cache size       18, 5203631 req, miss ratio 0.7721, byte miss ratio 0.7721
cdn1_colo28.ns420 S3FIFO-0.4000-1.9000 cache size       60, 5203631 req, miss ratio 0.0401, byte miss ratio 0.0401
cdn1_colo28.ns420 S3FIFO-0.4000-1.9000 cache size      121, 5203631 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns420 S3FIFO-0.4000-1.9000 cache size      242, 5203631 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns420 S3FIFO-0.4000-1.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.3500-0.9000 cache size        6, 5203631 req, miss ratio 0.8393, byte miss ratio 0.8393
cdn1_colo28.ns420 S3FIFO-0.3500-0.9000 cache size       18, 5203631 req, miss ratio 0.7163, byte miss ratio 0.7163
cdn1_colo28.ns420 S3FIFO-0.3500-0.9000 cache size       60, 5203631 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_colo28.ns420 S3FIFO-0.3500-0.9000 cache size      121, 5203631 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns420 S3FIFO-0.3500-0.9000 cache size      242, 5203631 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns420 S3FIFO-0.3500-0.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.0250-1.9000 cache size        6, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.0250-1.9000 cache size       18, 5203631 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns420 S3FIFO-0.0250-1.9000 cache size       60, 5203631 req, miss ratio 0.0247, byte miss ratio 0.0247
cdn1_colo28.ns420 S3FIFO-0.0250-1.9000 cache size      121, 5203631 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns420 S3FIFO-0.0250-1.9000 cache size      242, 5203631 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns420 S3FIFO-0.0250-1.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns420 S3FIFO-0.8000-0.9000 cache size        6, 5203631 req, miss ratio 0.8763, byte miss ratio 0.8763
cdn1_colo28.ns420 S3FIFO-0.8000-0.9000 cache size       18, 5203631 req, miss ratio 0.7682, byte miss ratio 0.7682
cdn1_colo28.ns420 S3FIFO-0.8000-0.9000 cache size       60, 5203631 req, miss ratio 0.0613, byte miss ratio 0.0613
cdn1_colo28.ns420 S3FIFO-0.8000-0.9000 cache size      121, 5203631 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns420 S3FIFO-0.8000-0.9000 cache size      242, 5203631 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns420 S3FIFO-0.8000-0.9000 cache size      484, 5203631 req, miss ratio 0.0001, byte miss ratio 0.0001
