cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size        5, 2061050 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size       17, 2061050 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size       56, 2061050 req, miss ratio 0.4153, byte miss ratio 0.4153
cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size      170, 2061050 req, miss ratio 0.1732, byte miss ratio 0.1732
cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size      567, 2061050 req, miss ratio 0.0483, byte miss ratio 0.0483
cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size     1135, 2061050 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size     2271, 2061050 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns2030 S3FIFO-0.0250-1.9000 cache size     4543, 2061050 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns2030 S3FIFO-0.8000-1.9000 cache size        5, 2061050 req, miss ratio 0.9005, byte miss ratio 0.9005
cdn1_allcolo.ns2030 S3FIFO-0.8000-1.9000 cache size       17, 2061050 req, miss ratio 0.7620, byte miss ratio 0.7620
cdn1_allcolo.ns2030 S3FIFO-0.8000-1.9000 cache size       56, 2061050 req, miss ratio 0.5282, byte miss ratio 0.5282
cdn1_allcolo.ns2030 S3FIFO-0.8000-1.9000 cache size      170, 2061050 req, miss ratio 0.2548, byte miss ratio 0.2548
cdn1_allcolo.ns2030 S3FIFO-0.8000-1.9000 cache size      567, 2061050 req, miss ratio 0.0724, byte miss ratio 0.0724
cdn1_allcolo.ns2030 S3FIFO-0.8000-1.9000 cache size     1135, 2061050 req, miss ratio 0.0290, byte miss ratio 0.0290
cdn1_allcolo.ns2030 S3FIFO-0.8000-1.9000 cache size     2271, 2061050 req, miss ratio 0.0098, byte miss ratio 0.0098
