cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size      105, 3641213 req, miss ratio 0.1896, byte miss ratio 0.1896
cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size      316, 3641213 req, miss ratio 0.1539, byte miss ratio 0.1539
cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size     1054, 3641213 req, miss ratio 0.1184, byte miss ratio 0.1184
cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size     3162, 3641213 req, miss ratio 0.0873, byte miss ratio 0.0873
cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size    10541, 3641213 req, miss ratio 0.0586, byte miss ratio 0.0586
cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size    21082, 3641213 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size    42164, 3641213 req, miss ratio 0.0350, byte miss ratio 0.0350
cdn1_allcolo.ns6129 S3FIFO-0.3500-0.9000 cache size    84328, 3641213 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size      105, 3641213 req, miss ratio 0.1881, byte miss ratio 0.1881
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size      316, 3641213 req, miss ratio 0.1527, byte miss ratio 0.1527
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size     1054, 3641213 req, miss ratio 0.1172, byte miss ratio 0.1172
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size     3162, 3641213 req, miss ratio 0.0861, byte miss ratio 0.0861
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size    10541, 3641213 req, miss ratio 0.0577, byte miss ratio 0.0577
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size    21082, 3641213 req, miss ratio 0.0444, byte miss ratio 0.0444
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size    42164, 3641213 req, miss ratio 0.0348, byte miss ratio 0.0348
cdn1_allcolo.ns6129 S3FIFO-0.3000-0.9000 cache size    84328, 3641213 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size      105, 3641213 req, miss ratio 0.1987, byte miss ratio 0.1987
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size      316, 3641213 req, miss ratio 0.1601, byte miss ratio 0.1601
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size     1054, 3641213 req, miss ratio 0.1245, byte miss ratio 0.1245
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size     3162, 3641213 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size    10541, 3641213 req, miss ratio 0.0628, byte miss ratio 0.0628
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size    21082, 3641213 req, miss ratio 0.0483, byte miss ratio 0.0483
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size    42164, 3641213 req, miss ratio 0.0365, byte miss ratio 0.0365
cdn1_allcolo.ns6129 S3FIFO-0.5500-0.9000 cache size    84328, 3641213 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size      105, 3641213 req, miss ratio 0.1843, byte miss ratio 0.1843
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size      316, 3641213 req, miss ratio 0.1503, byte miss ratio 0.1503
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size     1054, 3641213 req, miss ratio 0.1142, byte miss ratio 0.1142
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size     3162, 3641213 req, miss ratio 0.0832, byte miss ratio 0.0832
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size    10541, 3641213 req, miss ratio 0.0555, byte miss ratio 0.0555
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size    21082, 3641213 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size    42164, 3641213 req, miss ratio 0.0342, byte miss ratio 0.0342
cdn1_allcolo.ns6129 S3FIFO-0.1500-0.9000 cache size    84328, 3641213 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size      105, 3641213 req, miss ratio 0.2392, byte miss ratio 0.2392
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size      316, 3641213 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size     1054, 3641213 req, miss ratio 0.1482, byte miss ratio 0.1482
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size     3162, 3641213 req, miss ratio 0.1124, byte miss ratio 0.1124
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size    10541, 3641213 req, miss ratio 0.0764, byte miss ratio 0.0764
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size    21082, 3641213 req, miss ratio 0.0585, byte miss ratio 0.0585
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size    42164, 3641213 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_allcolo.ns6129 S3FIFO-0.9900-0.9000 cache size    84328, 3641213 req, miss ratio 0.0322, byte miss ratio 0.0322
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size      105, 3641213 req, miss ratio 0.2186, byte miss ratio 0.2186
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size      316, 3641213 req, miss ratio 0.1718, byte miss ratio 0.1718
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size     1054, 3641213 req, miss ratio 0.1340, byte miss ratio 0.1340
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size     3162, 3641213 req, miss ratio 0.1013, byte miss ratio 0.1013
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size    10541, 3641213 req, miss ratio 0.0685, byte miss ratio 0.0685
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size    21082, 3641213 req, miss ratio 0.0523, byte miss ratio 0.0523
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size    42164, 3641213 req, miss ratio 0.0390, byte miss ratio 0.0390
cdn1_allcolo.ns6129 S3FIFO-0.7500-1.9000 cache size    84328, 3641213 req, miss ratio 0.0298, byte miss ratio 0.0298
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size      105, 3641213 req, miss ratio 0.2166, byte miss ratio 0.2166
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size      316, 3641213 req, miss ratio 0.1703, byte miss ratio 0.1703
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size     1054, 3641213 req, miss ratio 0.1327, byte miss ratio 0.1327
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size     3162, 3641213 req, miss ratio 0.1004, byte miss ratio 0.1004
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size    10541, 3641213 req, miss ratio 0.0680, byte miss ratio 0.0680
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size    21082, 3641213 req, miss ratio 0.0522, byte miss ratio 0.0522
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size    42164, 3641213 req, miss ratio 0.0390, byte miss ratio 0.0390
cdn1_allcolo.ns6129 S3FIFO-0.7500-0.9000 cache size    84328, 3641213 req, miss ratio 0.0298, byte miss ratio 0.0298
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size      105, 3641213 req, miss ratio 0.2104, byte miss ratio 0.2104
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size      316, 3641213 req, miss ratio 0.1662, byte miss ratio 0.1662
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size     1054, 3641213 req, miss ratio 0.1297, byte miss ratio 0.1297
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size     3162, 3641213 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size    10541, 3641213 req, miss ratio 0.0659, byte miss ratio 0.0659
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size    21082, 3641213 req, miss ratio 0.0504, byte miss ratio 0.0504
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size    42164, 3641213 req, miss ratio 0.0376, byte miss ratio 0.0376
cdn1_allcolo.ns6129 S3FIFO-0.6500-1.9000 cache size    84328, 3641213 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size      105, 3641213 req, miss ratio 0.1829, byte miss ratio 0.1829
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size      316, 3641213 req, miss ratio 0.1500, byte miss ratio 0.1500
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size     1054, 3641213 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size     3162, 3641213 req, miss ratio 0.0821, byte miss ratio 0.0821
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size    10541, 3641213 req, miss ratio 0.0542, byte miss ratio 0.0542
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size    21082, 3641213 req, miss ratio 0.0420, byte miss ratio 0.0420
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size    42164, 3641213 req, miss ratio 0.0339, byte miss ratio 0.0339
cdn1_allcolo.ns6129 S3FIFO-0.0250-0.9000 cache size    84328, 3641213 req, miss ratio 0.0295, byte miss ratio 0.0295
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size      105, 3641213 req, miss ratio 0.2349, byte miss ratio 0.2349
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size      316, 3641213 req, miss ratio 0.1880, byte miss ratio 0.1880
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size     1054, 3641213 req, miss ratio 0.1454, byte miss ratio 0.1454
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size     3162, 3641213 req, miss ratio 0.1100, byte miss ratio 0.1100
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size    10541, 3641213 req, miss ratio 0.0746, byte miss ratio 0.0746
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size    21082, 3641213 req, miss ratio 0.0569, byte miss ratio 0.0569
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size    42164, 3641213 req, miss ratio 0.0421, byte miss ratio 0.0421
cdn1_allcolo.ns6129 S3FIFO-0.9500-1.9000 cache size    84328, 3641213 req, miss ratio 0.0316, byte miss ratio 0.0316
cdn1_allcolo.ns6129 S3FIFO-0.9000-0.9000 cache size      105, 3641213 req, miss ratio 0.2295, byte miss ratio 0.2295
cdn1_allcolo.ns6129 S3FIFO-0.9000-0.9000 cache size      316, 3641213 req, miss ratio 0.1823, byte miss ratio 0.1823
cdn1_allcolo.ns6129 S3FIFO-0.9000-0.9000 cache size     1054, 3641213 req, miss ratio 0.1412, byte miss ratio 0.1412
cdn1_allcolo.ns6129 S3FIFO-0.9000-0.9000 cache size     3162, 3641213 req, miss ratio 0.1073, byte miss ratio 0.1073
cdn1_allcolo.ns6129 S3FIFO-0.9000-0.9000 cache size    10541, 3641213 req, miss ratio 0.0730, byte miss ratio 0.0730
cdn1_allcolo.ns6129 S3FIFO-0.9000-0.9000 cache size    21082, 3641213 req, miss ratio 0.0559, byte miss ratio 0.0559
cdn1_allcolo.ns6129 S3FIFO-0.9000-0.9000 cache size    42164, 3641213 req, miss ratio 0.0413, byte miss ratio 0.0413
