cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size      214, 1745670 req, miss ratio 0.4233, byte miss ratio 0.4233
cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size      644, 1745670 req, miss ratio 0.3838, byte miss ratio 0.3838
cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size     2146, 1745670 req, miss ratio 0.3354, byte miss ratio 0.3354
cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size     6440, 1745670 req, miss ratio 0.2841, byte miss ratio 0.2841
cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size    21468, 1745670 req, miss ratio 0.2202, byte miss ratio 0.2202
cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size    42937, 1745670 req, miss ratio 0.1800, byte miss ratio 0.1800
cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size    85874, 1745670 req, miss ratio 0.1438, byte miss ratio 0.1438
cdn1_colo28.ns251 S3FIFO-0.5000-0.9000 cache size   171748, 1745670 req, miss ratio 0.1241, byte miss ratio 0.1241
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size      214, 1745670 req, miss ratio 0.4224, byte miss ratio 0.4224
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size      644, 1745670 req, miss ratio 0.3826, byte miss ratio 0.3826
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size     2146, 1745670 req, miss ratio 0.3329, byte miss ratio 0.3329
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size     6440, 1745670 req, miss ratio 0.2803, byte miss ratio 0.2803
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size    21468, 1745670 req, miss ratio 0.2149, byte miss ratio 0.2149
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size    42937, 1745670 req, miss ratio 0.1752, byte miss ratio 0.1752
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size    85874, 1745670 req, miss ratio 0.1419, byte miss ratio 0.1419
cdn1_colo28.ns251 S3FIFO-0.2500-0.9000 cache size   171748, 1745670 req, miss ratio 0.1240, byte miss ratio 0.1240
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size      214, 1745670 req, miss ratio 0.4269, byte miss ratio 0.4269
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size      644, 1745670 req, miss ratio 0.3881, byte miss ratio 0.3881
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size     2146, 1745670 req, miss ratio 0.3415, byte miss ratio 0.3415
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size     6440, 1745670 req, miss ratio 0.2921, byte miss ratio 0.2921
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size    21468, 1745670 req, miss ratio 0.2299, byte miss ratio 0.2299
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size    42937, 1745670 req, miss ratio 0.1881, byte miss ratio 0.1881
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size    85874, 1745670 req, miss ratio 0.1499, byte miss ratio 0.1499
cdn1_colo28.ns251 S3FIFO-0.7500-1.9000 cache size   171748, 1745670 req, miss ratio 0.1252, byte miss ratio 0.1252
cdn1_colo28.ns251 S3FIFO-0.5000-1.9000 cache size      214, 1745670 req, miss ratio 0.4233, byte miss ratio 0.4233
cdn1_colo28.ns251 S3FIFO-0.5000-1.9000 cache size      644, 1745670 req, miss ratio 0.3839, byte miss ratio 0.3839
cdn1_colo28.ns251 S3FIFO-0.5000-1.9000 cache size     2146, 1745670 req, miss ratio 0.3355, byte miss ratio 0.3355
cdn1_colo28.ns251 S3FIFO-0.5000-1.9000 cache size     6440, 1745670 req, miss ratio 0.2843, byte miss ratio 0.2843
cdn1_colo28.ns251 S3FIFO-0.5000-1.9000 cache size    21468, 1745670 req, miss ratio 0.2210, byte miss ratio 0.2210
