tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size      239, 1181888 req, miss ratio 0.6335, byte miss ratio 0.6335
tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size      719, 1181888 req, miss ratio 0.6012, byte miss ratio 0.6012
tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size     2399, 1181888 req, miss ratio 0.5955, byte miss ratio 0.5955
tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size     7199, 1181888 req, miss ratio 0.5948, byte miss ratio 0.5948
tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size    23998, 1181888 req, miss ratio 0.4984, byte miss ratio 0.4984
tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size    47996, 1181888 req, miss ratio 0.3981, byte miss ratio 0.3981
tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size    95993, 1181888 req, miss ratio 0.2498, byte miss ratio 0.2498
tencentBlock.ns11261 S3FIFO-0.0500-0.9000 cache size   191987, 1181888 req, miss ratio 0.2050, byte miss ratio 0.2050
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size      239, 1181888 req, miss ratio 0.5994, byte miss ratio 0.5994
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size      719, 1181888 req, miss ratio 0.5964, byte miss ratio 0.5964
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size     2399, 1181888 req, miss ratio 0.5951, byte miss ratio 0.5951
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size     7199, 1181888 req, miss ratio 0.5925, byte miss ratio 0.5925
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size    23998, 1181888 req, miss ratio 0.5255, byte miss ratio 0.5255
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size    47996, 1181888 req, miss ratio 0.4696, byte miss ratio 0.4696
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size    95993, 1181888 req, miss ratio 0.2930, byte miss ratio 0.2930
tencentBlock.ns11261 S3FIFO-0.5000-1.9000 cache size   191987, 1181888 req, miss ratio 0.2087, byte miss ratio 0.2087
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size      239, 1181888 req, miss ratio 0.6659, byte miss ratio 0.6659
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size      719, 1181888 req, miss ratio 0.6605, byte miss ratio 0.6605
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size     2399, 1181888 req, miss ratio 0.6288, byte miss ratio 0.6288
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size     7199, 1181888 req, miss ratio 0.5786, byte miss ratio 0.5786
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size    23998, 1181888 req, miss ratio 0.5101, byte miss ratio 0.5101
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size    47996, 1181888 req, miss ratio 0.3882, byte miss ratio 0.3882
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size    95993, 1181888 req, miss ratio 0.2453, byte miss ratio 0.2453
tencentBlock.ns11261 S3FIFO-0.0050-1.9000 cache size   191987, 1181888 req, miss ratio 0.2050, byte miss ratio 0.2050
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size      239, 1181888 req, miss ratio 0.5990, byte miss ratio 0.5990
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size      719, 1181888 req, miss ratio 0.5962, byte miss ratio 0.5962
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size     2399, 1181888 req, miss ratio 0.5952, byte miss ratio 0.5952
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size     7199, 1181888 req, miss ratio 0.5663, byte miss ratio 0.5663
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size    23998, 1181888 req, miss ratio 0.5398, byte miss ratio 0.5398
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size    47996, 1181888 req, miss ratio 0.4652, byte miss ratio 0.4652
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size    95993, 1181888 req, miss ratio 0.2709, byte miss ratio 0.2709
tencentBlock.ns11261 S3FIFO-0.3500-1.9000 cache size   191987, 1181888 req, miss ratio 0.2051, byte miss ratio 0.2051
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size      239, 1181888 req, miss ratio 0.5991, byte miss ratio 0.5991
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size      719, 1181888 req, miss ratio 0.5965, byte miss ratio 0.5965
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size     2399, 1181888 req, miss ratio 0.5953, byte miss ratio 0.5953
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size     7199, 1181888 req, miss ratio 0.5945, byte miss ratio 0.5945
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size    23998, 1181888 req, miss ratio 0.5279, byte miss ratio 0.5279
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size    47996, 1181888 req, miss ratio 0.4678, byte miss ratio 0.4678
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size    95993, 1181888 req, miss ratio 0.2773, byte miss ratio 0.2773
tencentBlock.ns11261 S3FIFO-0.4000-0.9000 cache size   191987, 1181888 req, miss ratio 0.2054, byte miss ratio 0.2054
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size      239, 1181888 req, miss ratio 0.5997, byte miss ratio 0.5997
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size      719, 1181888 req, miss ratio 0.5969, byte miss ratio 0.5969
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size     2399, 1181888 req, miss ratio 0.5952, byte miss ratio 0.5952
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size     7199, 1181888 req, miss ratio 0.5946, byte miss ratio 0.5946
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size    23998, 1181888 req, miss ratio 0.5420, byte miss ratio 0.5420
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size    47996, 1181888 req, miss ratio 0.4722, byte miss ratio 0.4722
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size    95993, 1181888 req, miss ratio 0.3033, byte miss ratio 0.3033
tencentBlock.ns11261 S3FIFO-0.5500-0.9000 cache size   191987, 1181888 req, miss ratio 0.2095, byte miss ratio 0.2095
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size      239, 1181888 req, miss ratio 0.6106, byte miss ratio 0.6106
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size      719, 1181888 req, miss ratio 0.5990, byte miss ratio 0.5990
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size     2399, 1181888 req, miss ratio 0.5956, byte miss ratio 0.5956
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size     7199, 1181888 req, miss ratio 0.5947, byte miss ratio 0.5947
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size    23998, 1181888 req, miss ratio 0.5436, byte miss ratio 0.5436
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size    47996, 1181888 req, miss ratio 0.4746, byte miss ratio 0.4746
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size    95993, 1181888 req, miss ratio 0.3245, byte miss ratio 0.3245
tencentBlock.ns11261 S3FIFO-0.8500-0.9000 cache size   191987, 1181888 req, miss ratio 0.2260, byte miss ratio 0.2260
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size      239, 1181888 req, miss ratio 0.6333, byte miss ratio 0.6333
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size      719, 1181888 req, miss ratio 0.6009, byte miss ratio 0.6009
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size     2399, 1181888 req, miss ratio 0.5954, byte miss ratio 0.5954
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size     7199, 1181888 req, miss ratio 0.5730, byte miss ratio 0.5730
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size    23998, 1181888 req, miss ratio 0.5133, byte miss ratio 0.5133
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size    47996, 1181888 req, miss ratio 0.4015, byte miss ratio 0.4015
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size    95993, 1181888 req, miss ratio 0.2498, byte miss ratio 0.2498
tencentBlock.ns11261 S3FIFO-0.0500-1.9000 cache size   191987, 1181888 req, miss ratio 0.2050, byte miss ratio 0.2050
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size      239, 1181888 req, miss ratio 0.6015, byte miss ratio 0.6015
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size      719, 1181888 req, miss ratio 0.5975, byte miss ratio 0.5975
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size     2399, 1181888 req, miss ratio 0.5954, byte miss ratio 0.5954
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size     7199, 1181888 req, miss ratio 0.5946, byte miss ratio 0.5946
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size    23998, 1181888 req, miss ratio 0.5255, byte miss ratio 0.5255
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size    47996, 1181888 req, miss ratio 0.4780, byte miss ratio 0.4780
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size    95993, 1181888 req, miss ratio 0.3182, byte miss ratio 0.3182
tencentBlock.ns11261 S3FIFO-0.7500-0.9000 cache size   191987, 1181888 req, miss ratio 0.2195, byte miss ratio 0.2195
tencentBlock.ns11261 S3FIFO-0.1000-1.9000 cache size      239, 1181888 req, miss ratio 0.6138, byte miss ratio 0.6138
tencentBlock.ns11261 S3FIFO-0.1000-1.9000 cache size      719, 1181888 req, miss ratio 0.5972, byte miss ratio 0.5972
tencentBlock.ns11261 S3FIFO-0.1000-1.9000 cache size     2399, 1181888 req, miss ratio 0.5952, byte miss ratio 0.5952
tencentBlock.ns11261 S3FIFO-0.1000-1.9000 cache size     7199, 1181888 req, miss ratio 0.5720, byte miss ratio 0.5720
tencentBlock.ns11261 S3FIFO-0.1000-1.9000 cache size    23998, 1181888 req, miss ratio 0.5150, byte miss ratio 0.5150
