cdn1_colo28.ns33397 S3FIFO-0.8000-0.9000 cache size     1075, 11038792 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns33397 S3FIFO-0.6500-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.6500-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6500-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6500-1.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6500-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6500-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6500-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size     1075, 11038792 req, miss ratio 0.0984, byte miss ratio 0.0984
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size     3227, 11038792 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size    10759, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size   215190, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9900-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size     1075, 11038792 req, miss ratio 0.1017, byte miss ratio 0.1017
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size     3227, 11038792 req, miss ratio 0.0980, byte miss ratio 0.0980
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size    10759, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0050-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size     1075, 11038792 req, miss ratio 0.0984, byte miss ratio 0.0984
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size     3227, 11038792 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size    10759, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size   215190, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9900-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.4000-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size     1075, 11038792 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size    10759, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0250-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6500-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.2000-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3000-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.7000-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.4500-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size     1075, 11038792 req, miss ratio 0.0980, byte miss ratio 0.0980
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size    10759, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9000-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1000-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size     1075, 11038792 req, miss ratio 0.0979, byte miss ratio 0.0979
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size    10759, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.8500-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.3500-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.6000-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.1500-0.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size    10759, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size   107595, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.0500-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size     1075, 11038792 req, miss ratio 0.0980, byte miss ratio 0.0980
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size     3227, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size    10759, 11038792 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size    32278, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size   107595, 11038792 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size   215190, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size   430380, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.9000-1.9000 cache size   860760, 11038792 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_colo28.ns33397 S3FIFO-0.7500-0.9000 cache size     1075, 11038792 req, miss ratio 0.0978, byte miss ratio 0.0978
