io_traces.ns310 S3FIFO-0.0010-1.9000 cache size      773, 10400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns310 S3FIFO-0.0010-1.9000 cache size     2319, 10400000 req, miss ratio 0.3261, byte miss ratio 0.3261
io_traces.ns310 S3FIFO-0.0010-1.9000 cache size     7732, 10400000 req, miss ratio 0.2816, byte miss ratio 0.2816
io_traces.ns310 S3FIFO-0.0010-1.9000 cache size    23198, 10400000 req, miss ratio 0.2273, byte miss ratio 0.2273
io_traces.ns310 S3FIFO-0.0010-1.9000 cache size    77329, 10400000 req, miss ratio 0.1083, byte miss ratio 0.1083
io_traces.ns310 S3FIFO-0.0010-1.9000 cache size   154658, 10400000 req, miss ratio 0.0970, byte miss ratio 0.0970
io_traces.ns310 S3FIFO-0.0010-1.9000 cache size   309316, 10400000 req, miss ratio 0.0837, byte miss ratio 0.0837
io_traces.ns310 S3FIFO-0.0010-1.9000 cache size   618632, 10400000 req, miss ratio 0.0744, byte miss ratio 0.0744
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size      773, 10400000 req, miss ratio 0.4918, byte miss ratio 0.4918
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size     2319, 10400000 req, miss ratio 0.3180, byte miss ratio 0.3180
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size     7732, 10400000 req, miss ratio 0.2732, byte miss ratio 0.2732
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size    23198, 10400000 req, miss ratio 0.2166, byte miss ratio 0.2166
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size    77329, 10400000 req, miss ratio 0.0946, byte miss ratio 0.0946
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size   154658, 10400000 req, miss ratio 0.0854, byte miss ratio 0.0854
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size   309316, 10400000 req, miss ratio 0.0772, byte miss ratio 0.0772
io_traces.ns310 S3FIFO-0.2500-1.9000 cache size   618632, 10400000 req, miss ratio 0.0744, byte miss ratio 0.0744
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size      773, 10400000 req, miss ratio 0.5142, byte miss ratio 0.5142
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size     2319, 10400000 req, miss ratio 0.3231, byte miss ratio 0.3231
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size     7732, 10400000 req, miss ratio 0.2738, byte miss ratio 0.2738
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size    23198, 10400000 req, miss ratio 0.2090, byte miss ratio 0.2090
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size    77329, 10400000 req, miss ratio 0.1007, byte miss ratio 0.1007
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size   154658, 10400000 req, miss ratio 0.0820, byte miss ratio 0.0820
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size   309316, 10400000 req, miss ratio 0.0766, byte miss ratio 0.0766
io_traces.ns310 S3FIFO-0.4500-0.9000 cache size   618632, 10400000 req, miss ratio 0.0744, byte miss ratio 0.0744
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size      773, 10400000 req, miss ratio 0.5384, byte miss ratio 0.5384
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size     2319, 10400000 req, miss ratio 0.3595, byte miss ratio 0.3595
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size     7732, 10400000 req, miss ratio 0.2858, byte miss ratio 0.2858
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size    23198, 10400000 req, miss ratio 0.2161, byte miss ratio 0.2161
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size    77329, 10400000 req, miss ratio 0.1110, byte miss ratio 0.1110
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size   154658, 10400000 req, miss ratio 0.0828, byte miss ratio 0.0828
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size   309316, 10400000 req, miss ratio 0.0760, byte miss ratio 0.0760
io_traces.ns310 S3FIFO-0.6000-1.9000 cache size   618632, 10400000 req, miss ratio 0.0744, byte miss ratio 0.0744
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size      773, 10400000 req, miss ratio 0.4613, byte miss ratio 0.4613
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size     2319, 10400000 req, miss ratio 0.3258, byte miss ratio 0.3258
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size     7732, 10400000 req, miss ratio 0.2721, byte miss ratio 0.2721
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size    23198, 10400000 req, miss ratio 0.2181, byte miss ratio 0.2181
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size    77329, 10400000 req, miss ratio 0.1037, byte miss ratio 0.1037
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size   154658, 10400000 req, miss ratio 0.0912, byte miss ratio 0.0912
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size   309316, 10400000 req, miss ratio 0.0806, byte miss ratio 0.0806
io_traces.ns310 S3FIFO-0.0100-1.9000 cache size   618632, 10400000 req, miss ratio 0.0744, byte miss ratio 0.0744
io_traces.ns310 S3FIFO-0.8000-0.9000 cache size      773, 10400000 req, miss ratio 0.5620, byte miss ratio 0.5620
