cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size       76, 2391185 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size      229, 2391185 req, miss ratio 0.5035, byte miss ratio 0.5035
cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size      763, 2391185 req, miss ratio 0.3945, byte miss ratio 0.3945
cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size     2291, 2391185 req, miss ratio 0.2833, byte miss ratio 0.2833
cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size     7637, 2391185 req, miss ratio 0.1585, byte miss ratio 0.1585
cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size    15275, 2391185 req, miss ratio 0.0961, byte miss ratio 0.0961
cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size    30550, 2391185 req, miss ratio 0.0524, byte miss ratio 0.0524
cdn1_allcolo.ns3559 S3FIFO-0.0100-0.9000 cache size    61100, 2391185 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size       76, 2391185 req, miss ratio 0.5870, byte miss ratio 0.5870
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size      229, 2391185 req, miss ratio 0.5026, byte miss ratio 0.5026
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size      763, 2391185 req, miss ratio 0.3934, byte miss ratio 0.3934
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size     2291, 2391185 req, miss ratio 0.2823, byte miss ratio 0.2823
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size     7637, 2391185 req, miss ratio 0.1574, byte miss ratio 0.1574
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size    15275, 2391185 req, miss ratio 0.0956, byte miss ratio 0.0956
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size    30550, 2391185 req, miss ratio 0.0523, byte miss ratio 0.0523
cdn1_allcolo.ns3559 S3FIFO-0.0250-0.9000 cache size    61100, 2391185 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size       76, 2391185 req, miss ratio 0.5935, byte miss ratio 0.5935
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size      229, 2391185 req, miss ratio 0.5102, byte miss ratio 0.5102
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size      763, 2391185 req, miss ratio 0.4016, byte miss ratio 0.4016
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size     2291, 2391185 req, miss ratio 0.2903, byte miss ratio 0.2903
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size     7637, 2391185 req, miss ratio 0.1656, byte miss ratio 0.1656
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size    15275, 2391185 req, miss ratio 0.1015, byte miss ratio 0.1015
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size    30550, 2391185 req, miss ratio 0.0548, byte miss ratio 0.0548
cdn1_allcolo.ns3559 S3FIFO-0.2000-1.9000 cache size    61100, 2391185 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size       76, 2391185 req, miss ratio 0.6221, byte miss ratio 0.6221
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size      229, 2391185 req, miss ratio 0.5438, byte miss ratio 0.5438
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size      763, 2391185 req, miss ratio 0.4355, byte miss ratio 0.4355
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size     2291, 2391185 req, miss ratio 0.3196, byte miss ratio 0.3196
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size     7637, 2391185 req, miss ratio 0.1867, byte miss ratio 0.1867
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size    15275, 2391185 req, miss ratio 0.1170, byte miss ratio 0.1170
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size    30550, 2391185 req, miss ratio 0.0642, byte miss ratio 0.0642
cdn1_allcolo.ns3559 S3FIFO-0.6000-1.9000 cache size    61100, 2391185 req, miss ratio 0.0350, byte miss ratio 0.0350
cdn1_allcolo.ns3559 S3FIFO-0.7000-0.9000 cache size       76, 2391185 req, miss ratio 0.6295, byte miss ratio 0.6295
