tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size      391, 82478700 req, miss ratio 0.7120, byte miss ratio 0.7120
tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size     1173, 82478700 req, miss ratio 0.2707, byte miss ratio 0.2707
tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size     3912, 82478700 req, miss ratio 0.1361, byte miss ratio 0.1361
tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size    11736, 82478700 req, miss ratio 0.0721, byte miss ratio 0.0721
tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size    39121, 82478700 req, miss ratio 0.0276, byte miss ratio 0.0276
tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size    78243, 82478700 req, miss ratio 0.0140, byte miss ratio 0.0140
tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size   156486, 82478700 req, miss ratio 0.0071, byte miss ratio 0.0071
tencentBlock.ns10992 S3FIFO-0.9900-1.9000 cache size   312972, 82478700 req, miss ratio 0.0050, byte miss ratio 0.0050
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size      391, 82478700 req, miss ratio 0.6636, byte miss ratio 0.6636
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size     1173, 82478700 req, miss ratio 0.1449, byte miss ratio 0.1449
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size     3912, 82478700 req, miss ratio 0.0993, byte miss ratio 0.0993
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size    11736, 82478700 req, miss ratio 0.0492, byte miss ratio 0.0492
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size    39121, 82478700 req, miss ratio 0.0211, byte miss ratio 0.0211
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size    78243, 82478700 req, miss ratio 0.0113, byte miss ratio 0.0113
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size   156486, 82478700 req, miss ratio 0.0062, byte miss ratio 0.0062
tencentBlock.ns10992 S3FIFO-0.2000-0.9000 cache size   312972, 82478700 req, miss ratio 0.0048, byte miss ratio 0.0048
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size      391, 82478700 req, miss ratio 0.7313, byte miss ratio 0.7313
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size     1173, 82478700 req, miss ratio 0.2725, byte miss ratio 0.2725
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size     3912, 82478700 req, miss ratio 0.1339, byte miss ratio 0.1339
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size    11736, 82478700 req, miss ratio 0.0722, byte miss ratio 0.0722
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size    39121, 82478700 req, miss ratio 0.0279, byte miss ratio 0.0279
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size    78243, 82478700 req, miss ratio 0.0137, byte miss ratio 0.0137
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size   156486, 82478700 req, miss ratio 0.0069, byte miss ratio 0.0069
tencentBlock.ns10992 S3FIFO-0.9500-0.9000 cache size   312972, 82478700 req, miss ratio 0.0050, byte miss ratio 0.0050
tencentBlock.ns10992 S3FIFO-0.0500-0.9000 cache size      391, 82478700 req, miss ratio 0.5372, byte miss ratio 0.5372
tencentBlock.ns10992 S3FIFO-0.0500-0.9000 cache size     1173, 82478700 req, miss ratio 0.1399, byte miss ratio 0.1399
tencentBlock.ns10992 S3FIFO-0.0500-0.9000 cache size     3912, 82478700 req, miss ratio 0.0949, byte miss ratio 0.0949
