cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size        6, 4498598 req, miss ratio 0.8145, byte miss ratio 0.8145
cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size       18, 4498598 req, miss ratio 0.4589, byte miss ratio 0.4589
cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size       60, 4498598 req, miss ratio 0.1019, byte miss ratio 0.1019
cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size      181, 4498598 req, miss ratio 0.0227, byte miss ratio 0.0227
cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size      604, 4498598 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size     1209, 4498598 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size     2419, 4498598 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns36982 S3FIFO-0.9000-1.9000 cache size     4838, 4498598 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size        6, 4498598 req, miss ratio 0.7563, byte miss ratio 0.7563
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size       18, 4498598 req, miss ratio 0.3618, byte miss ratio 0.3618
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size       60, 4498598 req, miss ratio 0.0694, byte miss ratio 0.0694
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size      181, 4498598 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size      604, 4498598 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size     1209, 4498598 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size     2419, 4498598 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns36982 S3FIFO-0.2000-1.9000 cache size     4838, 4498598 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns36982 S3FIFO-0.4000-1.9000 cache size        6, 4498598 req, miss ratio 0.7856, byte miss ratio 0.7856
cdn1_colo28.ns36982 S3FIFO-0.4000-1.9000 cache size       18, 4498598 req, miss ratio 0.4124, byte miss ratio 0.4124
cdn1_colo28.ns36982 S3FIFO-0.4000-1.9000 cache size       60, 4498598 req, miss ratio 0.0743, byte miss ratio 0.0743
cdn1_colo28.ns36982 S3FIFO-0.4000-1.9000 cache size      181, 4498598 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_colo28.ns36982 S3FIFO-0.4000-1.9000 cache size      604, 4498598 req, miss ratio 0.0033, byte miss ratio 0.0033
