tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size      217, 1520903 req, miss ratio 0.5508, byte miss ratio 0.5508
tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size      652, 1520903 req, miss ratio 0.4853, byte miss ratio 0.4853
tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size     2173, 1520903 req, miss ratio 0.4470, byte miss ratio 0.4470
tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size     6521, 1520903 req, miss ratio 0.4302, byte miss ratio 0.4302
tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size    21739, 1520903 req, miss ratio 0.3889, byte miss ratio 0.3889
tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size    43478, 1520903 req, miss ratio 0.3315, byte miss ratio 0.3315
tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size    86957, 1520903 req, miss ratio 0.2352, byte miss ratio 0.2352
tencentBlock.ns23337 S3FIFO-0.9000-1.9000 cache size   173914, 1520903 req, miss ratio 0.1623, byte miss ratio 0.1623
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size      217, 1520903 req, miss ratio 0.4868, byte miss ratio 0.4868
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size      652, 1520903 req, miss ratio 0.4584, byte miss ratio 0.4584
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size     2173, 1520903 req, miss ratio 0.4312, byte miss ratio 0.4312
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size     6521, 1520903 req, miss ratio 0.4279, byte miss ratio 0.4279
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size    21739, 1520903 req, miss ratio 0.3814, byte miss ratio 0.3814
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size    43478, 1520903 req, miss ratio 0.3454, byte miss ratio 0.3454
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size    86957, 1520903 req, miss ratio 0.2253, byte miss ratio 0.2253
tencentBlock.ns23337 S3FIFO-0.5500-1.9000 cache size   173914, 1520903 req, miss ratio 0.1514, byte miss ratio 0.1514
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size      217, 1520903 req, miss ratio 0.4861, byte miss ratio 0.4861
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size      652, 1520903 req, miss ratio 0.4575, byte miss ratio 0.4575
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size     2173, 1520903 req, miss ratio 0.4330, byte miss ratio 0.4330
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size     6521, 1520903 req, miss ratio 0.4279, byte miss ratio 0.4279
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size    21739, 1520903 req, miss ratio 0.3819, byte miss ratio 0.3819
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size    43478, 1520903 req, miss ratio 0.3423, byte miss ratio 0.3423
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size    86957, 1520903 req, miss ratio 0.2110, byte miss ratio 0.2110
tencentBlock.ns23337 S3FIFO-0.4000-0.9000 cache size   173914, 1520903 req, miss ratio 0.1466, byte miss ratio 0.1466
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size      217, 1520903 req, miss ratio 0.5222, byte miss ratio 0.5222
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size      652, 1520903 req, miss ratio 0.4630, byte miss ratio 0.4630
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size     2173, 1520903 req, miss ratio 0.4342, byte miss ratio 0.4342
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size     6521, 1520903 req, miss ratio 0.4308, byte miss ratio 0.4308
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size    21739, 1520903 req, miss ratio 0.3722, byte miss ratio 0.3722
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size    43478, 1520903 req, miss ratio 0.3214, byte miss ratio 0.3214
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size    86957, 1520903 req, miss ratio 0.1896, byte miss ratio 0.1896
tencentBlock.ns23337 S3FIFO-0.0250-0.9000 cache size   173914, 1520903 req, miss ratio 0.1441, byte miss ratio 0.1441
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size      217, 1520903 req, miss ratio 0.5417, byte miss ratio 0.5417
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size      652, 1520903 req, miss ratio 0.4797, byte miss ratio 0.4797
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size     2173, 1520903 req, miss ratio 0.4398, byte miss ratio 0.4398
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size     6521, 1520903 req, miss ratio 0.4311, byte miss ratio 0.4311
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size    21739, 1520903 req, miss ratio 0.3730, byte miss ratio 0.3730
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size    43478, 1520903 req, miss ratio 0.3206, byte miss ratio 0.3206
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size    86957, 1520903 req, miss ratio 0.1889, byte miss ratio 0.1889
tencentBlock.ns23337 S3FIFO-0.0100-0.9000 cache size   173914, 1520903 req, miss ratio 0.1441, byte miss ratio 0.1441
tencentBlock.ns23337 S3FIFO-0.4500-1.9000 cache size      217, 1520903 req, miss ratio 0.4857, byte miss ratio 0.4857
tencentBlock.ns23337 S3FIFO-0.4500-1.9000 cache size      652, 1520903 req, miss ratio 0.4479, byte miss ratio 0.4479
tencentBlock.ns23337 S3FIFO-0.4500-1.9000 cache size     2173, 1520903 req, miss ratio 0.4325, byte miss ratio 0.4325
tencentBlock.ns23337 S3FIFO-0.4500-1.9000 cache size     6521, 1520903 req, miss ratio 0.4278, byte miss ratio 0.4278
tencentBlock.ns23337 S3FIFO-0.4500-1.9000 cache size    21739, 1520903 req, miss ratio 0.3799, byte miss ratio 0.3799
tencentBlock.ns23337 S3FIFO-0.4500-1.9000 cache size    43478, 1520903 req, miss ratio 0.3407, byte miss ratio 0.3407
tencentBlock.ns23337 S3FIFO-0.4500-1.9000 cache size    86957, 1520903 req, miss ratio 0.2164, byte miss ratio 0.2164
