cdn1_allcolo.ns6027 S3FIFO-0.0500-1.9000 cache size        8, 4541148 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns6027 S3FIFO-0.0500-1.9000 cache size       26, 4541148 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns6027 S3FIFO-0.0500-1.9000 cache size       88, 4541148 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns6027 S3FIFO-0.0500-1.9000 cache size      177, 4541148 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns6027 S3FIFO-0.0500-1.9000 cache size      355, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.0500-1.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.1500-0.9000 cache size        8, 4541148 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns6027 S3FIFO-0.1500-0.9000 cache size       26, 4541148 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_allcolo.ns6027 S3FIFO-0.1500-0.9000 cache size       88, 4541148 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns6027 S3FIFO-0.1500-0.9000 cache size      177, 4541148 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns6027 S3FIFO-0.1500-0.9000 cache size      355, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.1500-0.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.9900-1.9000 cache size        8, 4541148 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_allcolo.ns6027 S3FIFO-0.9900-1.9000 cache size       26, 4541148 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_allcolo.ns6027 S3FIFO-0.9900-1.9000 cache size       88, 4541148 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns6027 S3FIFO-0.9900-1.9000 cache size      177, 4541148 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns6027 S3FIFO-0.9900-1.9000 cache size      355, 4541148 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns6027 S3FIFO-0.9900-1.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.1000-1.9000 cache size        8, 4541148 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns6027 S3FIFO-0.1000-1.9000 cache size       26, 4541148 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns6027 S3FIFO-0.1000-1.9000 cache size       88, 4541148 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns6027 S3FIFO-0.1000-1.9000 cache size      177, 4541148 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns6027 S3FIFO-0.1000-1.9000 cache size      355, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.1000-1.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.7000-1.9000 cache size        8, 4541148 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_allcolo.ns6027 S3FIFO-0.7000-1.9000 cache size       26, 4541148 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns6027 S3FIFO-0.7000-1.9000 cache size       88, 4541148 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns6027 S3FIFO-0.7000-1.9000 cache size      177, 4541148 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns6027 S3FIFO-0.7000-1.9000 cache size      355, 4541148 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns6027 S3FIFO-0.7000-1.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.8500-1.9000 cache size        8, 4541148 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns6027 S3FIFO-0.8500-1.9000 cache size       26, 4541148 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns6027 S3FIFO-0.8500-1.9000 cache size       88, 4541148 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns6027 S3FIFO-0.8500-1.9000 cache size      177, 4541148 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns6027 S3FIFO-0.8500-1.9000 cache size      355, 4541148 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns6027 S3FIFO-0.8500-1.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.0050-0.9000 cache size        8, 4541148 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns6027 S3FIFO-0.0050-0.9000 cache size       26, 4541148 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns6027 S3FIFO-0.0050-0.9000 cache size       88, 4541148 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns6027 S3FIFO-0.0050-0.9000 cache size      177, 4541148 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns6027 S3FIFO-0.0050-0.9000 cache size      355, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.0050-0.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.2500-0.9000 cache size        8, 4541148 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns6027 S3FIFO-0.2500-0.9000 cache size       26, 4541148 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns6027 S3FIFO-0.2500-0.9000 cache size       88, 4541148 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns6027 S3FIFO-0.2500-0.9000 cache size      177, 4541148 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns6027 S3FIFO-0.2500-0.9000 cache size      355, 4541148 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns6027 S3FIFO-0.2500-0.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.7500-1.9000 cache size        8, 4541148 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns6027 S3FIFO-0.7500-1.9000 cache size       26, 4541148 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns6027 S3FIFO-0.7500-1.9000 cache size       88, 4541148 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns6027 S3FIFO-0.7500-1.9000 cache size      177, 4541148 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns6027 S3FIFO-0.7500-1.9000 cache size      355, 4541148 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns6027 S3FIFO-0.7500-1.9000 cache size      711, 4541148 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns6027 S3FIFO-0.3500-0.9000 cache size        8, 4541148 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns6027 S3FIFO-0.3500-0.9000 cache size       26, 4541148 req, miss ratio 0.0031, byte miss ratio 0.0031
