cdn1_allcolo.ns50 S3FIFO-0.9900-0.9000 cache size     1009, 272838219 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2000-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0250-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size     1009, 272838219 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.4000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5000-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0050-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 FIFO cache size     1009, 272838219 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns50 FIFO cache size     3027, 272838219 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns50 FIFO cache size    10090, 272838219 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns50 FIFO cache size    30270, 272838219 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns50 FIFO cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 FIFO cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 FIFO cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 FIFO cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
