io_traces.ns625 S3FIFO-0.3000-0.9000 cache size      288, 2400000 req, miss ratio 0.5729, byte miss ratio 0.5729
io_traces.ns625 S3FIFO-0.3000-0.9000 cache size      864, 2400000 req, miss ratio 0.5656, byte miss ratio 0.5656
io_traces.ns625 S3FIFO-0.3000-0.9000 cache size     2880, 2400000 req, miss ratio 0.5463, byte miss ratio 0.5463
io_traces.ns625 S3FIFO-0.3000-0.9000 cache size     8640, 2400000 req, miss ratio 0.5307, byte miss ratio 0.5307
io_traces.ns625 S3FIFO-0.3000-0.9000 cache size    28800, 2400000 req, miss ratio 0.2957, byte miss ratio 0.2957
io_traces.ns625 S3FIFO-0.3000-0.9000 cache size    57600, 2400000 req, miss ratio 0.1241, byte miss ratio 0.1241
io_traces.ns625 S3FIFO-0.3000-0.9000 cache size   115200, 2400000 req, miss ratio 0.1205, byte miss ratio 0.1205
io_traces.ns625 S3FIFO-0.3000-0.9000 cache size   230401, 2400000 req, miss ratio 0.1200, byte miss ratio 0.1200
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size      288, 2400000 req, miss ratio 0.5748, byte miss ratio 0.5748
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size      864, 2400000 req, miss ratio 0.5639, byte miss ratio 0.5639
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size     2880, 2400000 req, miss ratio 0.5498, byte miss ratio 0.5498
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size     8640, 2400000 req, miss ratio 0.5288, byte miss ratio 0.5288
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size    28800, 2400000 req, miss ratio 0.3283, byte miss ratio 0.3283
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size    57600, 2400000 req, miss ratio 0.1495, byte miss ratio 0.1495
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size   115200, 2400000 req, miss ratio 0.1206, byte miss ratio 0.1206
io_traces.ns625 S3FIFO-0.5000-0.9000 cache size   230401, 2400000 req, miss ratio 0.1200, byte miss ratio 0.1200
io_traces.ns625 S3FIFO-0.1000-0.9000 cache size      288, 2400000 req, miss ratio 0.5755, byte miss ratio 0.5755
io_traces.ns625 S3FIFO-0.1000-0.9000 cache size      864, 2400000 req, miss ratio 0.5653, byte miss ratio 0.5653
io_traces.ns625 S3FIFO-0.1000-0.9000 cache size     2880, 2400000 req, miss ratio 0.5451, byte miss ratio 0.5451
io_traces.ns625 S3FIFO-0.1000-0.9000 cache size     8640, 2400000 req, miss ratio 0.5327, byte miss ratio 0.5327
io_traces.ns625 S3FIFO-0.1000-0.9000 cache size    28800, 2400000 req, miss ratio 0.2833, byte miss ratio 0.2833
