tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size      191, 5161387 req, miss ratio 0.8828, byte miss ratio 0.8828
tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size      574, 5161387 req, miss ratio 0.8800, byte miss ratio 0.8800
tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size     1915, 5161387 req, miss ratio 0.8785, byte miss ratio 0.8785
tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size     5746, 5161387 req, miss ratio 0.8397, byte miss ratio 0.8397
tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size    19154, 5161387 req, miss ratio 0.0804, byte miss ratio 0.0804
tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size    38308, 5161387 req, miss ratio 0.0655, byte miss ratio 0.0655
tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size    76617, 5161387 req, miss ratio 0.0447, byte miss ratio 0.0447
tencentBlock.ns16470 S3FIFO-0.3500-1.9000 cache size   153234, 5161387 req, miss ratio 0.0374, byte miss ratio 0.0374
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size      191, 5161387 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size      574, 5161387 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size     1915, 5161387 req, miss ratio 0.8964, byte miss ratio 0.8964
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size     5746, 5161387 req, miss ratio 0.8214, byte miss ratio 0.8214
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size    19154, 5161387 req, miss ratio 0.0752, byte miss ratio 0.0752
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size    38308, 5161387 req, miss ratio 0.0605, byte miss ratio 0.0605
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size    76617, 5161387 req, miss ratio 0.0430, byte miss ratio 0.0430
tencentBlock.ns16470 S3FIFO-0.0010-1.9000 cache size   153234, 5161387 req, miss ratio 0.0373, byte miss ratio 0.0373
tencentBlock.ns16470 S3FIFO-0.7000-1.9000 cache size      191, 5161387 req, miss ratio 0.8844, byte miss ratio 0.8844
tencentBlock.ns16470 S3FIFO-0.7000-1.9000 cache size      574, 5161387 req, miss ratio 0.8807, byte miss ratio 0.8807
tencentBlock.ns16470 S3FIFO-0.7000-1.9000 cache size     1915, 5161387 req, miss ratio 0.8784, byte miss ratio 0.8784
tencentBlock.ns16470 S3FIFO-0.7000-1.9000 cache size     5746, 5161387 req, miss ratio 0.8079, byte miss ratio 0.8079
tencentBlock.ns16470 S3FIFO-0.7000-1.9000 cache size    19154, 5161387 req, miss ratio 0.1168, byte miss ratio 0.1168
