cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size     1020, 7416109 req, miss ratio 0.1382, byte miss ratio 0.1382
cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size     3062, 7416109 req, miss ratio 0.1380, byte miss ratio 0.1380
cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size    30624, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size   102082, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.8000-0.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size     1020, 7416109 req, miss ratio 0.1383, byte miss ratio 0.1383
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size     3062, 7416109 req, miss ratio 0.1380, byte miss ratio 0.1380
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size    30624, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size   102082, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.8500-0.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size     3062, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size    30624, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size   102082, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.4500-0.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size     3062, 7416109 req, miss ratio 0.1380, byte miss ratio 0.1380
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size    30624, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size   102082, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.6500-1.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size     3062, 7416109 req, miss ratio 0.1380, byte miss ratio 0.1380
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size    30624, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size   102082, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.0500-1.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size     3062, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size    30624, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size   102082, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.5500-0.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size     3062, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size    30624, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size   102082, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.4000-1.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size     1020, 7416109 req, miss ratio 0.1386, byte miss ratio 0.1386
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size     3062, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size    30624, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size   102082, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size   204164, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.9500-1.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size     3062, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size    30624, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size   102082, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.2500-0.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size     1020, 7416109 req, miss ratio 0.1392, byte miss ratio 0.1392
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size     3062, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size    30624, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size   102082, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.0100-1.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size     3062, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size    10208, 7416109 req, miss ratio 0.1379, byte miss ratio 0.1379
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size    30624, 7416109 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size   102082, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size   204164, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size   408329, 7416109 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_colo28.ns910 S3FIFO-0.2500-1.9000 cache size   816659, 7416109 req, miss ratio 0.1376, byte miss ratio 0.1376
cdn1_colo28.ns910 S3FIFO-0.7000-0.9000 cache size     1020, 7416109 req, miss ratio 0.1381, byte miss ratio 0.1381
