io_traces.ns109 S3FIFO-0.8500-0.9000 cache size     8697, 14400000 req, miss ratio 0.8299, byte miss ratio 0.8299
io_traces.ns109 S3FIFO-0.8500-0.9000 cache size    26091, 14400000 req, miss ratio 0.8268, byte miss ratio 0.8268
io_traces.ns109 S3FIFO-0.8500-0.9000 cache size    86970, 14400000 req, miss ratio 0.8070, byte miss ratio 0.8070
io_traces.ns109 S3FIFO-0.8500-0.9000 cache size   260911, 14400000 req, miss ratio 0.7640, byte miss ratio 0.7640
io_traces.ns109 S3FIFO-0.8500-0.9000 cache size   869706, 14400000 req, miss ratio 0.7314, byte miss ratio 0.7314
io_traces.ns109 S3FIFO-0.8500-0.9000 cache size  1739412, 14400000 req, miss ratio 0.7142, byte miss ratio 0.7142
io_traces.ns109 S3FIFO-0.8500-0.9000 cache size  3478825, 14400000 req, miss ratio 0.6615, byte miss ratio 0.6615
io_traces.ns109 S3FIFO-0.8500-0.9000 cache size  6957651, 14400000 req, miss ratio 0.6106, byte miss ratio 0.6106
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size     8697, 14400000 req, miss ratio 0.8296, byte miss ratio 0.8296
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size    26091, 14400000 req, miss ratio 0.8234, byte miss ratio 0.8234
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size    86970, 14400000 req, miss ratio 0.7818, byte miss ratio 0.7818
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size   260911, 14400000 req, miss ratio 0.7331, byte miss ratio 0.7331
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size   869706, 14400000 req, miss ratio 0.7223, byte miss ratio 0.7223
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size  1739412, 14400000 req, miss ratio 0.7040, byte miss ratio 0.7040
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size  3478825, 14400000 req, miss ratio 0.6542, byte miss ratio 0.6542
io_traces.ns109 S3FIFO-0.5500-1.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size     8697, 14400000 req, miss ratio 0.8296, byte miss ratio 0.8296
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size    26091, 14400000 req, miss ratio 0.8223, byte miss ratio 0.8223
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size    86970, 14400000 req, miss ratio 0.7776, byte miss ratio 0.7776
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size   260911, 14400000 req, miss ratio 0.7329, byte miss ratio 0.7329
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size   869706, 14400000 req, miss ratio 0.7199, byte miss ratio 0.7199
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size  1739412, 14400000 req, miss ratio 0.7029, byte miss ratio 0.7029
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size  3478825, 14400000 req, miss ratio 0.6539, byte miss ratio 0.6539
io_traces.ns109 S3FIFO-0.5000-1.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size     8697, 14400000 req, miss ratio 0.8825, byte miss ratio 0.8825
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size    26091, 14400000 req, miss ratio 0.8295, byte miss ratio 0.8295
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size    86970, 14400000 req, miss ratio 0.7471, byte miss ratio 0.7471
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size   260911, 14400000 req, miss ratio 0.7330, byte miss ratio 0.7330
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size   869706, 14400000 req, miss ratio 0.7149, byte miss ratio 0.7149
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size  1739412, 14400000 req, miss ratio 0.6973, byte miss ratio 0.6973
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size  3478825, 14400000 req, miss ratio 0.6544, byte miss ratio 0.6544
io_traces.ns109 S3FIFO-0.0010-0.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size     8697, 14400000 req, miss ratio 0.8332, byte miss ratio 0.8332
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size    26091, 14400000 req, miss ratio 0.8249, byte miss ratio 0.8249
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size    86970, 14400000 req, miss ratio 0.7455, byte miss ratio 0.7455
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size   260911, 14400000 req, miss ratio 0.7323, byte miss ratio 0.7323
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size   869706, 14400000 req, miss ratio 0.7149, byte miss ratio 0.7149
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size  1739412, 14400000 req, miss ratio 0.6974, byte miss ratio 0.6974
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size  3478825, 14400000 req, miss ratio 0.6544, byte miss ratio 0.6544
io_traces.ns109 S3FIFO-0.0050-0.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size     8697, 14400000 req, miss ratio 0.8296, byte miss ratio 0.8296
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size    26091, 14400000 req, miss ratio 0.8156, byte miss ratio 0.8156
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size    86970, 14400000 req, miss ratio 0.7410, byte miss ratio 0.7410
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size   260911, 14400000 req, miss ratio 0.7321, byte miss ratio 0.7321
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size   869706, 14400000 req, miss ratio 0.7059, byte miss ratio 0.7059
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size  1739412, 14400000 req, miss ratio 0.6958, byte miss ratio 0.6958
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size  3478825, 14400000 req, miss ratio 0.6543, byte miss ratio 0.6543
io_traces.ns109 S3FIFO-0.0100-1.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size     8697, 14400000 req, miss ratio 0.8297, byte miss ratio 0.8297
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size    26091, 14400000 req, miss ratio 0.8253, byte miss ratio 0.8253
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size    86970, 14400000 req, miss ratio 0.7967, byte miss ratio 0.7967
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size   260911, 14400000 req, miss ratio 0.7375, byte miss ratio 0.7375
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size   869706, 14400000 req, miss ratio 0.7233, byte miss ratio 0.7233
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size  1739412, 14400000 req, miss ratio 0.7120, byte miss ratio 0.7120
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size  3478825, 14400000 req, miss ratio 0.6565, byte miss ratio 0.6565
io_traces.ns109 S3FIFO-0.7000-0.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size     8697, 14400000 req, miss ratio 0.8277, byte miss ratio 0.8277
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size    26091, 14400000 req, miss ratio 0.8197, byte miss ratio 0.8197
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size    86970, 14400000 req, miss ratio 0.7583, byte miss ratio 0.7583
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size   260911, 14400000 req, miss ratio 0.7327, byte miss ratio 0.7327
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size   869706, 14400000 req, miss ratio 0.7099, byte miss ratio 0.7099
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size  1739412, 14400000 req, miss ratio 0.6995, byte miss ratio 0.6995
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size  3478825, 14400000 req, miss ratio 0.6543, byte miss ratio 0.6543
io_traces.ns109 S3FIFO-0.3000-1.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size     8697, 14400000 req, miss ratio 0.8299, byte miss ratio 0.8299
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size    26091, 14400000 req, miss ratio 0.8269, byte miss ratio 0.8269
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size    86970, 14400000 req, miss ratio 0.8073, byte miss ratio 0.8073
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size   260911, 14400000 req, miss ratio 0.7645, byte miss ratio 0.7645
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size   869706, 14400000 req, miss ratio 0.7319, byte miss ratio 0.7319
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size  1739412, 14400000 req, miss ratio 0.7125, byte miss ratio 0.7125
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size  3478825, 14400000 req, miss ratio 0.6616, byte miss ratio 0.6616
io_traces.ns109 S3FIFO-0.8500-1.9000 cache size  6957651, 14400000 req, miss ratio 0.6106, byte miss ratio 0.6106
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size     8697, 14400000 req, miss ratio 0.8297, byte miss ratio 0.8297
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size    26091, 14400000 req, miss ratio 0.8257, byte miss ratio 0.8257
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size    86970, 14400000 req, miss ratio 0.7839, byte miss ratio 0.7839
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size   260911, 14400000 req, miss ratio 0.7333, byte miss ratio 0.7333
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size   869706, 14400000 req, miss ratio 0.7210, byte miss ratio 0.7210
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size  1739412, 14400000 req, miss ratio 0.7046, byte miss ratio 0.7046
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size  3478825, 14400000 req, miss ratio 0.6542, byte miss ratio 0.6542
io_traces.ns109 S3FIFO-0.5500-0.9000 cache size  6957651, 14400000 req, miss ratio 0.6104, byte miss ratio 0.6104
io_traces.ns109 S3FIFO-0.0250-0.9000 cache size     8697, 14400000 req, miss ratio 0.8311, byte miss ratio 0.8311
io_traces.ns109 S3FIFO-0.0250-0.9000 cache size    26091, 14400000 req, miss ratio 0.8236, byte miss ratio 0.8236
io_traces.ns109 S3FIFO-0.0250-0.9000 cache size    86970, 14400000 req, miss ratio 0.7456, byte miss ratio 0.7456
io_traces.ns109 S3FIFO-0.0250-0.9000 cache size   260911, 14400000 req, miss ratio 0.7325, byte miss ratio 0.7325
io_traces.ns109 S3FIFO-0.0250-0.9000 cache size   869706, 14400000 req, miss ratio 0.7149, byte miss ratio 0.7149
