tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size     1226, 116501488 req, miss ratio 0.8424, byte miss ratio 0.8424
tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size     3680, 116501488 req, miss ratio 0.8246, byte miss ratio 0.8246
tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size    12268, 116501488 req, miss ratio 0.7041, byte miss ratio 0.7041
tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size    36804, 116501488 req, miss ratio 0.4805, byte miss ratio 0.4805
tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size   122681, 116501488 req, miss ratio 0.0585, byte miss ratio 0.0585
tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size   245362, 116501488 req, miss ratio 0.0169, byte miss ratio 0.0169
tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size   490724, 116501488 req, miss ratio 0.0124, byte miss ratio 0.0124
tencentBlock.ns2583 S3FIFO-0.0050-0.9000 cache size   981449, 116501488 req, miss ratio 0.0107, byte miss ratio 0.0107
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size     1226, 116501488 req, miss ratio 0.8362, byte miss ratio 0.8362
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size     3680, 116501488 req, miss ratio 0.8205, byte miss ratio 0.8205
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size    12268, 116501488 req, miss ratio 0.7452, byte miss ratio 0.7452
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size    36804, 116501488 req, miss ratio 0.5628, byte miss ratio 0.5628
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size   122681, 116501488 req, miss ratio 0.0890, byte miss ratio 0.0890
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size   245362, 116501488 req, miss ratio 0.0201, byte miss ratio 0.0201
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size   490724, 116501488 req, miss ratio 0.0113, byte miss ratio 0.0113
tencentBlock.ns2583 S3FIFO-0.5000-1.9000 cache size   981449, 116501488 req, miss ratio 0.0108, byte miss ratio 0.0108
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size     1226, 116501488 req, miss ratio 0.8387, byte miss ratio 0.8387
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size     3680, 116501488 req, miss ratio 0.8084, byte miss ratio 0.8084
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size    12268, 116501488 req, miss ratio 0.7079, byte miss ratio 0.7079
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size    36804, 116501488 req, miss ratio 0.5006, byte miss ratio 0.5006
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size   122681, 116501488 req, miss ratio 0.0616, byte miss ratio 0.0616
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size   245362, 116501488 req, miss ratio 0.0189, byte miss ratio 0.0189
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size   490724, 116501488 req, miss ratio 0.0137, byte miss ratio 0.0137
tencentBlock.ns2583 S3FIFO-0.0010-1.9000 cache size   981449, 116501488 req, miss ratio 0.0107, byte miss ratio 0.0107
tencentBlock.ns2583 S3FIFO-0.2500-1.9000 cache size     1226, 116501488 req, miss ratio 0.8359, byte miss ratio 0.8359
