tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size      236, 2754322 req, miss ratio 0.4646, byte miss ratio 0.4646
tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size      709, 2754322 req, miss ratio 0.3841, byte miss ratio 0.3841
tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size     2366, 2754322 req, miss ratio 0.3529, byte miss ratio 0.3529
tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size     7098, 2754322 req, miss ratio 0.2914, byte miss ratio 0.2914
tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size    23661, 2754322 req, miss ratio 0.2180, byte miss ratio 0.2180
tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size    47323, 2754322 req, miss ratio 0.1741, byte miss ratio 0.1741
tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size    94646, 2754322 req, miss ratio 0.1352, byte miss ratio 0.1352
tencentBlock.ns6607 S3FIFO-0.7000-0.9000 cache size   189292, 2754322 req, miss ratio 0.0891, byte miss ratio 0.0891
tencentBlock.ns6607 S3FIFO-0.4500-0.9000 cache size      236, 2754322 req, miss ratio 0.4315, byte miss ratio 0.4315
tencentBlock.ns6607 S3FIFO-0.4500-0.9000 cache size      709, 2754322 req, miss ratio 0.3681, byte miss ratio 0.3681
tencentBlock.ns6607 S3FIFO-0.4500-0.9000 cache size     2366, 2754322 req, miss ratio 0.3453, byte miss ratio 0.3453
tencentBlock.ns6607 S3FIFO-0.4500-0.9000 cache size     7098, 2754322 req, miss ratio 0.2725, byte miss ratio 0.2725
tencentBlock.ns6607 S3FIFO-0.4500-0.9000 cache size    23661, 2754322 req, miss ratio 0.1983, byte miss ratio 0.1983
tencentBlock.ns6607 S3FIFO-0.4500-0.9000 cache size    47323, 2754322 req, miss ratio 0.1618, byte miss ratio 0.1618
tencentBlock.ns6607 S3FIFO-0.4500-0.9000 cache size    94646, 2754322 req, miss ratio 0.1299, byte miss ratio 0.1299
