io_traces.ns282 S3FIFO-0.8500-0.9000 cache size      944, 15800000 req, miss ratio 0.7238, byte miss ratio 0.7238
io_traces.ns282 S3FIFO-0.8500-0.9000 cache size     2833, 15800000 req, miss ratio 0.7013, byte miss ratio 0.7013
io_traces.ns282 S3FIFO-0.8500-0.9000 cache size     9446, 15800000 req, miss ratio 0.6619, byte miss ratio 0.6619
io_traces.ns282 S3FIFO-0.8500-0.9000 cache size    28338, 15800000 req, miss ratio 0.5594, byte miss ratio 0.5594
io_traces.ns282 S3FIFO-0.8500-0.9000 cache size    94460, 15800000 req, miss ratio 0.2878, byte miss ratio 0.2878
io_traces.ns282 S3FIFO-0.8500-0.9000 cache size   188921, 15800000 req, miss ratio 0.1562, byte miss ratio 0.1562
io_traces.ns282 S3FIFO-0.8500-0.9000 cache size   377843, 15800000 req, miss ratio 0.0852, byte miss ratio 0.0852
io_traces.ns282 S3FIFO-0.8500-0.9000 cache size   755687, 15800000 req, miss ratio 0.0607, byte miss ratio 0.0607
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size      944, 15800000 req, miss ratio 0.7206, byte miss ratio 0.7206
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size     2833, 15800000 req, miss ratio 0.6773, byte miss ratio 0.6773
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size     9446, 15800000 req, miss ratio 0.6251, byte miss ratio 0.6251
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size    28338, 15800000 req, miss ratio 0.5273, byte miss ratio 0.5273
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size    94460, 15800000 req, miss ratio 0.2851, byte miss ratio 0.2851
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size   188921, 15800000 req, miss ratio 0.1390, byte miss ratio 0.1390
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size   377843, 15800000 req, miss ratio 0.0771, byte miss ratio 0.0771
io_traces.ns282 S3FIFO-0.0250-1.9000 cache size   755687, 15800000 req, miss ratio 0.0606, byte miss ratio 0.0606
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size      944, 15800000 req, miss ratio 0.7103, byte miss ratio 0.7103
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size     2833, 15800000 req, miss ratio 0.6792, byte miss ratio 0.6792
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size     9446, 15800000 req, miss ratio 0.6335, byte miss ratio 0.6335
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size    28338, 15800000 req, miss ratio 0.5422, byte miss ratio 0.5422
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size    94460, 15800000 req, miss ratio 0.2681, byte miss ratio 0.2681
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size   188921, 15800000 req, miss ratio 0.1310, byte miss ratio 0.1310
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size   377843, 15800000 req, miss ratio 0.0742, byte miss ratio 0.0742
io_traces.ns282 S3FIFO-0.2500-0.9000 cache size   755687, 15800000 req, miss ratio 0.0606, byte miss ratio 0.0606
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size      944, 15800000 req, miss ratio 0.7191, byte miss ratio 0.7191
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size     2833, 15800000 req, miss ratio 0.6952, byte miss ratio 0.6952
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size     9446, 15800000 req, miss ratio 0.6562, byte miss ratio 0.6562
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size    28338, 15800000 req, miss ratio 0.5676, byte miss ratio 0.5676
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size    94460, 15800000 req, miss ratio 0.2736, byte miss ratio 0.2736
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size   188921, 15800000 req, miss ratio 0.1478, byte miss ratio 0.1478
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size   377843, 15800000 req, miss ratio 0.0801, byte miss ratio 0.0801
io_traces.ns282 S3FIFO-0.7000-1.9000 cache size   755687, 15800000 req, miss ratio 0.0604, byte miss ratio 0.0604
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size      944, 15800000 req, miss ratio 0.7128, byte miss ratio 0.7128
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size     2833, 15800000 req, miss ratio 0.6822, byte miss ratio 0.6822
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size     9446, 15800000 req, miss ratio 0.6406, byte miss ratio 0.6406
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size    28338, 15800000 req, miss ratio 0.5563, byte miss ratio 0.5563
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size    94460, 15800000 req, miss ratio 0.2645, byte miss ratio 0.2645
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size   188921, 15800000 req, miss ratio 0.1341, byte miss ratio 0.1341
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size   377843, 15800000 req, miss ratio 0.0748, byte miss ratio 0.0748
io_traces.ns282 S3FIFO-0.4000-0.9000 cache size   755687, 15800000 req, miss ratio 0.0605, byte miss ratio 0.0605
io_traces.ns282 S3FIFO-0.0050-1.9000 cache size      944, 15800000 req, miss ratio 0.7233, byte miss ratio 0.7233
