cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size      132, 1433227 req, miss ratio 0.3003, byte miss ratio 0.3003
cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size      398, 1433227 req, miss ratio 0.2238, byte miss ratio 0.2238
cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size     1329, 1433227 req, miss ratio 0.1711, byte miss ratio 0.1711
cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size     3989, 1433227 req, miss ratio 0.1441, byte miss ratio 0.1441
cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size    13297, 1433227 req, miss ratio 0.1232, byte miss ratio 0.1232
cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size    26595, 1433227 req, miss ratio 0.1124, byte miss ratio 0.1124
cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size    53190, 1433227 req, miss ratio 0.1019, byte miss ratio 0.1019
cdn1_colo28.ns3541 S3FIFO-0.2000-1.9000 cache size   106380, 1433227 req, miss ratio 0.0937, byte miss ratio 0.0937
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size      132, 1433227 req, miss ratio 0.3100, byte miss ratio 0.3100
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size      398, 1433227 req, miss ratio 0.2310, byte miss ratio 0.2310
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size     1329, 1433227 req, miss ratio 0.1752, byte miss ratio 0.1752
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size     3989, 1433227 req, miss ratio 0.1459, byte miss ratio 0.1459
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size    13297, 1433227 req, miss ratio 0.1242, byte miss ratio 0.1242
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size    26595, 1433227 req, miss ratio 0.1130, byte miss ratio 0.1130
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size    53190, 1433227 req, miss ratio 0.1020, byte miss ratio 0.1020
cdn1_colo28.ns3541 S3FIFO-0.3500-0.9000 cache size   106380, 1433227 req, miss ratio 0.0937, byte miss ratio 0.0937
cdn1_colo28.ns3541 S3FIFO-0.0100-1.9000 cache size      132, 1433227 req, miss ratio 0.2891, byte miss ratio 0.2891
cdn1_colo28.ns3541 S3FIFO-0.0100-1.9000 cache size      398, 1433227 req, miss ratio 0.2162, byte miss ratio 0.2162
cdn1_colo28.ns3541 S3FIFO-0.0100-1.9000 cache size     1329, 1433227 req, miss ratio 0.1677, byte miss ratio 0.1677
cdn1_colo28.ns3541 S3FIFO-0.0100-1.9000 cache size     3989, 1433227 req, miss ratio 0.1424, byte miss ratio 0.1424
cdn1_colo28.ns3541 S3FIFO-0.0100-1.9000 cache size    13297, 1433227 req, miss ratio 0.1227, byte miss ratio 0.1227
cdn1_colo28.ns3541 S3FIFO-0.0100-1.9000 cache size    26595, 1433227 req, miss ratio 0.1123, byte miss ratio 0.1123
