io_traces.ns462 S3FIFO-0.8500-0.9000 cache size      237, 3000000 req, miss ratio 0.7199, byte miss ratio 0.7199
io_traces.ns462 S3FIFO-0.8500-0.9000 cache size      713, 3000000 req, miss ratio 0.5119, byte miss ratio 0.5119
io_traces.ns462 S3FIFO-0.8500-0.9000 cache size     2378, 3000000 req, miss ratio 0.2946, byte miss ratio 0.2946
io_traces.ns462 S3FIFO-0.8500-0.9000 cache size     7136, 3000000 req, miss ratio 0.1929, byte miss ratio 0.1929
io_traces.ns462 S3FIFO-0.8500-0.9000 cache size    23789, 3000000 req, miss ratio 0.1211, byte miss ratio 0.1211
io_traces.ns462 S3FIFO-0.8500-0.9000 cache size    47579, 3000000 req, miss ratio 0.1051, byte miss ratio 0.1051
io_traces.ns462 S3FIFO-0.8500-0.9000 cache size    95158, 3000000 req, miss ratio 0.0911, byte miss ratio 0.0911
io_traces.ns462 S3FIFO-0.8500-0.9000 cache size   190316, 3000000 req, miss ratio 0.0809, byte miss ratio 0.0809
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size      237, 3000000 req, miss ratio 0.7477, byte miss ratio 0.7477
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size      713, 3000000 req, miss ratio 0.5406, byte miss ratio 0.5406
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size     2378, 3000000 req, miss ratio 0.3100, byte miss ratio 0.3100
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size     7136, 3000000 req, miss ratio 0.2062, byte miss ratio 0.2062
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size    23789, 3000000 req, miss ratio 0.1228, byte miss ratio 0.1228
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size    47579, 3000000 req, miss ratio 0.1036, byte miss ratio 0.1036
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size    95158, 3000000 req, miss ratio 0.0916, byte miss ratio 0.0916
io_traces.ns462 S3FIFO-0.9500-0.9000 cache size   190316, 3000000 req, miss ratio 0.0817, byte miss ratio 0.0817
io_traces.ns462 S3FIFO-0.3500-0.9000 cache size      237, 3000000 req, miss ratio 0.6362, byte miss ratio 0.6362
io_traces.ns462 S3FIFO-0.3500-0.9000 cache size      713, 3000000 req, miss ratio 0.4660, byte miss ratio 0.4660
io_traces.ns462 S3FIFO-0.3500-0.9000 cache size     2378, 3000000 req, miss ratio 0.2262, byte miss ratio 0.2262
io_traces.ns462 S3FIFO-0.3500-0.9000 cache size     7136, 3000000 req, miss ratio 0.1836, byte miss ratio 0.1836
