cdn1_colo28.ns1216 S3FIFO-0.9000-1.9000 cache size        6, 3290285 req, miss ratio 0.6155, byte miss ratio 0.6155
cdn1_colo28.ns1216 S3FIFO-0.9000-1.9000 cache size       19, 3290285 req, miss ratio 0.2678, byte miss ratio 0.2678
cdn1_colo28.ns1216 S3FIFO-0.9000-1.9000 cache size       65, 3290285 req, miss ratio 0.0419, byte miss ratio 0.0419
cdn1_colo28.ns1216 S3FIFO-0.9000-1.9000 cache size      131, 3290285 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_colo28.ns1216 S3FIFO-0.9000-1.9000 cache size      262, 3290285 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns1216 S3FIFO-0.9000-1.9000 cache size      524, 3290285 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1216 S3FIFO-0.5000-1.9000 cache size        6, 3290285 req, miss ratio 0.5771, byte miss ratio 0.5771
cdn1_colo28.ns1216 S3FIFO-0.5000-1.9000 cache size       19, 3290285 req, miss ratio 0.2241, byte miss ratio 0.2241
cdn1_colo28.ns1216 S3FIFO-0.5000-1.9000 cache size       65, 3290285 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_colo28.ns1216 S3FIFO-0.5000-1.9000 cache size      131, 3290285 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_colo28.ns1216 S3FIFO-0.5000-1.9000 cache size      262, 3290285 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1216 S3FIFO-0.5000-1.9000 cache size      524, 3290285 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1216 S3FIFO-0.8000-1.9000 cache size        6, 3290285 req, miss ratio 0.6055, byte miss ratio 0.6055
cdn1_colo28.ns1216 S3FIFO-0.8000-1.9000 cache size       19, 3290285 req, miss ratio 0.2575, byte miss ratio 0.2575
cdn1_colo28.ns1216 S3FIFO-0.8000-1.9000 cache size       65, 3290285 req, miss ratio 0.0392, byte miss ratio 0.0392
cdn1_colo28.ns1216 S3FIFO-0.8000-1.9000 cache size      131, 3290285 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_colo28.ns1216 S3FIFO-0.8000-1.9000 cache size      262, 3290285 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1216 S3FIFO-0.8000-1.9000 cache size      524, 3290285 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns1216 S3FIFO-0.0250-0.9000 cache size        6, 3290285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1216 S3FIFO-0.0250-0.9000 cache size       19, 3290285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1216 S3FIFO-0.0250-0.9000 cache size       65, 3290285 req, miss ratio 0.0216, byte miss ratio 0.0216
cdn1_colo28.ns1216 S3FIFO-0.0250-0.9000 cache size      131, 3290285 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1216 S3FIFO-0.0250-0.9000 cache size      262, 3290285 req, miss ratio 0.0007, byte miss ratio 0.0007
