cdn1_allcolo.ns1814 S3FIFO-0.6000-1.9000 cache size        5, 1904415 req, miss ratio 0.7107, byte miss ratio 0.7107
cdn1_allcolo.ns1814 S3FIFO-0.6000-1.9000 cache size       17, 1904415 req, miss ratio 0.4234, byte miss ratio 0.4234
cdn1_allcolo.ns1814 S3FIFO-0.6000-1.9000 cache size       51, 1904415 req, miss ratio 0.1582, byte miss ratio 0.1582
cdn1_allcolo.ns1814 S3FIFO-0.6000-1.9000 cache size      170, 1904415 req, miss ratio 0.0343, byte miss ratio 0.0343
cdn1_allcolo.ns1814 S3FIFO-0.6000-1.9000 cache size      341, 1904415 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns1814 S3FIFO-0.6000-1.9000 cache size      682, 1904415 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1814 S3FIFO-0.6000-1.9000 cache size     1364, 1904415 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns1814 S3FIFO-0.3500-0.9000 cache size        5, 1904415 req, miss ratio 0.6355, byte miss ratio 0.6355
cdn1_allcolo.ns1814 S3FIFO-0.3500-0.9000 cache size       17, 1904415 req, miss ratio 0.3652, byte miss ratio 0.3652
cdn1_allcolo.ns1814 S3FIFO-0.3500-0.9000 cache size       51, 1904415 req, miss ratio 0.1365, byte miss ratio 0.1365
cdn1_allcolo.ns1814 S3FIFO-0.3500-0.9000 cache size      170, 1904415 req, miss ratio 0.0300, byte miss ratio 0.0300
cdn1_allcolo.ns1814 S3FIFO-0.3500-0.9000 cache size      341, 1904415 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns1814 S3FIFO-0.3500-0.9000 cache size      682, 1904415 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns1814 S3FIFO-0.3500-0.9000 cache size     1364, 1904415 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1814 S3FIFO-0.4000-0.9000 cache size        5, 1904415 req, miss ratio 0.6661, byte miss ratio 0.6661
cdn1_allcolo.ns1814 S3FIFO-0.4000-0.9000 cache size       17, 1904415 req, miss ratio 0.3760, byte miss ratio 0.3760
cdn1_allcolo.ns1814 S3FIFO-0.4000-0.9000 cache size       51, 1904415 req, miss ratio 0.1417, byte miss ratio 0.1417
cdn1_allcolo.ns1814 S3FIFO-0.4000-0.9000 cache size      170, 1904415 req, miss ratio 0.0309, byte miss ratio 0.0309
cdn1_allcolo.ns1814 S3FIFO-0.4000-0.9000 cache size      341, 1904415 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns1814 S3FIFO-0.4000-0.9000 cache size      682, 1904415 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns1814 S3FIFO-0.4000-0.9000 cache size     1364, 1904415 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1814 S3FIFO-0.2500-1.9000 cache size        5, 1904415 req, miss ratio 0.6522, byte miss ratio 0.6522
cdn1_allcolo.ns1814 S3FIFO-0.2500-1.9000 cache size       17, 1904415 req, miss ratio 0.3667, byte miss ratio 0.3667
cdn1_allcolo.ns1814 S3FIFO-0.2500-1.9000 cache size       51, 1904415 req, miss ratio 0.1310, byte miss ratio 0.1310
cdn1_allcolo.ns1814 S3FIFO-0.2500-1.9000 cache size      170, 1904415 req, miss ratio 0.0283, byte miss ratio 0.0283
cdn1_allcolo.ns1814 S3FIFO-0.2500-1.9000 cache size      341, 1904415 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns1814 S3FIFO-0.2500-1.9000 cache size      682, 1904415 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns1814 S3FIFO-0.2500-1.9000 cache size     1364, 1904415 req, miss ratio 0.0009, byte miss ratio 0.0009
