tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size       68, 2527727 req, miss ratio 0.4908, byte miss ratio 0.4908
tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size      205, 2527727 req, miss ratio 0.2342, byte miss ratio 0.2342
tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size      686, 2527727 req, miss ratio 0.1402, byte miss ratio 0.1402
tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size     2059, 2527727 req, miss ratio 0.1042, byte miss ratio 0.1042
tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size     6863, 2527727 req, miss ratio 0.0788, byte miss ratio 0.0788
tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size    13727, 2527727 req, miss ratio 0.0649, byte miss ratio 0.0649
tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size    27454, 2527727 req, miss ratio 0.0462, byte miss ratio 0.0462
tencentBlock.ns15348 S3FIFO-0.9500-0.9000 cache size    54909, 2527727 req, miss ratio 0.0305, byte miss ratio 0.0305
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size       68, 2527727 req, miss ratio 0.4007, byte miss ratio 0.4007
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size      205, 2527727 req, miss ratio 0.1468, byte miss ratio 0.1468
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size      686, 2527727 req, miss ratio 0.1068, byte miss ratio 0.1068
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size     2059, 2527727 req, miss ratio 0.0878, byte miss ratio 0.0878
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size     6863, 2527727 req, miss ratio 0.0699, byte miss ratio 0.0699
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size    13727, 2527727 req, miss ratio 0.0579, byte miss ratio 0.0579
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size    27454, 2527727 req, miss ratio 0.0396, byte miss ratio 0.0396
tencentBlock.ns15348 S3FIFO-0.3000-0.9000 cache size    54909, 2527727 req, miss ratio 0.0275, byte miss ratio 0.0275
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size       68, 2527727 req, miss ratio 0.4786, byte miss ratio 0.4786
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size      205, 2527727 req, miss ratio 0.2190, byte miss ratio 0.2190
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size      686, 2527727 req, miss ratio 0.1306, byte miss ratio 0.1306
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size     2059, 2527727 req, miss ratio 0.0993, byte miss ratio 0.0993
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size     6863, 2527727 req, miss ratio 0.0762, byte miss ratio 0.0762
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size    13727, 2527727 req, miss ratio 0.0639, byte miss ratio 0.0639
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size    27454, 2527727 req, miss ratio 0.0448, byte miss ratio 0.0448
tencentBlock.ns15348 S3FIFO-0.8500-1.9000 cache size    54909, 2527727 req, miss ratio 0.0298, byte miss ratio 0.0298
tencentBlock.ns15348 S3FIFO-0.5000-0.9000 cache size       68, 2527727 req, miss ratio 0.4380, byte miss ratio 0.4380
tencentBlock.ns15348 S3FIFO-0.5000-0.9000 cache size      205, 2527727 req, miss ratio 0.1697, byte miss ratio 0.1697
tencentBlock.ns15348 S3FIFO-0.5000-0.9000 cache size      686, 2527727 req, miss ratio 0.1185, byte miss ratio 0.1185
tencentBlock.ns15348 S3FIFO-0.5000-0.9000 cache size     2059, 2527727 req, miss ratio 0.0898, byte miss ratio 0.0898
tencentBlock.ns15348 S3FIFO-0.5000-0.9000 cache size     6863, 2527727 req, miss ratio 0.0712, byte miss ratio 0.0712
tencentBlock.ns15348 S3FIFO-0.5000-0.9000 cache size    13727, 2527727 req, miss ratio 0.0598, byte miss ratio 0.0598
tencentBlock.ns15348 S3FIFO-0.5000-0.9000 cache size    27454, 2527727 req, miss ratio 0.0413, byte miss ratio 0.0413
