io_traces.ns532 S3FIFO-0.9500-1.9000 cache size      149, 4200000 req, miss ratio 0.7907, byte miss ratio 0.7907
io_traces.ns532 S3FIFO-0.9500-1.9000 cache size      448, 4200000 req, miss ratio 0.7450, byte miss ratio 0.7450
io_traces.ns532 S3FIFO-0.9500-1.9000 cache size     1495, 4200000 req, miss ratio 0.6967, byte miss ratio 0.6967
io_traces.ns532 S3FIFO-0.9500-1.9000 cache size     4485, 4200000 req, miss ratio 0.6760, byte miss ratio 0.6760
io_traces.ns532 S3FIFO-0.9500-1.9000 cache size    14952, 4200000 req, miss ratio 0.5328, byte miss ratio 0.5328
io_traces.ns532 S3FIFO-0.9500-1.9000 cache size    29904, 4200000 req, miss ratio 0.2648, byte miss ratio 0.2648
io_traces.ns532 S3FIFO-0.9500-1.9000 cache size    59808, 4200000 req, miss ratio 0.0721, byte miss ratio 0.0721
io_traces.ns532 S3FIFO-0.9500-1.9000 cache size   119616, 4200000 req, miss ratio 0.0433, byte miss ratio 0.0433
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size      149, 4200000 req, miss ratio 0.7399, byte miss ratio 0.7399
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size      448, 4200000 req, miss ratio 0.6902, byte miss ratio 0.6902
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size     1495, 4200000 req, miss ratio 0.6719, byte miss ratio 0.6719
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size     4485, 4200000 req, miss ratio 0.6590, byte miss ratio 0.6590
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size    14952, 4200000 req, miss ratio 0.5311, byte miss ratio 0.5311
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size    29904, 4200000 req, miss ratio 0.2594, byte miss ratio 0.2594
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size    59808, 4200000 req, miss ratio 0.0574, byte miss ratio 0.0574
io_traces.ns532 S3FIFO-0.6500-1.9000 cache size   119616, 4200000 req, miss ratio 0.0358, byte miss ratio 0.0358
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size      149, 4200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size      448, 4200000 req, miss ratio 0.7459, byte miss ratio 0.7459
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size     1495, 4200000 req, miss ratio 0.6719, byte miss ratio 0.6719
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size     4485, 4200000 req, miss ratio 0.6455, byte miss ratio 0.6455
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size    14952, 4200000 req, miss ratio 0.4828, byte miss ratio 0.4828
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size    29904, 4200000 req, miss ratio 0.2230, byte miss ratio 0.2230
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size    59808, 4200000 req, miss ratio 0.0406, byte miss ratio 0.0406
io_traces.ns532 S3FIFO-0.0050-0.9000 cache size   119616, 4200000 req, miss ratio 0.0358, byte miss ratio 0.0358
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size      149, 4200000 req, miss ratio 0.7019, byte miss ratio 0.7019
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size      448, 4200000 req, miss ratio 0.6853, byte miss ratio 0.6853
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size     1495, 4200000 req, miss ratio 0.6719, byte miss ratio 0.6719
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size     4485, 4200000 req, miss ratio 0.6450, byte miss ratio 0.6450
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size    14952, 4200000 req, miss ratio 0.4832, byte miss ratio 0.4832
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size    29904, 4200000 req, miss ratio 0.2302, byte miss ratio 0.2302
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size    59808, 4200000 req, miss ratio 0.0404, byte miss ratio 0.0404
io_traces.ns532 S3FIFO-0.0250-0.9000 cache size   119616, 4200000 req, miss ratio 0.0357, byte miss ratio 0.0357
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size      149, 4200000 req, miss ratio 0.7354, byte miss ratio 0.7354
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size      448, 4200000 req, miss ratio 0.6858, byte miss ratio 0.6858
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size     1495, 4200000 req, miss ratio 0.6712, byte miss ratio 0.6712
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size     4485, 4200000 req, miss ratio 0.6538, byte miss ratio 0.6538
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size    14952, 4200000 req, miss ratio 0.6382, byte miss ratio 0.6382
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size    29904, 4200000 req, miss ratio 0.2584, byte miss ratio 0.2584
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size    59808, 4200000 req, miss ratio 0.0482, byte miss ratio 0.0482
io_traces.ns532 S3FIFO-0.5000-0.9000 cache size   119616, 4200000 req, miss ratio 0.0357, byte miss ratio 0.0357
io_traces.ns532 S3FIFO-0.7000-1.9000 cache size      149, 4200000 req, miss ratio 0.7417, byte miss ratio 0.7417
