cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size       73, 1580373 req, miss ratio 0.9361, byte miss ratio 0.9361
cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size      219, 1580373 req, miss ratio 0.8724, byte miss ratio 0.8724
cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size      733, 1580373 req, miss ratio 0.7462, byte miss ratio 0.7462
cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size     2199, 1580373 req, miss ratio 0.5472, byte miss ratio 0.5472
cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size     7330, 1580373 req, miss ratio 0.2496, byte miss ratio 0.2496
cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size    14661, 1580373 req, miss ratio 0.1320, byte miss ratio 0.1320
cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size    29322, 1580373 req, miss ratio 0.0732, byte miss ratio 0.0732
cdn1_colo28.ns1263 S3FIFO-0.0250-1.9000 cache size    58645, 1580373 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size       73, 1580373 req, miss ratio 0.9415, byte miss ratio 0.9415
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size      219, 1580373 req, miss ratio 0.8804, byte miss ratio 0.8804
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size      733, 1580373 req, miss ratio 0.7589, byte miss ratio 0.7589
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size     2199, 1580373 req, miss ratio 0.5651, byte miss ratio 0.5651
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size     7330, 1580373 req, miss ratio 0.2659, byte miss ratio 0.2659
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size    14661, 1580373 req, miss ratio 0.1394, byte miss ratio 0.1394
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size    29322, 1580373 req, miss ratio 0.0758, byte miss ratio 0.0758
cdn1_colo28.ns1263 S3FIFO-0.1500-1.9000 cache size    58645, 1580373 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size       73, 1580373 req, miss ratio 0.9541, byte miss ratio 0.9541
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size      219, 1580373 req, miss ratio 0.8995, byte miss ratio 0.8995
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size      733, 1580373 req, miss ratio 0.7884, byte miss ratio 0.7884
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size     2199, 1580373 req, miss ratio 0.6045, byte miss ratio 0.6045
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size     7330, 1580373 req, miss ratio 0.3009, byte miss ratio 0.3009
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size    14661, 1580373 req, miss ratio 0.1577, byte miss ratio 0.1577
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size    29322, 1580373 req, miss ratio 0.0823, byte miss ratio 0.0823
cdn1_colo28.ns1263 S3FIFO-0.4000-1.9000 cache size    58645, 1580373 req, miss ratio 0.0485, byte miss ratio 0.0485
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size       73, 1580373 req, miss ratio 0.9332, byte miss ratio 0.9332
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size      219, 1580373 req, miss ratio 0.8661, byte miss ratio 0.8661
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size      733, 1580373 req, miss ratio 0.7366, byte miss ratio 0.7366
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size     2199, 1580373 req, miss ratio 0.5341, byte miss ratio 0.5341
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size     7330, 1580373 req, miss ratio 0.2424, byte miss ratio 0.2424
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size    14661, 1580373 req, miss ratio 0.1289, byte miss ratio 0.1289
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size    29322, 1580373 req, miss ratio 0.0736, byte miss ratio 0.0736
cdn1_colo28.ns1263 S3FIFO-0.0500-0.9000 cache size    58645, 1580373 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size       73, 1580373 req, miss ratio 0.9559, byte miss ratio 0.9559
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size      219, 1580373 req, miss ratio 0.9016, byte miss ratio 0.9016
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size      733, 1580373 req, miss ratio 0.7901, byte miss ratio 0.7901
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size     2199, 1580373 req, miss ratio 0.6080, byte miss ratio 0.6080
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size     7330, 1580373 req, miss ratio 0.3137, byte miss ratio 0.3137
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size    14661, 1580373 req, miss ratio 0.1671, byte miss ratio 0.1671
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size    29322, 1580373 req, miss ratio 0.0858, byte miss ratio 0.0858
cdn1_colo28.ns1263 S3FIFO-0.5000-0.9000 cache size    58645, 1580373 req, miss ratio 0.0487, byte miss ratio 0.0487
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size       73, 1580373 req, miss ratio 0.9812, byte miss ratio 0.9812
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size      219, 1580373 req, miss ratio 0.9491, byte miss ratio 0.9491
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size      733, 1580373 req, miss ratio 0.8617, byte miss ratio 0.8617
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size     2199, 1580373 req, miss ratio 0.6919, byte miss ratio 0.6919
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size     7330, 1580373 req, miss ratio 0.3866, byte miss ratio 0.3866
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size    14661, 1580373 req, miss ratio 0.2180, byte miss ratio 0.2180
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size    29322, 1580373 req, miss ratio 0.1112, byte miss ratio 0.1112
cdn1_colo28.ns1263 S3FIFO-0.9500-0.9000 cache size    58645, 1580373 req, miss ratio 0.0572, byte miss ratio 0.0572
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size       73, 1580373 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size      219, 1580373 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size      733, 1580373 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size     2199, 1580373 req, miss ratio 0.5287, byte miss ratio 0.5287
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size     7330, 1580373 req, miss ratio 0.2371, byte miss ratio 0.2371
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size    14661, 1580373 req, miss ratio 0.1265, byte miss ratio 0.1265
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size    29322, 1580373 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_colo28.ns1263 S3FIFO-0.0010-0.9000 cache size    58645, 1580373 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size       73, 1580373 req, miss ratio 0.9678, byte miss ratio 0.9678
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size      219, 1580373 req, miss ratio 0.9222, byte miss ratio 0.9222
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size      733, 1580373 req, miss ratio 0.8227, byte miss ratio 0.8227
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size     2199, 1580373 req, miss ratio 0.6449, byte miss ratio 0.6449
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size     7330, 1580373 req, miss ratio 0.3361, byte miss ratio 0.3361
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size    14661, 1580373 req, miss ratio 0.1802, byte miss ratio 0.1802
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size    29322, 1580373 req, miss ratio 0.0926, byte miss ratio 0.0926
cdn1_colo28.ns1263 S3FIFO-0.6500-1.9000 cache size    58645, 1580373 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_colo28.ns1263 S3FIFO-0.3500-1.9000 cache size       73, 1580373 req, miss ratio 0.9513, byte miss ratio 0.9513
cdn1_colo28.ns1263 S3FIFO-0.3500-1.9000 cache size      219, 1580373 req, miss ratio 0.8957, byte miss ratio 0.8957
cdn1_colo28.ns1263 S3FIFO-0.3500-1.9000 cache size      733, 1580373 req, miss ratio 0.7823, byte miss ratio 0.7823
cdn1_colo28.ns1263 S3FIFO-0.3500-1.9000 cache size     2199, 1580373 req, miss ratio 0.5963, byte miss ratio 0.5963
cdn1_colo28.ns1263 S3FIFO-0.3500-1.9000 cache size     7330, 1580373 req, miss ratio 0.2939, byte miss ratio 0.2939
