cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size      151, 2078285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size      453, 2078285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size     1512, 2078285 req, miss ratio 0.2160, byte miss ratio 0.2160
cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size     4538, 2078285 req, miss ratio 0.1587, byte miss ratio 0.1587
cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size    15128, 2078285 req, miss ratio 0.1089, byte miss ratio 0.1089
cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size    30256, 2078285 req, miss ratio 0.0910, byte miss ratio 0.0910
cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size    60512, 2078285 req, miss ratio 0.0791, byte miss ratio 0.0791
cdn1_allcolo.ns1715 S3FIFO-0.0010-0.9000 cache size   121024, 2078285 req, miss ratio 0.0737, byte miss ratio 0.0737
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size      151, 2078285 req, miss ratio 0.4483, byte miss ratio 0.4483
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size      453, 2078285 req, miss ratio 0.3550, byte miss ratio 0.3550
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size     1512, 2078285 req, miss ratio 0.2687, byte miss ratio 0.2687
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size     4538, 2078285 req, miss ratio 0.2007, byte miss ratio 0.2007
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size    15128, 2078285 req, miss ratio 0.1411, byte miss ratio 0.1411
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size    30256, 2078285 req, miss ratio 0.1134, byte miss ratio 0.1134
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size    60512, 2078285 req, miss ratio 0.0918, byte miss ratio 0.0918
cdn1_allcolo.ns1715 S3FIFO-0.9900-1.9000 cache size   121024, 2078285 req, miss ratio 0.0778, byte miss ratio 0.0778
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size      151, 2078285 req, miss ratio 0.3525, byte miss ratio 0.3525
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size      453, 2078285 req, miss ratio 0.2801, byte miss ratio 0.2801
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size     1512, 2078285 req, miss ratio 0.2094, byte miss ratio 0.2094
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size     4538, 2078285 req, miss ratio 0.1542, byte miss ratio 0.1542
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size    15128, 2078285 req, miss ratio 0.1073, byte miss ratio 0.1073
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size    30256, 2078285 req, miss ratio 0.0899, byte miss ratio 0.0899
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size    60512, 2078285 req, miss ratio 0.0792, byte miss ratio 0.0792
cdn1_allcolo.ns1715 S3FIFO-0.2000-0.9000 cache size   121024, 2078285 req, miss ratio 0.0737, byte miss ratio 0.0737
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size      151, 2078285 req, miss ratio 0.4363, byte miss ratio 0.4363
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size      453, 2078285 req, miss ratio 0.3459, byte miss ratio 0.3459
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size     1512, 2078285 req, miss ratio 0.2624, byte miss ratio 0.2624
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size     4538, 2078285 req, miss ratio 0.1962, byte miss ratio 0.1962
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size    15128, 2078285 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size    30256, 2078285 req, miss ratio 0.1111, byte miss ratio 0.1111
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size    60512, 2078285 req, miss ratio 0.0904, byte miss ratio 0.0904
cdn1_allcolo.ns1715 S3FIFO-0.9500-0.9000 cache size   121024, 2078285 req, miss ratio 0.0764, byte miss ratio 0.0764
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size      151, 2078285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size      453, 2078285 req, miss ratio 0.2835, byte miss ratio 0.2835
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size     1512, 2078285 req, miss ratio 0.2131, byte miss ratio 0.2131
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size     4538, 2078285 req, miss ratio 0.1560, byte miss ratio 0.1560
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size    15128, 2078285 req, miss ratio 0.1075, byte miss ratio 0.1075
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size    30256, 2078285 req, miss ratio 0.0900, byte miss ratio 0.0900
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size    60512, 2078285 req, miss ratio 0.0791, byte miss ratio 0.0791
cdn1_allcolo.ns1715 S3FIFO-0.0050-1.9000 cache size   121024, 2078285 req, miss ratio 0.0737, byte miss ratio 0.0737
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size      151, 2078285 req, miss ratio 0.3584, byte miss ratio 0.3584
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size      453, 2078285 req, miss ratio 0.2859, byte miss ratio 0.2859
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size     1512, 2078285 req, miss ratio 0.2146, byte miss ratio 0.2146
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size     4538, 2078285 req, miss ratio 0.1587, byte miss ratio 0.1587
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size    15128, 2078285 req, miss ratio 0.1104, byte miss ratio 0.1104
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size    30256, 2078285 req, miss ratio 0.0914, byte miss ratio 0.0914
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size    60512, 2078285 req, miss ratio 0.0795, byte miss ratio 0.0795
cdn1_allcolo.ns1715 S3FIFO-0.3500-0.9000 cache size   121024, 2078285 req, miss ratio 0.0737, byte miss ratio 0.0737
cdn1_allcolo.ns1715 S3FIFO-0.5000-1.9000 cache size      151, 2078285 req, miss ratio 0.3713, byte miss ratio 0.3713
