tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size     1544, 6221105 req, miss ratio 0.6043, byte miss ratio 0.6043
tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size     4632, 6221105 req, miss ratio 0.5802, byte miss ratio 0.5802
tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size    15440, 6221105 req, miss ratio 0.5443, byte miss ratio 0.5443
tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size    46320, 6221105 req, miss ratio 0.4157, byte miss ratio 0.4157
tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size   154402, 6221105 req, miss ratio 0.3248, byte miss ratio 0.3248
tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size   308805, 6221105 req, miss ratio 0.2813, byte miss ratio 0.2813
tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size   617610, 6221105 req, miss ratio 0.2771, byte miss ratio 0.2771
tencentBlock.ns9745 S3FIFO-0.8500-0.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size     1544, 6221105 req, miss ratio 0.5891, byte miss ratio 0.5891
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size     4632, 6221105 req, miss ratio 0.5710, byte miss ratio 0.5710
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size    15440, 6221105 req, miss ratio 0.5334, byte miss ratio 0.5334
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size    46320, 6221105 req, miss ratio 0.4023, byte miss ratio 0.4023
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size   154402, 6221105 req, miss ratio 0.3265, byte miss ratio 0.3265
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size   308805, 6221105 req, miss ratio 0.2803, byte miss ratio 0.2803
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size   617610, 6221105 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns9745 S3FIFO-0.5500-0.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size     1544, 6221105 req, miss ratio 0.6047, byte miss ratio 0.6047
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size     4632, 6221105 req, miss ratio 0.5805, byte miss ratio 0.5805
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size    15440, 6221105 req, miss ratio 0.5439, byte miss ratio 0.5439
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size    46320, 6221105 req, miss ratio 0.4158, byte miss ratio 0.4158
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size   154402, 6221105 req, miss ratio 0.3247, byte miss ratio 0.3247
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size   308805, 6221105 req, miss ratio 0.2876, byte miss ratio 0.2876
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size   617610, 6221105 req, miss ratio 0.2797, byte miss ratio 0.2797
tencentBlock.ns9745 S3FIFO-0.8500-1.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size     1544, 6221105 req, miss ratio 0.6285, byte miss ratio 0.6285
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size     4632, 6221105 req, miss ratio 0.5946, byte miss ratio 0.5946
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size    15440, 6221105 req, miss ratio 0.5482, byte miss ratio 0.5482
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size    46320, 6221105 req, miss ratio 0.4231, byte miss ratio 0.4231
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size   154402, 6221105 req, miss ratio 0.3316, byte miss ratio 0.3316
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size   308805, 6221105 req, miss ratio 0.2912, byte miss ratio 0.2912
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size   617610, 6221105 req, miss ratio 0.2839, byte miss ratio 0.2839
tencentBlock.ns9745 S3FIFO-0.9900-0.9000 cache size  1235220, 6221105 req, miss ratio 0.2579, byte miss ratio 0.2579
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size     1544, 6221105 req, miss ratio 0.5860, byte miss ratio 0.5860
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size     4632, 6221105 req, miss ratio 0.5539, byte miss ratio 0.5539
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size    15440, 6221105 req, miss ratio 0.4996, byte miss ratio 0.4996
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size    46320, 6221105 req, miss ratio 0.3980, byte miss ratio 0.3980
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size   154402, 6221105 req, miss ratio 0.3247, byte miss ratio 0.3247
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size   308805, 6221105 req, miss ratio 0.2831, byte miss ratio 0.2831
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size   617610, 6221105 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns9745 S3FIFO-0.2000-0.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size     1544, 6221105 req, miss ratio 0.5892, byte miss ratio 0.5892
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size     4632, 6221105 req, miss ratio 0.5711, byte miss ratio 0.5711
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size    15440, 6221105 req, miss ratio 0.5333, byte miss ratio 0.5333
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size    46320, 6221105 req, miss ratio 0.4066, byte miss ratio 0.4066
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size   154402, 6221105 req, miss ratio 0.3271, byte miss ratio 0.3271
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size   308805, 6221105 req, miss ratio 0.2795, byte miss ratio 0.2795
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size   617610, 6221105 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns9745 S3FIFO-0.5500-1.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size     1544, 6221105 req, miss ratio 0.5865, byte miss ratio 0.5865
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size     4632, 6221105 req, miss ratio 0.5611, byte miss ratio 0.5611
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size    15440, 6221105 req, miss ratio 0.5311, byte miss ratio 0.5311
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size    46320, 6221105 req, miss ratio 0.4039, byte miss ratio 0.4039
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size   154402, 6221105 req, miss ratio 0.3230, byte miss ratio 0.3230
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size   308805, 6221105 req, miss ratio 0.2804, byte miss ratio 0.2804
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size   617610, 6221105 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns9745 S3FIFO-0.4000-1.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size     1544, 6221105 req, miss ratio 0.5876, byte miss ratio 0.5876
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size     4632, 6221105 req, miss ratio 0.5509, byte miss ratio 0.5509
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size    15440, 6221105 req, miss ratio 0.5223, byte miss ratio 0.5223
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size    46320, 6221105 req, miss ratio 0.3953, byte miss ratio 0.3953
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size   154402, 6221105 req, miss ratio 0.3233, byte miss ratio 0.3233
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size   308805, 6221105 req, miss ratio 0.2843, byte miss ratio 0.2843
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size   617610, 6221105 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns9745 S3FIFO-0.0250-1.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size     1544, 6221105 req, miss ratio 0.5858, byte miss ratio 0.5858
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size     4632, 6221105 req, miss ratio 0.5575, byte miss ratio 0.5575
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size    15440, 6221105 req, miss ratio 0.5304, byte miss ratio 0.5304
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size    46320, 6221105 req, miss ratio 0.4027, byte miss ratio 0.4027
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size   154402, 6221105 req, miss ratio 0.3221, byte miss ratio 0.3221
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size   308805, 6221105 req, miss ratio 0.2810, byte miss ratio 0.2810
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size   617610, 6221105 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns9745 S3FIFO-0.3500-1.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size     1544, 6221105 req, miss ratio 0.5940, byte miss ratio 0.5940
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size     4632, 6221105 req, miss ratio 0.5754, byte miss ratio 0.5754
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size    15440, 6221105 req, miss ratio 0.5363, byte miss ratio 0.5363
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size    46320, 6221105 req, miss ratio 0.4058, byte miss ratio 0.4058
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size   154402, 6221105 req, miss ratio 0.3238, byte miss ratio 0.3238
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size   308805, 6221105 req, miss ratio 0.2796, byte miss ratio 0.2796
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size   617610, 6221105 req, miss ratio 0.2729, byte miss ratio 0.2729
tencentBlock.ns9745 S3FIFO-0.7000-0.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size     1544, 6221105 req, miss ratio 0.6176, byte miss ratio 0.6176
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size     4632, 6221105 req, miss ratio 0.5878, byte miss ratio 0.5878
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size    15440, 6221105 req, miss ratio 0.5474, byte miss ratio 0.5474
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size    46320, 6221105 req, miss ratio 0.4205, byte miss ratio 0.4205
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size   154402, 6221105 req, miss ratio 0.3305, byte miss ratio 0.3305
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size   308805, 6221105 req, miss ratio 0.2876, byte miss ratio 0.2876
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size   617610, 6221105 req, miss ratio 0.2824, byte miss ratio 0.2824
tencentBlock.ns9745 S3FIFO-0.9500-0.9000 cache size  1235220, 6221105 req, miss ratio 0.2556, byte miss ratio 0.2556
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size     1544, 6221105 req, miss ratio 0.5867, byte miss ratio 0.5867
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size     4632, 6221105 req, miss ratio 0.5502, byte miss ratio 0.5502
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size    15440, 6221105 req, miss ratio 0.5234, byte miss ratio 0.5234
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size    46320, 6221105 req, miss ratio 0.3952, byte miss ratio 0.3952
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size   154402, 6221105 req, miss ratio 0.3223, byte miss ratio 0.3223
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size   308805, 6221105 req, miss ratio 0.2841, byte miss ratio 0.2841
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size   617610, 6221105 req, miss ratio 0.2726, byte miss ratio 0.2726
tencentBlock.ns9745 S3FIFO-0.0500-1.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size     1544, 6221105 req, miss ratio 0.6005, byte miss ratio 0.6005
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size     4632, 6221105 req, miss ratio 0.5781, byte miss ratio 0.5781
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size    15440, 6221105 req, miss ratio 0.5414, byte miss ratio 0.5414
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size    46320, 6221105 req, miss ratio 0.4128, byte miss ratio 0.4128
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size   154402, 6221105 req, miss ratio 0.3226, byte miss ratio 0.3226
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size   308805, 6221105 req, miss ratio 0.2849, byte miss ratio 0.2849
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size   617610, 6221105 req, miss ratio 0.2752, byte miss ratio 0.2752
tencentBlock.ns9745 S3FIFO-0.8000-1.9000 cache size  1235220, 6221105 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns9745 S3FIFO-0.1000-0.9000 cache size     1544, 6221105 req, miss ratio 0.5868, byte miss ratio 0.5868
tencentBlock.ns9745 S3FIFO-0.1000-0.9000 cache size     4632, 6221105 req, miss ratio 0.5527, byte miss ratio 0.5527
