cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size      612, 1564062 req, miss ratio 0.4264, byte miss ratio 0.4264
cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size     1836, 1564062 req, miss ratio 0.4233, byte miss ratio 0.4233
cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size     6120, 1564062 req, miss ratio 0.4123, byte miss ratio 0.4123
cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size    18361, 1564062 req, miss ratio 0.4005, byte miss ratio 0.4005
cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size    61205, 1564062 req, miss ratio 0.3946, byte miss ratio 0.3946
cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size   122410, 1564062 req, miss ratio 0.3914, byte miss ratio 0.3914
cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size   244821, 1564062 req, miss ratio 0.3913, byte miss ratio 0.3913
cdn1_colo28.ns1016 S3FIFO-0.5000-1.9000 cache size   489642, 1564062 req, miss ratio 0.3913, byte miss ratio 0.3913
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size      612, 1564062 req, miss ratio 0.4500, byte miss ratio 0.4500
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size     1836, 1564062 req, miss ratio 0.4326, byte miss ratio 0.4326
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size     6120, 1564062 req, miss ratio 0.4244, byte miss ratio 0.4244
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size    18361, 1564062 req, miss ratio 0.4185, byte miss ratio 0.4185
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size    61205, 1564062 req, miss ratio 0.4073, byte miss ratio 0.4073
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size   122410, 1564062 req, miss ratio 0.4014, byte miss ratio 0.4014
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size   244821, 1564062 req, miss ratio 0.3966, byte miss ratio 0.3966
cdn1_colo28.ns1016 S3FIFO-0.9900-1.9000 cache size   489642, 1564062 req, miss ratio 0.3919, byte miss ratio 0.3919
cdn1_colo28.ns1016 S3FIFO-0.0050-1.9000 cache size      612, 1564062 req, miss ratio 0.4288, byte miss ratio 0.4288
cdn1_colo28.ns1016 S3FIFO-0.0050-1.9000 cache size     1836, 1564062 req, miss ratio 0.4195, byte miss ratio 0.4195
cdn1_colo28.ns1016 S3FIFO-0.0050-1.9000 cache size     6120, 1564062 req, miss ratio 0.4044, byte miss ratio 0.4044
cdn1_colo28.ns1016 S3FIFO-0.0050-1.9000 cache size    18361, 1564062 req, miss ratio 0.3968, byte miss ratio 0.3968
