cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size      419, 1534608 req, miss ratio 0.4600, byte miss ratio 0.4600
cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size     1259, 1534608 req, miss ratio 0.4055, byte miss ratio 0.4055
cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size     4196, 1534608 req, miss ratio 0.3511, byte miss ratio 0.3511
cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size    12590, 1534608 req, miss ratio 0.3114, byte miss ratio 0.3114
cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size    41966, 1534608 req, miss ratio 0.2921, byte miss ratio 0.2921
cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size    83933, 1534608 req, miss ratio 0.2841, byte miss ratio 0.2841
cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size   167867, 1534608 req, miss ratio 0.2778, byte miss ratio 0.2778
cdn1_allcolo.ns2297 S3FIFO-0.3500-0.9000 cache size   335735, 1534608 req, miss ratio 0.2738, byte miss ratio 0.2738
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size      419, 1534608 req, miss ratio 0.4630, byte miss ratio 0.4630
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size     1259, 1534608 req, miss ratio 0.4063, byte miss ratio 0.4063
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size     4196, 1534608 req, miss ratio 0.3485, byte miss ratio 0.3485
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size    12590, 1534608 req, miss ratio 0.3139, byte miss ratio 0.3139
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size    41966, 1534608 req, miss ratio 0.2928, byte miss ratio 0.2928
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size    83933, 1534608 req, miss ratio 0.2843, byte miss ratio 0.2843
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size   167867, 1534608 req, miss ratio 0.2778, byte miss ratio 0.2778
cdn1_allcolo.ns2297 S3FIFO-0.5000-0.9000 cache size   335735, 1534608 req, miss ratio 0.2738, byte miss ratio 0.2738
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size      419, 1534608 req, miss ratio 0.4794, byte miss ratio 0.4794
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size     1259, 1534608 req, miss ratio 0.4153, byte miss ratio 0.4153
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size     4196, 1534608 req, miss ratio 0.3523, byte miss ratio 0.3523
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size    12590, 1534608 req, miss ratio 0.3222, byte miss ratio 0.3222
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size    41966, 1534608 req, miss ratio 0.2971, byte miss ratio 0.2971
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size    83933, 1534608 req, miss ratio 0.2864, byte miss ratio 0.2864
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size   167867, 1534608 req, miss ratio 0.2784, byte miss ratio 0.2784
cdn1_allcolo.ns2297 S3FIFO-0.7500-0.9000 cache size   335735, 1534608 req, miss ratio 0.2738, byte miss ratio 0.2738
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size      419, 1534608 req, miss ratio 0.5027, byte miss ratio 0.5027
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size     1259, 1534608 req, miss ratio 0.4312, byte miss ratio 0.4312
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size     4196, 1534608 req, miss ratio 0.3615, byte miss ratio 0.3615
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size    12590, 1534608 req, miss ratio 0.3328, byte miss ratio 0.3328
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size    41966, 1534608 req, miss ratio 0.3051, byte miss ratio 0.3051
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size    83933, 1534608 req, miss ratio 0.2918, byte miss ratio 0.2918
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size   167867, 1534608 req, miss ratio 0.2810, byte miss ratio 0.2810
cdn1_allcolo.ns2297 S3FIFO-0.9000-1.9000 cache size   335735, 1534608 req, miss ratio 0.2738, byte miss ratio 0.2738
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size      419, 1534608 req, miss ratio 0.5191, byte miss ratio 0.5191
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size     1259, 1534608 req, miss ratio 0.4455, byte miss ratio 0.4455
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size     4196, 1534608 req, miss ratio 0.3704, byte miss ratio 0.3704
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size    12590, 1534608 req, miss ratio 0.3409, byte miss ratio 0.3409
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size    41966, 1534608 req, miss ratio 0.3125, byte miss ratio 0.3125
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size    83933, 1534608 req, miss ratio 0.2981, byte miss ratio 0.2981
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size   167867, 1534608 req, miss ratio 0.2857, byte miss ratio 0.2857
cdn1_allcolo.ns2297 S3FIFO-0.9900-1.9000 cache size   335735, 1534608 req, miss ratio 0.2765, byte miss ratio 0.2765
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size      419, 1534608 req, miss ratio 0.4597, byte miss ratio 0.4597
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size     1259, 1534608 req, miss ratio 0.4172, byte miss ratio 0.4172
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size     4196, 1534608 req, miss ratio 0.3804, byte miss ratio 0.3804
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size    12590, 1534608 req, miss ratio 0.3464, byte miss ratio 0.3464
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size    41966, 1534608 req, miss ratio 0.3066, byte miss ratio 0.3066
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size    83933, 1534608 req, miss ratio 0.2874, byte miss ratio 0.2874
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size   167867, 1534608 req, miss ratio 0.2778, byte miss ratio 0.2778
cdn1_allcolo.ns2297 S3FIFO-0.0100-1.9000 cache size   335735, 1534608 req, miss ratio 0.2738, byte miss ratio 0.2738
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size      419, 1534608 req, miss ratio 0.4620, byte miss ratio 0.4620
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size     1259, 1534608 req, miss ratio 0.4058, byte miss ratio 0.4058
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size     4196, 1534608 req, miss ratio 0.3483, byte miss ratio 0.3483
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size    12590, 1534608 req, miss ratio 0.3125, byte miss ratio 0.3125
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size    41966, 1534608 req, miss ratio 0.2918, byte miss ratio 0.2918
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size    83933, 1534608 req, miss ratio 0.2838, byte miss ratio 0.2838
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size   167867, 1534608 req, miss ratio 0.2778, byte miss ratio 0.2778
cdn1_allcolo.ns2297 S3FIFO-0.4500-1.9000 cache size   335735, 1534608 req, miss ratio 0.2738, byte miss ratio 0.2738
cdn1_allcolo.ns2297 S3FIFO-0.0050-1.9000 cache size      419, 1534608 req, miss ratio 0.4600, byte miss ratio 0.4600
cdn1_allcolo.ns2297 S3FIFO-0.0050-1.9000 cache size     1259, 1534608 req, miss ratio 0.4179, byte miss ratio 0.4179
cdn1_allcolo.ns2297 S3FIFO-0.0050-1.9000 cache size     4196, 1534608 req, miss ratio 0.3825, byte miss ratio 0.3825
cdn1_allcolo.ns2297 S3FIFO-0.0050-1.9000 cache size    12590, 1534608 req, miss ratio 0.3500, byte miss ratio 0.3500
cdn1_allcolo.ns2297 S3FIFO-0.0050-1.9000 cache size    41966, 1534608 req, miss ratio 0.3114, byte miss ratio 0.3114
cdn1_allcolo.ns2297 S3FIFO-0.0050-1.9000 cache size    83933, 1534608 req, miss ratio 0.2896, byte miss ratio 0.2896
cdn1_allcolo.ns2297 S3FIFO-0.0050-1.9000 cache size   167867, 1534608 req, miss ratio 0.2778, byte miss ratio 0.2778
