io_traces.ns55 S3FIFO-0.2500-0.9000 cache size      466, 4400000 req, miss ratio 0.4922, byte miss ratio 0.4922
io_traces.ns55 S3FIFO-0.2500-0.9000 cache size     1398, 4400000 req, miss ratio 0.4699, byte miss ratio 0.4699
io_traces.ns55 S3FIFO-0.2500-0.9000 cache size     4662, 4400000 req, miss ratio 0.4470, byte miss ratio 0.4470
io_traces.ns55 S3FIFO-0.2500-0.9000 cache size    13988, 4400000 req, miss ratio 0.3888, byte miss ratio 0.3888
io_traces.ns55 S3FIFO-0.2500-0.9000 cache size    46628, 4400000 req, miss ratio 0.2159, byte miss ratio 0.2159
io_traces.ns55 S3FIFO-0.2500-0.9000 cache size    93257, 4400000 req, miss ratio 0.1549, byte miss ratio 0.1549
io_traces.ns55 S3FIFO-0.2500-0.9000 cache size   186515, 4400000 req, miss ratio 0.1138, byte miss ratio 0.1138
io_traces.ns55 S3FIFO-0.2500-0.9000 cache size   373030, 4400000 req, miss ratio 0.1061, byte miss ratio 0.1061
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size      466, 4400000 req, miss ratio 0.4920, byte miss ratio 0.4920
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size     1398, 4400000 req, miss ratio 0.4740, byte miss ratio 0.4740
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size     4662, 4400000 req, miss ratio 0.4463, byte miss ratio 0.4463
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size    13988, 4400000 req, miss ratio 0.3771, byte miss ratio 0.3771
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size    46628, 4400000 req, miss ratio 0.2014, byte miss ratio 0.2014
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size    93257, 4400000 req, miss ratio 0.1472, byte miss ratio 0.1472
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size   186515, 4400000 req, miss ratio 0.1131, byte miss ratio 0.1131
io_traces.ns55 S3FIFO-0.1000-0.9000 cache size   373030, 4400000 req, miss ratio 0.1061, byte miss ratio 0.1061
io_traces.ns55 S3FIFO-0.4500-1.9000 cache size      466, 4400000 req, miss ratio 0.4930, byte miss ratio 0.4930
io_traces.ns55 S3FIFO-0.4500-1.9000 cache size     1398, 4400000 req, miss ratio 0.4668, byte miss ratio 0.4668
io_traces.ns55 S3FIFO-0.4500-1.9000 cache size     4662, 4400000 req, miss ratio 0.4503, byte miss ratio 0.4503
io_traces.ns55 S3FIFO-0.4500-1.9000 cache size    13988, 4400000 req, miss ratio 0.3969, byte miss ratio 0.3969
io_traces.ns55 S3FIFO-0.4500-1.9000 cache size    46628, 4400000 req, miss ratio 0.2418, byte miss ratio 0.2418
io_traces.ns55 S3FIFO-0.4500-1.9000 cache size    93257, 4400000 req, miss ratio 0.1666, byte miss ratio 0.1666
io_traces.ns55 S3FIFO-0.4500-1.9000 cache size   186515, 4400000 req, miss ratio 0.1185, byte miss ratio 0.1185
