tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size     2256, 60202760 req, miss ratio 0.7933, byte miss ratio 0.7933
tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size     6769, 60202760 req, miss ratio 0.6963, byte miss ratio 0.6963
tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size    22564, 60202760 req, miss ratio 0.5680, byte miss ratio 0.5680
tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size    67692, 60202760 req, miss ratio 0.4248, byte miss ratio 0.4248
tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size   225640, 60202760 req, miss ratio 0.2179, byte miss ratio 0.2179
tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size   451280, 60202760 req, miss ratio 0.1228, byte miss ratio 0.1228
tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size   902560, 60202760 req, miss ratio 0.0540, byte miss ratio 0.0540
tencentBlock.ns2376 S3FIFO-0.0500-0.9000 cache size  1805120, 60202760 req, miss ratio 0.0388, byte miss ratio 0.0388
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size     2256, 60202760 req, miss ratio 0.8080, byte miss ratio 0.8080
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size     6769, 60202760 req, miss ratio 0.6948, byte miss ratio 0.6948
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size    22564, 60202760 req, miss ratio 0.5873, byte miss ratio 0.5873
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size    67692, 60202760 req, miss ratio 0.4717, byte miss ratio 0.4717
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size   225640, 60202760 req, miss ratio 0.2541, byte miss ratio 0.2541
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size   451280, 60202760 req, miss ratio 0.1544, byte miss ratio 0.1544
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size   902560, 60202760 req, miss ratio 0.0791, byte miss ratio 0.0791
tencentBlock.ns2376 S3FIFO-0.9900-0.9000 cache size  1805120, 60202760 req, miss ratio 0.0451, byte miss ratio 0.0451
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size     2256, 60202760 req, miss ratio 0.7796, byte miss ratio 0.7796
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size     6769, 60202760 req, miss ratio 0.6607, byte miss ratio 0.6607
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size    22564, 60202760 req, miss ratio 0.5428, byte miss ratio 0.5428
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size    67692, 60202760 req, miss ratio 0.4361, byte miss ratio 0.4361
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size   225640, 60202760 req, miss ratio 0.2191, byte miss ratio 0.2191
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size   451280, 60202760 req, miss ratio 0.1237, byte miss ratio 0.1237
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size   902560, 60202760 req, miss ratio 0.0582, byte miss ratio 0.0582
tencentBlock.ns2376 S3FIFO-0.4000-1.9000 cache size  1805120, 60202760 req, miss ratio 0.0395, byte miss ratio 0.0395
tencentBlock.ns2376 S3FIFO-0.9500-0.9000 cache size     2256, 60202760 req, miss ratio 0.8062, byte miss ratio 0.8062
tencentBlock.ns2376 S3FIFO-0.9500-0.9000 cache size     6769, 60202760 req, miss ratio 0.6908, byte miss ratio 0.6908
tencentBlock.ns2376 S3FIFO-0.9500-0.9000 cache size    22564, 60202760 req, miss ratio 0.5805, byte miss ratio 0.5805
tencentBlock.ns2376 S3FIFO-0.9500-0.9000 cache size    67692, 60202760 req, miss ratio 0.4638, byte miss ratio 0.4638
tencentBlock.ns2376 S3FIFO-0.9500-0.9000 cache size   225640, 60202760 req, miss ratio 0.2504, byte miss ratio 0.2504
tencentBlock.ns2376 S3FIFO-0.9500-0.9000 cache size   451280, 60202760 req, miss ratio 0.1520, byte miss ratio 0.1520
