io_traces.ns46 S3FIFO-0.6500-1.9000 cache size     1626, 41600000 req, miss ratio 0.2731, byte miss ratio 0.2731
io_traces.ns46 S3FIFO-0.6500-1.9000 cache size     4880, 41600000 req, miss ratio 0.2078, byte miss ratio 0.2078
io_traces.ns46 S3FIFO-0.6500-1.9000 cache size    16268, 41600000 req, miss ratio 0.1755, byte miss ratio 0.1755
io_traces.ns46 S3FIFO-0.6500-1.9000 cache size    48804, 41600000 req, miss ratio 0.1314, byte miss ratio 0.1314
io_traces.ns46 S3FIFO-0.6500-1.9000 cache size   162680, 41600000 req, miss ratio 0.0726, byte miss ratio 0.0726
io_traces.ns46 S3FIFO-0.6500-1.9000 cache size   325360, 41600000 req, miss ratio 0.0557, byte miss ratio 0.0557
io_traces.ns46 S3FIFO-0.6500-1.9000 cache size   650720, 41600000 req, miss ratio 0.0478, byte miss ratio 0.0478
io_traces.ns46 S3FIFO-0.6500-1.9000 cache size  1301440, 41600000 req, miss ratio 0.0404, byte miss ratio 0.0404
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size     1626, 41600000 req, miss ratio 0.2766, byte miss ratio 0.2766
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size     4880, 41600000 req, miss ratio 0.2098, byte miss ratio 0.2098
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size    16268, 41600000 req, miss ratio 0.1753, byte miss ratio 0.1753
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size    48804, 41600000 req, miss ratio 0.1313, byte miss ratio 0.1313
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size   162680, 41600000 req, miss ratio 0.0731, byte miss ratio 0.0731
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size   325360, 41600000 req, miss ratio 0.0563, byte miss ratio 0.0563
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size   650720, 41600000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns46 S3FIFO-0.7000-0.9000 cache size  1301440, 41600000 req, miss ratio 0.0404, byte miss ratio 0.0404
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size     1626, 41600000 req, miss ratio 0.2351, byte miss ratio 0.2351
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size     4880, 41600000 req, miss ratio 0.1921, byte miss ratio 0.1921
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size    16268, 41600000 req, miss ratio 0.1704, byte miss ratio 0.1704
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size    48804, 41600000 req, miss ratio 0.1342, byte miss ratio 0.1342
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size   162680, 41600000 req, miss ratio 0.0884, byte miss ratio 0.0884
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size   325360, 41600000 req, miss ratio 0.0685, byte miss ratio 0.0685
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size   650720, 41600000 req, miss ratio 0.0547, byte miss ratio 0.0547
io_traces.ns46 S3FIFO-0.0100-1.9000 cache size  1301440, 41600000 req, miss ratio 0.0409, byte miss ratio 0.0409
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size     1626, 41600000 req, miss ratio 0.2426, byte miss ratio 0.2426
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size     4880, 41600000 req, miss ratio 0.1943, byte miss ratio 0.1943
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size    16268, 41600000 req, miss ratio 0.1730, byte miss ratio 0.1730
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size    48804, 41600000 req, miss ratio 0.1332, byte miss ratio 0.1332
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size   162680, 41600000 req, miss ratio 0.0719, byte miss ratio 0.0719
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size   325360, 41600000 req, miss ratio 0.0543, byte miss ratio 0.0543
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size   650720, 41600000 req, miss ratio 0.0475, byte miss ratio 0.0475
io_traces.ns46 S3FIFO-0.4000-1.9000 cache size  1301440, 41600000 req, miss ratio 0.0403, byte miss ratio 0.0403
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size     1626, 41600000 req, miss ratio 0.2399, byte miss ratio 0.2399
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size     4880, 41600000 req, miss ratio 0.1925, byte miss ratio 0.1925
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size    16268, 41600000 req, miss ratio 0.1728, byte miss ratio 0.1728
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size    48804, 41600000 req, miss ratio 0.1339, byte miss ratio 0.1339
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size   162680, 41600000 req, miss ratio 0.0719, byte miss ratio 0.0719
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size   325360, 41600000 req, miss ratio 0.0543, byte miss ratio 0.0543
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size   650720, 41600000 req, miss ratio 0.0474, byte miss ratio 0.0474
io_traces.ns46 S3FIFO-0.3500-1.9000 cache size  1301440, 41600000 req, miss ratio 0.0403, byte miss ratio 0.0403
io_traces.ns46 S3FIFO-0.0100-0.9000 cache size     1626, 41600000 req, miss ratio 0.2353, byte miss ratio 0.2353
io_traces.ns46 S3FIFO-0.0100-0.9000 cache size     4880, 41600000 req, miss ratio 0.1928, byte miss ratio 0.1928
