io_traces.ns304 S3FIFO-0.9000-1.9000 cache size      183, 2800000 req, miss ratio 0.5127, byte miss ratio 0.5127
io_traces.ns304 S3FIFO-0.9000-1.9000 cache size      551, 2800000 req, miss ratio 0.4802, byte miss ratio 0.4802
io_traces.ns304 S3FIFO-0.9000-1.9000 cache size     1839, 2800000 req, miss ratio 0.4494, byte miss ratio 0.4494
io_traces.ns304 S3FIFO-0.9000-1.9000 cache size     5518, 2800000 req, miss ratio 0.3903, byte miss ratio 0.3903
io_traces.ns304 S3FIFO-0.9000-1.9000 cache size    18396, 2800000 req, miss ratio 0.2802, byte miss ratio 0.2802
io_traces.ns304 S3FIFO-0.9000-1.9000 cache size    36792, 2800000 req, miss ratio 0.1924, byte miss ratio 0.1924
io_traces.ns304 S3FIFO-0.9000-1.9000 cache size    73584, 2800000 req, miss ratio 0.1165, byte miss ratio 0.1165
io_traces.ns304 S3FIFO-0.9000-1.9000 cache size   147168, 2800000 req, miss ratio 0.0745, byte miss ratio 0.0745
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size      183, 2800000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size      551, 2800000 req, miss ratio 0.4549, byte miss ratio 0.4549
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size     1839, 2800000 req, miss ratio 0.4111, byte miss ratio 0.4111
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size     5518, 2800000 req, miss ratio 0.3285, byte miss ratio 0.3285
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size    18396, 2800000 req, miss ratio 0.2218, byte miss ratio 0.2218
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size    36792, 2800000 req, miss ratio 0.1400, byte miss ratio 0.1400
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size    73584, 2800000 req, miss ratio 0.0895, byte miss ratio 0.0895
io_traces.ns304 S3FIFO-0.0050-1.9000 cache size   147168, 2800000 req, miss ratio 0.0661, byte miss ratio 0.0661
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size      183, 2800000 req, miss ratio 0.5038, byte miss ratio 0.5038
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size      551, 2800000 req, miss ratio 0.4745, byte miss ratio 0.4745
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size     1839, 2800000 req, miss ratio 0.4452, byte miss ratio 0.4452
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size     5518, 2800000 req, miss ratio 0.3869, byte miss ratio 0.3869
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size    18396, 2800000 req, miss ratio 0.2818, byte miss ratio 0.2818
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size    36792, 2800000 req, miss ratio 0.1936, byte miss ratio 0.1936
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size    73584, 2800000 req, miss ratio 0.1138, byte miss ratio 0.1138
io_traces.ns304 S3FIFO-0.8500-0.9000 cache size   147168, 2800000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size      183, 2800000 req, miss ratio 0.4934, byte miss ratio 0.4934
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size      551, 2800000 req, miss ratio 0.4674, byte miss ratio 0.4674
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size     1839, 2800000 req, miss ratio 0.4434, byte miss ratio 0.4434
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size     5518, 2800000 req, miss ratio 0.3827, byte miss ratio 0.3827
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size    18396, 2800000 req, miss ratio 0.2801, byte miss ratio 0.2801
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size    36792, 2800000 req, miss ratio 0.1833, byte miss ratio 0.1833
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size    73584, 2800000 req, miss ratio 0.1078, byte miss ratio 0.1078
io_traces.ns304 S3FIFO-0.7500-1.9000 cache size   147168, 2800000 req, miss ratio 0.0685, byte miss ratio 0.0685
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size      183, 2800000 req, miss ratio 0.4757, byte miss ratio 0.4757
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size      551, 2800000 req, miss ratio 0.4553, byte miss ratio 0.4553
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size     1839, 2800000 req, miss ratio 0.4289, byte miss ratio 0.4289
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size     5518, 2800000 req, miss ratio 0.3515, byte miss ratio 0.3515
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size    18396, 2800000 req, miss ratio 0.2526, byte miss ratio 0.2526
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size    36792, 2800000 req, miss ratio 0.1536, byte miss ratio 0.1536
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size    73584, 2800000 req, miss ratio 0.0914, byte miss ratio 0.0914
io_traces.ns304 S3FIFO-0.3500-0.9000 cache size   147168, 2800000 req, miss ratio 0.0661, byte miss ratio 0.0661
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size      183, 2800000 req, miss ratio 0.4786, byte miss ratio 0.4786
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size      551, 2800000 req, miss ratio 0.4581, byte miss ratio 0.4581
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size     1839, 2800000 req, miss ratio 0.4351, byte miss ratio 0.4351
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size     5518, 2800000 req, miss ratio 0.3588, byte miss ratio 0.3588
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size    18396, 2800000 req, miss ratio 0.2703, byte miss ratio 0.2703
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size    36792, 2800000 req, miss ratio 0.1647, byte miss ratio 0.1647
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size    73584, 2800000 req, miss ratio 0.0962, byte miss ratio 0.0962
io_traces.ns304 S3FIFO-0.5000-0.9000 cache size   147168, 2800000 req, miss ratio 0.0662, byte miss ratio 0.0662
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size      183, 2800000 req, miss ratio 0.4742, byte miss ratio 0.4742
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size      551, 2800000 req, miss ratio 0.4534, byte miss ratio 0.4534
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size     1839, 2800000 req, miss ratio 0.4225, byte miss ratio 0.4225
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size     5518, 2800000 req, miss ratio 0.3416, byte miss ratio 0.3416
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size    18396, 2800000 req, miss ratio 0.2284, byte miss ratio 0.2284
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size    36792, 2800000 req, miss ratio 0.1431, byte miss ratio 0.1431
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size    73584, 2800000 req, miss ratio 0.0885, byte miss ratio 0.0885
io_traces.ns304 S3FIFO-0.1500-0.9000 cache size   147168, 2800000 req, miss ratio 0.0661, byte miss ratio 0.0661
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size      183, 2800000 req, miss ratio 0.4727, byte miss ratio 0.4727
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size      551, 2800000 req, miss ratio 0.4521, byte miss ratio 0.4521
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size     1839, 2800000 req, miss ratio 0.4228, byte miss ratio 0.4228
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size     5518, 2800000 req, miss ratio 0.3424, byte miss ratio 0.3424
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size    18396, 2800000 req, miss ratio 0.2439, byte miss ratio 0.2439
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size    36792, 2800000 req, miss ratio 0.1491, byte miss ratio 0.1491
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size    73584, 2800000 req, miss ratio 0.0894, byte miss ratio 0.0894
io_traces.ns304 S3FIFO-0.2000-1.9000 cache size   147168, 2800000 req, miss ratio 0.0661, byte miss ratio 0.0661
io_traces.ns304 S3FIFO-0.2000-0.9000 cache size      183, 2800000 req, miss ratio 0.4744, byte miss ratio 0.4744
