tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size     1035, 19472462 req, miss ratio 0.6581, byte miss ratio 0.6581
tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size     3107, 19472462 req, miss ratio 0.5862, byte miss ratio 0.5862
tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size    10356, 19472462 req, miss ratio 0.4833, byte miss ratio 0.4833
tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size    31070, 19472462 req, miss ratio 0.3972, byte miss ratio 0.3972
tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size   103567, 19472462 req, miss ratio 0.2120, byte miss ratio 0.2120
tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size   207135, 19472462 req, miss ratio 0.1475, byte miss ratio 0.1475
tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size   414270, 19472462 req, miss ratio 0.0901, byte miss ratio 0.0901
tencentBlock.ns4818 S3FIFO-0.7500-1.9000 cache size   828540, 19472462 req, miss ratio 0.0572, byte miss ratio 0.0572
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size     1035, 19472462 req, miss ratio 0.6436, byte miss ratio 0.6436
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size     3107, 19472462 req, miss ratio 0.5940, byte miss ratio 0.5940
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size    10356, 19472462 req, miss ratio 0.5197, byte miss ratio 0.5197
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size    31070, 19472462 req, miss ratio 0.2946, byte miss ratio 0.2946
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size   103567, 19472462 req, miss ratio 0.1734, byte miss ratio 0.1734
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size   207135, 19472462 req, miss ratio 0.1254, byte miss ratio 0.1254
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size   414270, 19472462 req, miss ratio 0.0817, byte miss ratio 0.0817
tencentBlock.ns4818 S3FIFO-0.1000-0.9000 cache size   828540, 19472462 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size     1035, 19472462 req, miss ratio 0.6569, byte miss ratio 0.6569
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size     3107, 19472462 req, miss ratio 0.5969, byte miss ratio 0.5969
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size    10356, 19472462 req, miss ratio 0.4829, byte miss ratio 0.4829
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size    31070, 19472462 req, miss ratio 0.4038, byte miss ratio 0.4038
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size   103567, 19472462 req, miss ratio 0.2132, byte miss ratio 0.2132
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size   207135, 19472462 req, miss ratio 0.1475, byte miss ratio 0.1475
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size   414270, 19472462 req, miss ratio 0.0901, byte miss ratio 0.0901
tencentBlock.ns4818 S3FIFO-0.7500-0.9000 cache size   828540, 19472462 req, miss ratio 0.0572, byte miss ratio 0.0572
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size     1035, 19472462 req, miss ratio 0.6482, byte miss ratio 0.6482
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size     3107, 19472462 req, miss ratio 0.6022, byte miss ratio 0.6022
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size    10356, 19472462 req, miss ratio 0.5338, byte miss ratio 0.5338
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size    31070, 19472462 req, miss ratio 0.3103, byte miss ratio 0.3103
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size   103567, 19472462 req, miss ratio 0.1727, byte miss ratio 0.1727
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size   207135, 19472462 req, miss ratio 0.1248, byte miss ratio 0.1248
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size   414270, 19472462 req, miss ratio 0.0817, byte miss ratio 0.0817
tencentBlock.ns4818 S3FIFO-0.0250-1.9000 cache size   828540, 19472462 req, miss ratio 0.0558, byte miss ratio 0.0558
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size     1035, 19472462 req, miss ratio 0.6391, byte miss ratio 0.6391
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size     3107, 19472462 req, miss ratio 0.5907, byte miss ratio 0.5907
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size    10356, 19472462 req, miss ratio 0.5197, byte miss ratio 0.5197
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size    31070, 19472462 req, miss ratio 0.3219, byte miss ratio 0.3219
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size   103567, 19472462 req, miss ratio 0.1773, byte miss ratio 0.1773
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size   207135, 19472462 req, miss ratio 0.1260, byte miss ratio 0.1260
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size   414270, 19472462 req, miss ratio 0.0821, byte miss ratio 0.0821
tencentBlock.ns4818 S3FIFO-0.1500-1.9000 cache size   828540, 19472462 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns4818 S3FIFO-0.7000-1.9000 cache size     1035, 19472462 req, miss ratio 0.6534, byte miss ratio 0.6534
tencentBlock.ns4818 S3FIFO-0.7000-1.9000 cache size     3107, 19472462 req, miss ratio 0.5884, byte miss ratio 0.5884
tencentBlock.ns4818 S3FIFO-0.7000-1.9000 cache size    10356, 19472462 req, miss ratio 0.4859, byte miss ratio 0.4859
tencentBlock.ns4818 S3FIFO-0.7000-1.9000 cache size    31070, 19472462 req, miss ratio 0.3950, byte miss ratio 0.3950
