cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size       16, 4254360 req, miss ratio 0.0279, byte miss ratio 0.0279
cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size       50, 4254360 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size      168, 4254360 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size      506, 4254360 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size     1688, 4254360 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size     3377, 4254360 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size     6754, 4254360 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns197 S3FIFO-0.4500-0.9000 cache size    13509, 4254360 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size       16, 4254360 req, miss ratio 0.0267, byte miss ratio 0.0267
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size       50, 4254360 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size      168, 4254360 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size      506, 4254360 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size     1688, 4254360 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size     3377, 4254360 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size     6754, 4254360 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns197 S3FIFO-0.2500-1.9000 cache size    13509, 4254360 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns197 S3FIFO-0.3000-1.9000 cache size       16, 4254360 req, miss ratio 0.0267, byte miss ratio 0.0267
cdn1_allcolo.ns197 S3FIFO-0.3000-1.9000 cache size       50, 4254360 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_allcolo.ns197 S3FIFO-0.3000-1.9000 cache size      168, 4254360 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_allcolo.ns197 S3FIFO-0.3000-1.9000 cache size      506, 4254360 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns197 S3FIFO-0.3000-1.9000 cache size     1688, 4254360 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns197 S3FIFO-0.3000-1.9000 cache size     3377, 4254360 req, miss ratio 0.0082, byte miss ratio 0.0082
