io_traces.ns373 S3FIFO-0.7500-0.9000 cache size      226, 9800000 req, miss ratio 0.1842, byte miss ratio 0.1842
io_traces.ns373 S3FIFO-0.7500-0.9000 cache size      680, 9800000 req, miss ratio 0.1304, byte miss ratio 0.1304
io_traces.ns373 S3FIFO-0.7500-0.9000 cache size     2268, 9800000 req, miss ratio 0.1031, byte miss ratio 0.1031
io_traces.ns373 S3FIFO-0.7500-0.9000 cache size     6806, 9800000 req, miss ratio 0.0903, byte miss ratio 0.0903
io_traces.ns373 S3FIFO-0.7500-0.9000 cache size    22688, 9800000 req, miss ratio 0.0746, byte miss ratio 0.0746
io_traces.ns373 S3FIFO-0.7500-0.9000 cache size    45377, 9800000 req, miss ratio 0.0569, byte miss ratio 0.0569
io_traces.ns373 S3FIFO-0.7500-0.9000 cache size    90754, 9800000 req, miss ratio 0.0409, byte miss ratio 0.0409
io_traces.ns373 S3FIFO-0.7500-0.9000 cache size   181509, 9800000 req, miss ratio 0.0255, byte miss ratio 0.0255
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size      226, 9800000 req, miss ratio 0.1877, byte miss ratio 0.1877
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size      680, 9800000 req, miss ratio 0.1353, byte miss ratio 0.1353
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size     2268, 9800000 req, miss ratio 0.1059, byte miss ratio 0.1059
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size     6806, 9800000 req, miss ratio 0.0917, byte miss ratio 0.0917
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size    22688, 9800000 req, miss ratio 0.0739, byte miss ratio 0.0739
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size    45377, 9800000 req, miss ratio 0.0567, byte miss ratio 0.0567
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size    90754, 9800000 req, miss ratio 0.0414, byte miss ratio 0.0414
io_traces.ns373 S3FIFO-0.8000-1.9000 cache size   181509, 9800000 req, miss ratio 0.0257, byte miss ratio 0.0257
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size      226, 9800000 req, miss ratio 0.1726, byte miss ratio 0.1726
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size      680, 9800000 req, miss ratio 0.1204, byte miss ratio 0.1204
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size     2268, 9800000 req, miss ratio 0.1005, byte miss ratio 0.1005
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size     6806, 9800000 req, miss ratio 0.0862, byte miss ratio 0.0862
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size    22688, 9800000 req, miss ratio 0.0727, byte miss ratio 0.0727
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size    45377, 9800000 req, miss ratio 0.0538, byte miss ratio 0.0538
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size    90754, 9800000 req, miss ratio 0.0395, byte miss ratio 0.0395
io_traces.ns373 S3FIFO-0.5500-1.9000 cache size   181509, 9800000 req, miss ratio 0.0253, byte miss ratio 0.0253
io_traces.ns373 S3FIFO-0.9900-0.9000 cache size      226, 9800000 req, miss ratio 0.2059, byte miss ratio 0.2059
io_traces.ns373 S3FIFO-0.9900-0.9000 cache size      680, 9800000 req, miss ratio 0.1519, byte miss ratio 0.1519
