tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size      201, 1252637 req, miss ratio 0.5077, byte miss ratio 0.5077
tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size      603, 1252637 req, miss ratio 0.5000, byte miss ratio 0.5000
tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size     2011, 1252637 req, miss ratio 0.4979, byte miss ratio 0.4979
tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size     6034, 1252637 req, miss ratio 0.4962, byte miss ratio 0.4962
tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size    20113, 1252637 req, miss ratio 0.4419, byte miss ratio 0.4419
tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size    40227, 1252637 req, miss ratio 0.3941, byte miss ratio 0.3941
tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size    80454, 1252637 req, miss ratio 0.2437, byte miss ratio 0.2437
tencentBlock.ns23349 S3FIFO-0.2000-1.9000 cache size   160909, 1252637 req, miss ratio 0.1644, byte miss ratio 0.1644
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size      201, 1252637 req, miss ratio 0.5057, byte miss ratio 0.5057
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size      603, 1252637 req, miss ratio 0.5008, byte miss ratio 0.5008
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size     2011, 1252637 req, miss ratio 0.4982, byte miss ratio 0.4982
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size     6034, 1252637 req, miss ratio 0.4976, byte miss ratio 0.4976
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size    20113, 1252637 req, miss ratio 0.4522, byte miss ratio 0.4522
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size    40227, 1252637 req, miss ratio 0.3970, byte miss ratio 0.3970
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size    80454, 1252637 req, miss ratio 0.2608, byte miss ratio 0.2608
tencentBlock.ns23349 S3FIFO-0.5500-0.9000 cache size   160909, 1252637 req, miss ratio 0.1710, byte miss ratio 0.1710
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size      201, 1252637 req, miss ratio 0.5868, byte miss ratio 0.5868
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size      603, 1252637 req, miss ratio 0.5143, byte miss ratio 0.5143
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size     2011, 1252637 req, miss ratio 0.5006, byte miss ratio 0.5006
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size     6034, 1252637 req, miss ratio 0.4986, byte miss ratio 0.4986
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size    20113, 1252637 req, miss ratio 0.4571, byte miss ratio 0.4571
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size    40227, 1252637 req, miss ratio 0.3798, byte miss ratio 0.3798
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size    80454, 1252637 req, miss ratio 0.2745, byte miss ratio 0.2745
tencentBlock.ns23349 S3FIFO-0.9500-1.9000 cache size   160909, 1252637 req, miss ratio 0.1861, byte miss ratio 0.1861
tencentBlock.ns23349 S3FIFO-0.3000-1.9000 cache size      201, 1252637 req, miss ratio 0.5030, byte miss ratio 0.5030
