cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size      146, 4105982 req, miss ratio 0.6776, byte miss ratio 0.6776
cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size      440, 4105982 req, miss ratio 0.5983, byte miss ratio 0.5983
cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size     1469, 4105982 req, miss ratio 0.4975, byte miss ratio 0.4975
cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size     4408, 4105982 req, miss ratio 0.3895, byte miss ratio 0.3895
cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size    14694, 4105982 req, miss ratio 0.2474, byte miss ratio 0.2474
cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size    29388, 4105982 req, miss ratio 0.1605, byte miss ratio 0.1605
cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size    58776, 4105982 req, miss ratio 0.0870, byte miss ratio 0.0870
cdn1_allcolo.ns905 S3FIFO-0.5000-1.9000 cache size   117552, 4105982 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size      146, 4105982 req, miss ratio 0.7355, byte miss ratio 0.7355
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size      440, 4105982 req, miss ratio 0.6536, byte miss ratio 0.6536
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size     1469, 4105982 req, miss ratio 0.5500, byte miss ratio 0.5500
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size     4408, 4105982 req, miss ratio 0.4337, byte miss ratio 0.4337
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size    14694, 4105982 req, miss ratio 0.2765, byte miss ratio 0.2765
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size    29388, 4105982 req, miss ratio 0.1811, byte miss ratio 0.1811
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size    58776, 4105982 req, miss ratio 0.1006, byte miss ratio 0.1006
cdn1_allcolo.ns905 S3FIFO-0.8500-1.9000 cache size   117552, 4105982 req, miss ratio 0.0465, byte miss ratio 0.0465
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size      146, 4105982 req, miss ratio 0.7784, byte miss ratio 0.7784
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size      440, 4105982 req, miss ratio 0.6909, byte miss ratio 0.6909
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size     1469, 4105982 req, miss ratio 0.5796, byte miss ratio 0.5796
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size     4408, 4105982 req, miss ratio 0.4552, byte miss ratio 0.4552
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size    14694, 4105982 req, miss ratio 0.2896, byte miss ratio 0.2896
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size    29388, 4105982 req, miss ratio 0.1907, byte miss ratio 0.1907
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size    58776, 4105982 req, miss ratio 0.1078, byte miss ratio 0.1078
cdn1_allcolo.ns905 S3FIFO-0.9900-1.9000 cache size   117552, 4105982 req, miss ratio 0.0493, byte miss ratio 0.0493
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size      146, 4105982 req, miss ratio 0.6479, byte miss ratio 0.6479
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size      440, 4105982 req, miss ratio 0.5662, byte miss ratio 0.5662
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size     1469, 4105982 req, miss ratio 0.4645, byte miss ratio 0.4645
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size     4408, 4105982 req, miss ratio 0.3570, byte miss ratio 0.3570
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size    14694, 4105982 req, miss ratio 0.2234, byte miss ratio 0.2234
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size    29388, 4105982 req, miss ratio 0.1442, byte miss ratio 0.1442
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size    58776, 4105982 req, miss ratio 0.0759, byte miss ratio 0.0759
cdn1_allcolo.ns905 S3FIFO-0.1500-1.9000 cache size   117552, 4105982 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_allcolo.ns905 S3FIFO-0.4000-0.9000 cache size      146, 4105982 req, miss ratio 0.6637, byte miss ratio 0.6637
