cdn1_colo28.ns4843 S3FIFO-0.3500-0.9000 cache size        6, 1096780 req, miss ratio 0.2790, byte miss ratio 0.2790
cdn1_colo28.ns4843 S3FIFO-0.3500-0.9000 cache size       21, 1096780 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns4843 S3FIFO-0.3500-0.9000 cache size       63, 1096780 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns4843 S3FIFO-0.3500-0.9000 cache size      212, 1096780 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns4843 S3FIFO-0.3500-0.9000 cache size      424, 1096780 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns4843 S3FIFO-0.3500-0.9000 cache size      848, 1096780 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns4843 S3FIFO-0.3500-0.9000 cache size     1696, 1096780 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns4843 S3FIFO-0.0050-1.9000 cache size        6, 1096780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4843 S3FIFO-0.0050-1.9000 cache size       21, 1096780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4843 S3FIFO-0.0050-1.9000 cache size       63, 1096780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4843 S3FIFO-0.0050-1.9000 cache size      212, 1096780 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns4843 S3FIFO-0.0050-1.9000 cache size      424, 1096780 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns4843 S3FIFO-0.0050-1.9000 cache size      848, 1096780 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns4843 S3FIFO-0.0050-1.9000 cache size     1696, 1096780 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns4843 S3FIFO-0.1000-0.9000 cache size        6, 1096780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4843 S3FIFO-0.1000-0.9000 cache size       21, 1096780 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns4843 S3FIFO-0.1000-0.9000 cache size       63, 1096780 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns4843 S3FIFO-0.1000-0.9000 cache size      212, 1096780 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns4843 S3FIFO-0.1000-0.9000 cache size      424, 1096780 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns4843 S3FIFO-0.1000-0.9000 cache size      848, 1096780 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns4843 S3FIFO-0.1000-0.9000 cache size     1696, 1096780 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns4843 S3FIFO-0.4500-1.9000 cache size        6, 1096780 req, miss ratio 0.2790, byte miss ratio 0.2790
cdn1_colo28.ns4843 S3FIFO-0.4500-1.9000 cache size       21, 1096780 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns4843 S3FIFO-0.4500-1.9000 cache size       63, 1096780 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns4843 S3FIFO-0.4500-1.9000 cache size      212, 1096780 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns4843 S3FIFO-0.4500-1.9000 cache size      424, 1096780 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns4843 S3FIFO-0.4500-1.9000 cache size      848, 1096780 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns4843 S3FIFO-0.4500-1.9000 cache size     1696, 1096780 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns4843 S3FIFO-0.3000-0.9000 cache size        6, 1096780 req, miss ratio 0.2696, byte miss ratio 0.2696
cdn1_colo28.ns4843 S3FIFO-0.3000-0.9000 cache size       21, 1096780 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns4843 S3FIFO-0.3000-0.9000 cache size       63, 1096780 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns4843 S3FIFO-0.3000-0.9000 cache size      212, 1096780 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns4843 S3FIFO-0.3000-0.9000 cache size      424, 1096780 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns4843 S3FIFO-0.3000-0.9000 cache size      848, 1096780 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns4843 S3FIFO-0.3000-0.9000 cache size     1696, 1096780 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns4843 S3FIFO-0.1500-0.9000 cache size        6, 1096780 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4843 S3FIFO-0.1500-0.9000 cache size       21, 1096780 req, miss ratio 0.0073, byte miss ratio 0.0073
