cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size      453, 1190973 req, miss ratio 0.8313, byte miss ratio 0.8313
cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size     1360, 1190973 req, miss ratio 0.8148, byte miss ratio 0.8148
cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size     4533, 1190973 req, miss ratio 0.7814, byte miss ratio 0.7814
cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size    13600, 1190973 req, miss ratio 0.7106, byte miss ratio 0.7106
cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size    45334, 1190973 req, miss ratio 0.5071, byte miss ratio 0.5071
cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size    90669, 1190973 req, miss ratio 0.4349, byte miss ratio 0.4349
cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size   181339, 1190973 req, miss ratio 0.4009, byte miss ratio 0.4009
cdn1_colo28.ns1126 S3FIFO-0.2000-1.9000 cache size   362679, 1190973 req, miss ratio 0.3821, byte miss ratio 0.3821
cdn1_colo28.ns1126 S3FIFO-0.4500-1.9000 cache size      453, 1190973 req, miss ratio 0.8328, byte miss ratio 0.8328
cdn1_colo28.ns1126 S3FIFO-0.4500-1.9000 cache size     1360, 1190973 req, miss ratio 0.8189, byte miss ratio 0.8189
cdn1_colo28.ns1126 S3FIFO-0.4500-1.9000 cache size     4533, 1190973 req, miss ratio 0.7922, byte miss ratio 0.7922
cdn1_colo28.ns1126 S3FIFO-0.4500-1.9000 cache size    13600, 1190973 req, miss ratio 0.7438, byte miss ratio 0.7438
cdn1_colo28.ns1126 S3FIFO-0.4500-1.9000 cache size    45334, 1190973 req, miss ratio 0.5837, byte miss ratio 0.5837
cdn1_colo28.ns1126 S3FIFO-0.4500-1.9000 cache size    90669, 1190973 req, miss ratio 0.4479, byte miss ratio 0.4479
cdn1_colo28.ns1126 S3FIFO-0.4500-1.9000 cache size   181339, 1190973 req, miss ratio 0.4009, byte miss ratio 0.4009
