cdn1_colo28.ns2208 S3FIFO-0.0100-0.9000 cache size        7, 1459156 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2208 S3FIFO-0.0100-0.9000 cache size       21, 1459156 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2208 S3FIFO-0.0100-0.9000 cache size       70, 1459156 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2208 S3FIFO-0.0100-0.9000 cache size      140, 1459156 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns2208 S3FIFO-0.0100-0.9000 cache size      281, 1459156 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns2208 S3FIFO-0.0100-0.9000 cache size      563, 1459156 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2208 S3FIFO-0.6000-1.9000 cache size        7, 1459156 req, miss ratio 0.1333, byte miss ratio 0.1333
cdn1_colo28.ns2208 S3FIFO-0.6000-1.9000 cache size       21, 1459156 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_colo28.ns2208 S3FIFO-0.6000-1.9000 cache size       70, 1459156 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns2208 S3FIFO-0.6000-1.9000 cache size      140, 1459156 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_colo28.ns2208 S3FIFO-0.6000-1.9000 cache size      281, 1459156 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2208 S3FIFO-0.6000-1.9000 cache size      563, 1459156 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2208 S3FIFO-0.5500-0.9000 cache size        7, 1459156 req, miss ratio 0.1212, byte miss ratio 0.1212
cdn1_colo28.ns2208 S3FIFO-0.5500-0.9000 cache size       21, 1459156 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns2208 S3FIFO-0.5500-0.9000 cache size       70, 1459156 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_colo28.ns2208 S3FIFO-0.5500-0.9000 cache size      140, 1459156 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_colo28.ns2208 S3FIFO-0.5500-0.9000 cache size      281, 1459156 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns2208 S3FIFO-0.5500-0.9000 cache size      563, 1459156 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2208 S3FIFO-0.9900-0.9000 cache size        7, 1459156 req, miss ratio 0.1521, byte miss ratio 0.1521
cdn1_colo28.ns2208 S3FIFO-0.9900-0.9000 cache size       21, 1459156 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_colo28.ns2208 S3FIFO-0.9900-0.9000 cache size       70, 1459156 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_colo28.ns2208 S3FIFO-0.9900-0.9000 cache size      140, 1459156 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_colo28.ns2208 S3FIFO-0.9900-0.9000 cache size      281, 1459156 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns2208 S3FIFO-0.9900-0.9000 cache size      563, 1459156 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2208 S3FIFO-0.5500-1.9000 cache size        7, 1459156 req, miss ratio 0.1222, byte miss ratio 0.1222
cdn1_colo28.ns2208 S3FIFO-0.5500-1.9000 cache size       21, 1459156 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns2208 S3FIFO-0.5500-1.9000 cache size       70, 1459156 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_colo28.ns2208 S3FIFO-0.5500-1.9000 cache size      140, 1459156 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_colo28.ns2208 S3FIFO-0.5500-1.9000 cache size      281, 1459156 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns2208 S3FIFO-0.5500-1.9000 cache size      563, 1459156 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2208 S3FIFO-0.0500-0.9000 cache size        7, 1459156 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2208 S3FIFO-0.0500-0.9000 cache size       21, 1459156 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_colo28.ns2208 S3FIFO-0.0500-0.9000 cache size       70, 1459156 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns2208 S3FIFO-0.0500-0.9000 cache size      140, 1459156 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns2208 S3FIFO-0.0500-0.9000 cache size      281, 1459156 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns2208 S3FIFO-0.0500-0.9000 cache size      563, 1459156 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2208 S3FIFO-0.7000-1.9000 cache size        7, 1459156 req, miss ratio 0.1333, byte miss ratio 0.1333
cdn1_colo28.ns2208 S3FIFO-0.7000-1.9000 cache size       21, 1459156 req, miss ratio 0.0265, byte miss ratio 0.0265
cdn1_colo28.ns2208 S3FIFO-0.7000-1.9000 cache size       70, 1459156 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns2208 S3FIFO-0.7000-1.9000 cache size      140, 1459156 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns2208 S3FIFO-0.7000-1.9000 cache size      281, 1459156 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2208 S3FIFO-0.7000-1.9000 cache size      563, 1459156 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2208 S3FIFO-0.0500-1.9000 cache size        7, 1459156 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2208 S3FIFO-0.0500-1.9000 cache size       21, 1459156 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_colo28.ns2208 S3FIFO-0.0500-1.9000 cache size       70, 1459156 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns2208 S3FIFO-0.0500-1.9000 cache size      140, 1459156 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns2208 S3FIFO-0.0500-1.9000 cache size      281, 1459156 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns2208 S3FIFO-0.0500-1.9000 cache size      563, 1459156 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns2208 S3FIFO-0.3000-0.9000 cache size        7, 1459156 req, miss ratio 0.1090, byte miss ratio 0.1090
cdn1_colo28.ns2208 S3FIFO-0.3000-0.9000 cache size       21, 1459156 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_colo28.ns2208 S3FIFO-0.3000-0.9000 cache size       70, 1459156 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns2208 S3FIFO-0.3000-0.9000 cache size      140, 1459156 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns2208 S3FIFO-0.3000-0.9000 cache size      281, 1459156 req, miss ratio 0.0019, byte miss ratio 0.0019
