cdn1_colo28.ns151 S3FIFO-0.3500-0.9000 cache size        7, 2710103 req, miss ratio 0.5890, byte miss ratio 0.5890
cdn1_colo28.ns151 S3FIFO-0.3500-0.9000 cache size       23, 2710103 req, miss ratio 0.2707, byte miss ratio 0.2707
cdn1_colo28.ns151 S3FIFO-0.3500-0.9000 cache size       79, 2710103 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_colo28.ns151 S3FIFO-0.3500-0.9000 cache size      158, 2710103 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns151 S3FIFO-0.3500-0.9000 cache size      316, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.3500-0.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.8000-0.9000 cache size        7, 2710103 req, miss ratio 0.6514, byte miss ratio 0.6514
cdn1_colo28.ns151 S3FIFO-0.8000-0.9000 cache size       23, 2710103 req, miss ratio 0.3054, byte miss ratio 0.3054
cdn1_colo28.ns151 S3FIFO-0.8000-0.9000 cache size       79, 2710103 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns151 S3FIFO-0.8000-0.9000 cache size      158, 2710103 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns151 S3FIFO-0.8000-0.9000 cache size      316, 2710103 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns151 S3FIFO-0.8000-0.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.0010-1.9000 cache size        7, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.0010-1.9000 cache size       23, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.0010-1.9000 cache size       79, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.0010-1.9000 cache size      158, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.0010-1.9000 cache size      316, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.0010-1.9000 cache size      632, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.1000-0.9000 cache size        7, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.1000-0.9000 cache size       23, 2710103 req, miss ratio 0.2452, byte miss ratio 0.2452
cdn1_colo28.ns151 S3FIFO-0.1000-0.9000 cache size       79, 2710103 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_colo28.ns151 S3FIFO-0.1000-0.9000 cache size      158, 2710103 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns151 S3FIFO-0.1000-0.9000 cache size      316, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.1000-0.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.6500-1.9000 cache size        7, 2710103 req, miss ratio 0.6417, byte miss ratio 0.6417
cdn1_colo28.ns151 S3FIFO-0.6500-1.9000 cache size       23, 2710103 req, miss ratio 0.2900, byte miss ratio 0.2900
cdn1_colo28.ns151 S3FIFO-0.6500-1.9000 cache size       79, 2710103 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns151 S3FIFO-0.6500-1.9000 cache size      158, 2710103 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns151 S3FIFO-0.6500-1.9000 cache size      316, 2710103 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns151 S3FIFO-0.6500-1.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.4000-1.9000 cache size        7, 2710103 req, miss ratio 0.6097, byte miss ratio 0.6097
cdn1_colo28.ns151 S3FIFO-0.4000-1.9000 cache size       23, 2710103 req, miss ratio 0.2742, byte miss ratio 0.2742
cdn1_colo28.ns151 S3FIFO-0.4000-1.9000 cache size       79, 2710103 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns151 S3FIFO-0.4000-1.9000 cache size      158, 2710103 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns151 S3FIFO-0.4000-1.9000 cache size      316, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.4000-1.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.8500-0.9000 cache size        7, 2710103 req, miss ratio 0.6514, byte miss ratio 0.6514
cdn1_colo28.ns151 S3FIFO-0.8500-0.9000 cache size       23, 2710103 req, miss ratio 0.3080, byte miss ratio 0.3080
cdn1_colo28.ns151 S3FIFO-0.8500-0.9000 cache size       79, 2710103 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_colo28.ns151 S3FIFO-0.8500-0.9000 cache size      158, 2710103 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns151 S3FIFO-0.8500-0.9000 cache size      316, 2710103 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns151 S3FIFO-0.8500-0.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.7000-0.9000 cache size        7, 2710103 req, miss ratio 0.6277, byte miss ratio 0.6277
cdn1_colo28.ns151 S3FIFO-0.7000-0.9000 cache size       23, 2710103 req, miss ratio 0.2994, byte miss ratio 0.2994
cdn1_colo28.ns151 S3FIFO-0.7000-0.9000 cache size       79, 2710103 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_colo28.ns151 S3FIFO-0.7000-0.9000 cache size      158, 2710103 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns151 S3FIFO-0.7000-0.9000 cache size      316, 2710103 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns151 S3FIFO-0.7000-0.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.0250-1.9000 cache size        7, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.0250-1.9000 cache size       23, 2710103 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns151 S3FIFO-0.0250-1.9000 cache size       79, 2710103 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns151 S3FIFO-0.0250-1.9000 cache size      158, 2710103 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns151 S3FIFO-0.0250-1.9000 cache size      316, 2710103 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns151 S3FIFO-0.0250-1.9000 cache size      632, 2710103 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns151 S3FIFO-0.5500-0.9000 cache size        7, 2710103 req, miss ratio 0.6101, byte miss ratio 0.6101
