tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size     1393, 26122017 req, miss ratio 0.9101, byte miss ratio 0.9101
tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size     4180, 26122017 req, miss ratio 0.8731, byte miss ratio 0.8731
tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size    13935, 26122017 req, miss ratio 0.8413, byte miss ratio 0.8413
tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size    41805, 26122017 req, miss ratio 0.3116, byte miss ratio 0.3116
tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size   139351, 26122017 req, miss ratio 0.1775, byte miss ratio 0.1775
tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size   278702, 26122017 req, miss ratio 0.1070, byte miss ratio 0.1070
tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size   557405, 26122017 req, miss ratio 0.0619, byte miss ratio 0.0619
tencentBlock.ns16433 S3FIFO-0.2500-1.9000 cache size  1114810, 26122017 req, miss ratio 0.0537, byte miss ratio 0.0537
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size     1393, 26122017 req, miss ratio 0.9412, byte miss ratio 0.9412
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size     4180, 26122017 req, miss ratio 0.9284, byte miss ratio 0.9284
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size    13935, 26122017 req, miss ratio 0.8985, byte miss ratio 0.8985
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size    41805, 26122017 req, miss ratio 0.5298, byte miss ratio 0.5298
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size   139351, 26122017 req, miss ratio 0.2287, byte miss ratio 0.2287
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size   278702, 26122017 req, miss ratio 0.1438, byte miss ratio 0.1438
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size   557405, 26122017 req, miss ratio 0.0841, byte miss ratio 0.0841
tencentBlock.ns16433 S3FIFO-0.9900-1.9000 cache size  1114810, 26122017 req, miss ratio 0.0599, byte miss ratio 0.0599
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size     1393, 26122017 req, miss ratio 0.9114, byte miss ratio 0.9114
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size     4180, 26122017 req, miss ratio 0.8764, byte miss ratio 0.8764
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size    13935, 26122017 req, miss ratio 0.7908, byte miss ratio 0.7908
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size    41805, 26122017 req, miss ratio 0.3209, byte miss ratio 0.3209
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size   139351, 26122017 req, miss ratio 0.1773, byte miss ratio 0.1773
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size   278702, 26122017 req, miss ratio 0.1088, byte miss ratio 0.1088
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size   557405, 26122017 req, miss ratio 0.0623, byte miss ratio 0.0623
tencentBlock.ns16433 S3FIFO-0.3000-0.9000 cache size  1114810, 26122017 req, miss ratio 0.0537, byte miss ratio 0.0537
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size     1393, 26122017 req, miss ratio 0.9098, byte miss ratio 0.9098
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size     4180, 26122017 req, miss ratio 0.8740, byte miss ratio 0.8740
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size    13935, 26122017 req, miss ratio 0.7877, byte miss ratio 0.7877
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size    41805, 26122017 req, miss ratio 0.2502, byte miss ratio 0.2502
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size   139351, 26122017 req, miss ratio 0.1575, byte miss ratio 0.1575
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size   278702, 26122017 req, miss ratio 0.0987, byte miss ratio 0.0987
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size   557405, 26122017 req, miss ratio 0.0640, byte miss ratio 0.0640
tencentBlock.ns16433 S3FIFO-0.0010-0.9000 cache size  1114810, 26122017 req, miss ratio 0.0537, byte miss ratio 0.0537
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size     1393, 26122017 req, miss ratio 0.9067, byte miss ratio 0.9067
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size     4180, 26122017 req, miss ratio 0.8598, byte miss ratio 0.8598
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size    13935, 26122017 req, miss ratio 0.7868, byte miss ratio 0.7868
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size    41805, 26122017 req, miss ratio 0.2545, byte miss ratio 0.2545
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size   139351, 26122017 req, miss ratio 0.1669, byte miss ratio 0.1669
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size   278702, 26122017 req, miss ratio 0.0985, byte miss ratio 0.0985
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size   557405, 26122017 req, miss ratio 0.0630, byte miss ratio 0.0630
tencentBlock.ns16433 S3FIFO-0.0250-1.9000 cache size  1114810, 26122017 req, miss ratio 0.0537, byte miss ratio 0.0537
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size     1393, 26122017 req, miss ratio 0.9103, byte miss ratio 0.9103
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size     4180, 26122017 req, miss ratio 0.8736, byte miss ratio 0.8736
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size    13935, 26122017 req, miss ratio 0.7878, byte miss ratio 0.7878
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size    41805, 26122017 req, miss ratio 0.2975, byte miss ratio 0.2975
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size   139351, 26122017 req, miss ratio 0.1740, byte miss ratio 0.1740
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size   278702, 26122017 req, miss ratio 0.1067, byte miss ratio 0.1067
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size   557405, 26122017 req, miss ratio 0.0619, byte miss ratio 0.0619
tencentBlock.ns16433 S3FIFO-0.2500-0.9000 cache size  1114810, 26122017 req, miss ratio 0.0537, byte miss ratio 0.0537
tencentBlock.ns16433 S3FIFO-0.0100-1.9000 cache size     1393, 26122017 req, miss ratio 0.9077, byte miss ratio 0.9077
tencentBlock.ns16433 S3FIFO-0.0100-1.9000 cache size     4180, 26122017 req, miss ratio 0.8598, byte miss ratio 0.8598
tencentBlock.ns16433 S3FIFO-0.0100-1.9000 cache size    13935, 26122017 req, miss ratio 0.7810, byte miss ratio 0.7810
tencentBlock.ns16433 S3FIFO-0.0100-1.9000 cache size    41805, 26122017 req, miss ratio 0.2531, byte miss ratio 0.2531
