io_traces.ns666 S3FIFO-0.0250-1.9000 cache size      244, 6600000 req, miss ratio 0.3561, byte miss ratio 0.3561
io_traces.ns666 S3FIFO-0.0250-1.9000 cache size      733, 6600000 req, miss ratio 0.3138, byte miss ratio 0.3138
io_traces.ns666 S3FIFO-0.0250-1.9000 cache size     2444, 6600000 req, miss ratio 0.2221, byte miss ratio 0.2221
io_traces.ns666 S3FIFO-0.0250-1.9000 cache size     7333, 6600000 req, miss ratio 0.1953, byte miss ratio 0.1953
io_traces.ns666 S3FIFO-0.0250-1.9000 cache size    24444, 6600000 req, miss ratio 0.1371, byte miss ratio 0.1371
io_traces.ns666 S3FIFO-0.0250-1.9000 cache size    48889, 6600000 req, miss ratio 0.0654, byte miss ratio 0.0654
io_traces.ns666 S3FIFO-0.0250-1.9000 cache size    97778, 6600000 req, miss ratio 0.0407, byte miss ratio 0.0407
io_traces.ns666 S3FIFO-0.0250-1.9000 cache size   195556, 6600000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size      244, 6600000 req, miss ratio 0.5206, byte miss ratio 0.5206
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size      733, 6600000 req, miss ratio 0.3709, byte miss ratio 0.3709
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size     2444, 6600000 req, miss ratio 0.2950, byte miss ratio 0.2950
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size     7333, 6600000 req, miss ratio 0.2322, byte miss ratio 0.2322
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size    24444, 6600000 req, miss ratio 0.1475, byte miss ratio 0.1475
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size    48889, 6600000 req, miss ratio 0.0861, byte miss ratio 0.0861
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size    97778, 6600000 req, miss ratio 0.0494, byte miss ratio 0.0494
io_traces.ns666 S3FIFO-0.9500-1.9000 cache size   195556, 6600000 req, miss ratio 0.0416, byte miss ratio 0.0416
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size      244, 6600000 req, miss ratio 0.5081, byte miss ratio 0.5081
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size      733, 6600000 req, miss ratio 0.3524, byte miss ratio 0.3524
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size     2444, 6600000 req, miss ratio 0.2889, byte miss ratio 0.2889
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size     7333, 6600000 req, miss ratio 0.2307, byte miss ratio 0.2307
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size    24444, 6600000 req, miss ratio 0.1462, byte miss ratio 0.1462
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size    48889, 6600000 req, miss ratio 0.0848, byte miss ratio 0.0848
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size    97778, 6600000 req, miss ratio 0.0484, byte miss ratio 0.0484
io_traces.ns666 S3FIFO-0.9000-0.9000 cache size   195556, 6600000 req, miss ratio 0.0404, byte miss ratio 0.0404
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size      244, 6600000 req, miss ratio 0.3568, byte miss ratio 0.3568
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size      733, 6600000 req, miss ratio 0.3128, byte miss ratio 0.3128
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size     2444, 6600000 req, miss ratio 0.2231, byte miss ratio 0.2231
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size     7333, 6600000 req, miss ratio 0.1956, byte miss ratio 0.1956
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size    24444, 6600000 req, miss ratio 0.1372, byte miss ratio 0.1372
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size    48889, 6600000 req, miss ratio 0.0653, byte miss ratio 0.0653
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size    97778, 6600000 req, miss ratio 0.0398, byte miss ratio 0.0398
io_traces.ns666 S3FIFO-0.0500-0.9000 cache size   195556, 6600000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size      244, 6600000 req, miss ratio 0.3559, byte miss ratio 0.3559
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size      733, 6600000 req, miss ratio 0.3149, byte miss ratio 0.3149
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size     2444, 6600000 req, miss ratio 0.2337, byte miss ratio 0.2337
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size     7333, 6600000 req, miss ratio 0.1979, byte miss ratio 0.1979
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size    24444, 6600000 req, miss ratio 0.1376, byte miss ratio 0.1376
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size    48889, 6600000 req, miss ratio 0.0662, byte miss ratio 0.0662
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size    97778, 6600000 req, miss ratio 0.0423, byte miss ratio 0.0423
io_traces.ns666 S3FIFO-0.0050-1.9000 cache size   195556, 6600000 req, miss ratio 0.0371, byte miss ratio 0.0371
io_traces.ns666 S3FIFO-0.5500-0.9000 cache size      244, 6600000 req, miss ratio 0.3709, byte miss ratio 0.3709
io_traces.ns666 S3FIFO-0.5500-0.9000 cache size      733, 6600000 req, miss ratio 0.3201, byte miss ratio 0.3201
io_traces.ns666 S3FIFO-0.5500-0.9000 cache size     2444, 6600000 req, miss ratio 0.2518, byte miss ratio 0.2518
io_traces.ns666 S3FIFO-0.5500-0.9000 cache size     7333, 6600000 req, miss ratio 0.2061, byte miss ratio 0.2061
