cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size     1132, 2435720 req, miss ratio 0.5541, byte miss ratio 0.5541
cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size     3396, 2435720 req, miss ratio 0.5211, byte miss ratio 0.5211
cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size    11321, 2435720 req, miss ratio 0.5021, byte miss ratio 0.5021
cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size    33963, 2435720 req, miss ratio 0.4869, byte miss ratio 0.4869
cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size   113211, 2435720 req, miss ratio 0.4705, byte miss ratio 0.4705
cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size   226422, 2435720 req, miss ratio 0.4657, byte miss ratio 0.4657
cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size   452845, 2435720 req, miss ratio 0.4649, byte miss ratio 0.4649
cdn1_colo28.ns2116 S3FIFO-0.0500-0.9000 cache size   905691, 2435720 req, miss ratio 0.4648, byte miss ratio 0.4648
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size     1132, 2435720 req, miss ratio 0.5453, byte miss ratio 0.5453
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size     3396, 2435720 req, miss ratio 0.5112, byte miss ratio 0.5112
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size    11321, 2435720 req, miss ratio 0.4905, byte miss ratio 0.4905
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size    33963, 2435720 req, miss ratio 0.4743, byte miss ratio 0.4743
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size   113211, 2435720 req, miss ratio 0.4672, byte miss ratio 0.4672
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size   226422, 2435720 req, miss ratio 0.4655, byte miss ratio 0.4655
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size   452845, 2435720 req, miss ratio 0.4649, byte miss ratio 0.4649
cdn1_colo28.ns2116 S3FIFO-0.1500-1.9000 cache size   905691, 2435720 req, miss ratio 0.4648, byte miss ratio 0.4648
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size     1132, 2435720 req, miss ratio 0.5516, byte miss ratio 0.5516
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size     3396, 2435720 req, miss ratio 0.5061, byte miss ratio 0.5061
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size    11321, 2435720 req, miss ratio 0.4761, byte miss ratio 0.4761
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size    33963, 2435720 req, miss ratio 0.4682, byte miss ratio 0.4682
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size   113211, 2435720 req, miss ratio 0.4655, byte miss ratio 0.4655
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size   226422, 2435720 req, miss ratio 0.4650, byte miss ratio 0.4650
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size   452845, 2435720 req, miss ratio 0.4649, byte miss ratio 0.4649
cdn1_colo28.ns2116 S3FIFO-0.6500-0.9000 cache size   905691, 2435720 req, miss ratio 0.4648, byte miss ratio 0.4648
cdn1_colo28.ns2116 S3FIFO-0.8000-1.9000 cache size     1132, 2435720 req, miss ratio 0.5606, byte miss ratio 0.5606
cdn1_colo28.ns2116 S3FIFO-0.8000-1.9000 cache size     3396, 2435720 req, miss ratio 0.5124, byte miss ratio 0.5124
