tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size     8970, 25965545 req, miss ratio 0.8937, byte miss ratio 0.8937
tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size    26911, 25965545 req, miss ratio 0.8610, byte miss ratio 0.8610
tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size    89703, 25965545 req, miss ratio 0.8211, byte miss ratio 0.8211
tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size   269111, 25965545 req, miss ratio 0.7938, byte miss ratio 0.7938
tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size   897038, 25965545 req, miss ratio 0.6872, byte miss ratio 0.6872
tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size  1794076, 25965545 req, miss ratio 0.5282, byte miss ratio 0.5282
tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size  3588152, 25965545 req, miss ratio 0.4843, byte miss ratio 0.4843
tencentBlock.ns3944 S3FIFO-0.2000-1.9000 cache size  7176305, 25965545 req, miss ratio 0.4706, byte miss ratio 0.4706
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size     8970, 25965545 req, miss ratio 0.9053, byte miss ratio 0.9053
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size    26911, 25965545 req, miss ratio 0.8789, byte miss ratio 0.8789
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size    89703, 25965545 req, miss ratio 0.8373, byte miss ratio 0.8373
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size   269111, 25965545 req, miss ratio 0.7994, byte miss ratio 0.7994
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size   897038, 25965545 req, miss ratio 0.7647, byte miss ratio 0.7647
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size  1794076, 25965545 req, miss ratio 0.6639, byte miss ratio 0.6639
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size  3588152, 25965545 req, miss ratio 0.5103, byte miss ratio 0.5103
tencentBlock.ns3944 S3FIFO-0.7000-0.9000 cache size  7176305, 25965545 req, miss ratio 0.4315, byte miss ratio 0.4315
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size     8970, 25965545 req, miss ratio 0.9066, byte miss ratio 0.9066
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size    26911, 25965545 req, miss ratio 0.8827, byte miss ratio 0.8827
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size    89703, 25965545 req, miss ratio 0.8432, byte miss ratio 0.8432
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size   269111, 25965545 req, miss ratio 0.8005, byte miss ratio 0.8005
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size   897038, 25965545 req, miss ratio 0.7686, byte miss ratio 0.7686
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size  1794076, 25965545 req, miss ratio 0.6929, byte miss ratio 0.6929
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size  3588152, 25965545 req, miss ratio 0.5267, byte miss ratio 0.5267
tencentBlock.ns3944 S3FIFO-0.7500-0.9000 cache size  7176305, 25965545 req, miss ratio 0.4324, byte miss ratio 0.4324
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size     8970, 25965545 req, miss ratio 0.9028, byte miss ratio 0.9028
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size    26911, 25965545 req, miss ratio 0.8776, byte miss ratio 0.8776
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size    89703, 25965545 req, miss ratio 0.8372, byte miss ratio 0.8372
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size   269111, 25965545 req, miss ratio 0.7985, byte miss ratio 0.7985
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size   897038, 25965545 req, miss ratio 0.7687, byte miss ratio 0.7687
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size  1794076, 25965545 req, miss ratio 0.6824, byte miss ratio 0.6824
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size  3588152, 25965545 req, miss ratio 0.5377, byte miss ratio 0.5377
tencentBlock.ns3944 S3FIFO-0.7000-1.9000 cache size  7176305, 25965545 req, miss ratio 0.4315, byte miss ratio 0.4315
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size     8970, 25965545 req, miss ratio 0.9004, byte miss ratio 0.9004
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size    26911, 25965545 req, miss ratio 0.8713, byte miss ratio 0.8713
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size    89703, 25965545 req, miss ratio 0.8262, byte miss ratio 0.8262
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size   269111, 25965545 req, miss ratio 0.7983, byte miss ratio 0.7983
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size   897038, 25965545 req, miss ratio 0.7541, byte miss ratio 0.7541
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size  1794076, 25965545 req, miss ratio 0.6477, byte miss ratio 0.6477
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size  3588152, 25965545 req, miss ratio 0.5162, byte miss ratio 0.5162
tencentBlock.ns3944 S3FIFO-0.6000-1.9000 cache size  7176305, 25965545 req, miss ratio 0.4525, byte miss ratio 0.4525
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size     8970, 25965545 req, miss ratio 0.9015, byte miss ratio 0.9015
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size    26911, 25965545 req, miss ratio 0.8740, byte miss ratio 0.8740
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size    89703, 25965545 req, miss ratio 0.8291, byte miss ratio 0.8291
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size   269111, 25965545 req, miss ratio 0.7982, byte miss ratio 0.7982
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size   897038, 25965545 req, miss ratio 0.7610, byte miss ratio 0.7610
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size  1794076, 25965545 req, miss ratio 0.6586, byte miss ratio 0.6586
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size  3588152, 25965545 req, miss ratio 0.5256, byte miss ratio 0.5256
tencentBlock.ns3944 S3FIFO-0.6500-1.9000 cache size  7176305, 25965545 req, miss ratio 0.4394, byte miss ratio 0.4394
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size     8970, 25965545 req, miss ratio 0.9044, byte miss ratio 0.9044
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size    26911, 25965545 req, miss ratio 0.8764, byte miss ratio 0.8764
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size    89703, 25965545 req, miss ratio 0.8319, byte miss ratio 0.8319
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size   269111, 25965545 req, miss ratio 0.7994, byte miss ratio 0.7994
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size   897038, 25965545 req, miss ratio 0.7568, byte miss ratio 0.7568
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size  1794076, 25965545 req, miss ratio 0.6528, byte miss ratio 0.6528
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size  3588152, 25965545 req, miss ratio 0.4968, byte miss ratio 0.4968
tencentBlock.ns3944 S3FIFO-0.6500-0.9000 cache size  7176305, 25965545 req, miss ratio 0.4394, byte miss ratio 0.4394
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size     8970, 25965545 req, miss ratio 0.9192, byte miss ratio 0.9192
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size    26911, 25965545 req, miss ratio 0.9027, byte miss ratio 0.9027
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size    89703, 25965545 req, miss ratio 0.8845, byte miss ratio 0.8845
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size   269111, 25965545 req, miss ratio 0.8540, byte miss ratio 0.8540
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size   897038, 25965545 req, miss ratio 0.7940, byte miss ratio 0.7940
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size  1794076, 25965545 req, miss ratio 0.6789, byte miss ratio 0.6789
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size  3588152, 25965545 req, miss ratio 0.5677, byte miss ratio 0.5677
tencentBlock.ns3944 S3FIFO-0.9500-1.9000 cache size  7176305, 25965545 req, miss ratio 0.4060, byte miss ratio 0.4060
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size     8970, 25965545 req, miss ratio 0.9085, byte miss ratio 0.9085
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size    26911, 25965545 req, miss ratio 0.8877, byte miss ratio 0.8877
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size    89703, 25965545 req, miss ratio 0.8508, byte miss ratio 0.8508
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size   269111, 25965545 req, miss ratio 0.8025, byte miss ratio 0.8025
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size   897038, 25965545 req, miss ratio 0.7763, byte miss ratio 0.7763
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size  1794076, 25965545 req, miss ratio 0.7050, byte miss ratio 0.7050
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size  3588152, 25965545 req, miss ratio 0.5403, byte miss ratio 0.5403
tencentBlock.ns3944 S3FIFO-0.8000-0.9000 cache size  7176305, 25965545 req, miss ratio 0.4273, byte miss ratio 0.4273
tencentBlock.ns3944 S3FIFO-0.1500-0.9000 cache size     8970, 25965545 req, miss ratio 0.9013, byte miss ratio 0.9013
