tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size       43, 1318804 req, miss ratio 0.3627, byte miss ratio 0.3627
tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size      130, 1318804 req, miss ratio 0.1827, byte miss ratio 0.1827
tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size      435, 1318804 req, miss ratio 0.1465, byte miss ratio 0.1465
tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size     1306, 1318804 req, miss ratio 0.1265, byte miss ratio 0.1265
tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size     4355, 1318804 req, miss ratio 0.1139, byte miss ratio 0.1139
tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size     8711, 1318804 req, miss ratio 0.1103, byte miss ratio 0.1103
tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size    17422, 1318804 req, miss ratio 0.0723, byte miss ratio 0.0723
tencentBlock.ns10339 S3FIFO-0.3500-0.9000 cache size    34844, 1318804 req, miss ratio 0.0361, byte miss ratio 0.0361
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size       43, 1318804 req, miss ratio 0.4322, byte miss ratio 0.4322
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size      130, 1318804 req, miss ratio 0.2455, byte miss ratio 0.2455
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size      435, 1318804 req, miss ratio 0.1775, byte miss ratio 0.1775
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size     1306, 1318804 req, miss ratio 0.1511, byte miss ratio 0.1511
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size     4355, 1318804 req, miss ratio 0.1286, byte miss ratio 0.1286
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size     8711, 1318804 req, miss ratio 0.1061, byte miss ratio 0.1061
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size    17422, 1318804 req, miss ratio 0.0735, byte miss ratio 0.0735
tencentBlock.ns10339 S3FIFO-0.9900-0.9000 cache size    34844, 1318804 req, miss ratio 0.0410, byte miss ratio 0.0410
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size       43, 1318804 req, miss ratio 0.3996, byte miss ratio 0.3996
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size      130, 1318804 req, miss ratio 0.2036, byte miss ratio 0.2036
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size      435, 1318804 req, miss ratio 0.1574, byte miss ratio 0.1574
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size     1306, 1318804 req, miss ratio 0.1389, byte miss ratio 0.1389
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size     4355, 1318804 req, miss ratio 0.1223, byte miss ratio 0.1223
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size     8711, 1318804 req, miss ratio 0.1046, byte miss ratio 0.1046
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size    17422, 1318804 req, miss ratio 0.0733, byte miss ratio 0.0733
tencentBlock.ns10339 S3FIFO-0.7500-1.9000 cache size    34844, 1318804 req, miss ratio 0.0383, byte miss ratio 0.0383
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size       43, 1318804 req, miss ratio 0.3553, byte miss ratio 0.3553
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size      130, 1318804 req, miss ratio 0.1819, byte miss ratio 0.1819
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size      435, 1318804 req, miss ratio 0.1459, byte miss ratio 0.1459
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size     1306, 1318804 req, miss ratio 0.1249, byte miss ratio 0.1249
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size     4355, 1318804 req, miss ratio 0.1177, byte miss ratio 0.1177
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size     8711, 1318804 req, miss ratio 0.1106, byte miss ratio 0.1106
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size    17422, 1318804 req, miss ratio 0.0726, byte miss ratio 0.0726
tencentBlock.ns10339 S3FIFO-0.3000-1.9000 cache size    34844, 1318804 req, miss ratio 0.0361, byte miss ratio 0.0361
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size       43, 1318804 req, miss ratio 0.4296, byte miss ratio 0.4296
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size      130, 1318804 req, miss ratio 0.2295, byte miss ratio 0.2295
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size      435, 1318804 req, miss ratio 0.1669, byte miss ratio 0.1669
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size     1306, 1318804 req, miss ratio 0.1447, byte miss ratio 0.1447
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size     4355, 1318804 req, miss ratio 0.1256, byte miss ratio 0.1256
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size     8711, 1318804 req, miss ratio 0.1052, byte miss ratio 0.1052
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size    17422, 1318804 req, miss ratio 0.0730, byte miss ratio 0.0730
tencentBlock.ns10339 S3FIFO-0.9000-0.9000 cache size    34844, 1318804 req, miss ratio 0.0400, byte miss ratio 0.0400
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size       43, 1318804 req, miss ratio 0.3749, byte miss ratio 0.3749
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size      130, 1318804 req, miss ratio 0.1912, byte miss ratio 0.1912
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size      435, 1318804 req, miss ratio 0.1509, byte miss ratio 0.1509
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size     1306, 1318804 req, miss ratio 0.1324, byte miss ratio 0.1324
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size     4355, 1318804 req, miss ratio 0.1186, byte miss ratio 0.1186
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size     8711, 1318804 req, miss ratio 0.1139, byte miss ratio 0.1139
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size    17422, 1318804 req, miss ratio 0.0713, byte miss ratio 0.0713
tencentBlock.ns10339 S3FIFO-0.5000-1.9000 cache size    34844, 1318804 req, miss ratio 0.0363, byte miss ratio 0.0363
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size       43, 1318804 req, miss ratio 0.3423, byte miss ratio 0.3423
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size      130, 1318804 req, miss ratio 0.1807, byte miss ratio 0.1807
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size      435, 1318804 req, miss ratio 0.1459, byte miss ratio 0.1459
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size     1306, 1318804 req, miss ratio 0.1241, byte miss ratio 0.1241
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size     4355, 1318804 req, miss ratio 0.1134, byte miss ratio 0.1134
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size     8711, 1318804 req, miss ratio 0.1009, byte miss ratio 0.1009
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size    17422, 1318804 req, miss ratio 0.0714, byte miss ratio 0.0714
tencentBlock.ns10339 S3FIFO-0.2500-0.9000 cache size    34844, 1318804 req, miss ratio 0.0362, byte miss ratio 0.0362
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size       43, 1318804 req, miss ratio 0.3515, byte miss ratio 0.3515
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size      130, 1318804 req, miss ratio 0.1818, byte miss ratio 0.1818
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size      435, 1318804 req, miss ratio 0.1459, byte miss ratio 0.1459
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size     1306, 1318804 req, miss ratio 0.1251, byte miss ratio 0.1251
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size     4355, 1318804 req, miss ratio 0.1136, byte miss ratio 0.1136
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size     8711, 1318804 req, miss ratio 0.1066, byte miss ratio 0.1066
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size    17422, 1318804 req, miss ratio 0.0726, byte miss ratio 0.0726
tencentBlock.ns10339 S3FIFO-0.3000-0.9000 cache size    34844, 1318804 req, miss ratio 0.0361, byte miss ratio 0.0361
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size       43, 1318804 req, miss ratio 0.3948, byte miss ratio 0.3948
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size      130, 1318804 req, miss ratio 0.1984, byte miss ratio 0.1984
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size      435, 1318804 req, miss ratio 0.1554, byte miss ratio 0.1554
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size     1306, 1318804 req, miss ratio 0.1377, byte miss ratio 0.1377
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size     4355, 1318804 req, miss ratio 0.1190, byte miss ratio 0.1190
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size     8711, 1318804 req, miss ratio 0.1047, byte miss ratio 0.1047
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size    17422, 1318804 req, miss ratio 0.0730, byte miss ratio 0.0730
tencentBlock.ns10339 S3FIFO-0.7000-0.9000 cache size    34844, 1318804 req, miss ratio 0.0376, byte miss ratio 0.0376
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size       43, 1318804 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size      130, 1318804 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size      435, 1318804 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size     1306, 1318804 req, miss ratio 0.1565, byte miss ratio 0.1565
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size     4355, 1318804 req, miss ratio 0.1217, byte miss ratio 0.1217
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size     8711, 1318804 req, miss ratio 0.0967, byte miss ratio 0.0967
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size    17422, 1318804 req, miss ratio 0.0685, byte miss ratio 0.0685
tencentBlock.ns10339 S3FIFO-0.0010-1.9000 cache size    34844, 1318804 req, miss ratio 0.0368, byte miss ratio 0.0368
tencentBlock.ns10339 S3FIFO-0.9500-1.9000 cache size       43, 1318804 req, miss ratio 0.4289, byte miss ratio 0.4289
tencentBlock.ns10339 S3FIFO-0.9500-1.9000 cache size      130, 1318804 req, miss ratio 0.2381, byte miss ratio 0.2381
