io_traces.ns753 S3FIFO-0.9900-0.9000 cache size      332, 1600000 req, miss ratio 0.7208, byte miss ratio 0.7208
io_traces.ns753 S3FIFO-0.9900-0.9000 cache size      998, 1600000 req, miss ratio 0.7073, byte miss ratio 0.7073
io_traces.ns753 S3FIFO-0.9900-0.9000 cache size     3329, 1600000 req, miss ratio 0.7032, byte miss ratio 0.7032
io_traces.ns753 S3FIFO-0.9900-0.9000 cache size     9988, 1600000 req, miss ratio 0.7012, byte miss ratio 0.7012
io_traces.ns753 S3FIFO-0.9900-0.9000 cache size    33296, 1600000 req, miss ratio 0.4766, byte miss ratio 0.4766
io_traces.ns753 S3FIFO-0.9900-0.9000 cache size    66592, 1600000 req, miss ratio 0.3204, byte miss ratio 0.3204
io_traces.ns753 S3FIFO-0.9900-0.9000 cache size   133184, 1600000 req, miss ratio 0.2487, byte miss ratio 0.2487
io_traces.ns753 S3FIFO-0.9900-0.9000 cache size   266368, 1600000 req, miss ratio 0.2281, byte miss ratio 0.2281
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size      332, 1600000 req, miss ratio 0.7027, byte miss ratio 0.7027
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size      998, 1600000 req, miss ratio 0.7019, byte miss ratio 0.7019
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size     3329, 1600000 req, miss ratio 0.7004, byte miss ratio 0.7004
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size     9988, 1600000 req, miss ratio 0.6246, byte miss ratio 0.6246
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size    33296, 1600000 req, miss ratio 0.3232, byte miss ratio 0.3232
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size    66592, 1600000 req, miss ratio 0.2174, byte miss ratio 0.2174
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size   133184, 1600000 req, miss ratio 0.2087, byte miss ratio 0.2087
io_traces.ns753 S3FIFO-0.1500-1.9000 cache size   266368, 1600000 req, miss ratio 0.2081, byte miss ratio 0.2081
io_traces.ns753 S3FIFO-0.7000-1.9000 cache size      332, 1600000 req, miss ratio 0.7029, byte miss ratio 0.7029
io_traces.ns753 S3FIFO-0.7000-1.9000 cache size      998, 1600000 req, miss ratio 0.7021, byte miss ratio 0.7021
io_traces.ns753 S3FIFO-0.7000-1.9000 cache size     3329, 1600000 req, miss ratio 0.7008, byte miss ratio 0.7008
io_traces.ns753 S3FIFO-0.7000-1.9000 cache size     9988, 1600000 req, miss ratio 0.7014, byte miss ratio 0.7014
io_traces.ns753 S3FIFO-0.7000-1.9000 cache size    33296, 1600000 req, miss ratio 0.4297, byte miss ratio 0.4297
