cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size       19, 1775907 req, miss ratio 0.7394, byte miss ratio 0.7394
cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size       58, 1775907 req, miss ratio 0.6540, byte miss ratio 0.6540
cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size      196, 1775907 req, miss ratio 0.5195, byte miss ratio 0.5195
cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size      588, 1775907 req, miss ratio 0.3623, byte miss ratio 0.3623
cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size     1962, 1775907 req, miss ratio 0.2100, byte miss ratio 0.2100
cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size     3925, 1775907 req, miss ratio 0.1145, byte miss ratio 0.1145
cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size     7850, 1775907 req, miss ratio 0.0435, byte miss ratio 0.0435
cdn1_allcolo.ns501 S3FIFO-0.5500-0.9000 cache size    15700, 1775907 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_allcolo.ns501 S3FIFO-0.4500-1.9000 cache size       19, 1775907 req, miss ratio 0.7328, byte miss ratio 0.7328
cdn1_allcolo.ns501 S3FIFO-0.4500-1.9000 cache size       58, 1775907 req, miss ratio 0.6510, byte miss ratio 0.6510
cdn1_allcolo.ns501 S3FIFO-0.4500-1.9000 cache size      196, 1775907 req, miss ratio 0.5133, byte miss ratio 0.5133
cdn1_allcolo.ns501 S3FIFO-0.4500-1.9000 cache size      588, 1775907 req, miss ratio 0.3573, byte miss ratio 0.3573
cdn1_allcolo.ns501 S3FIFO-0.4500-1.9000 cache size     1962, 1775907 req, miss ratio 0.2046, byte miss ratio 0.2046
cdn1_allcolo.ns501 S3FIFO-0.4500-1.9000 cache size     3925, 1775907 req, miss ratio 0.1094, byte miss ratio 0.1094
cdn1_allcolo.ns501 S3FIFO-0.4500-1.9000 cache size     7850, 1775907 req, miss ratio 0.0409, byte miss ratio 0.0409
