cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size     7316, 8496412 req, miss ratio 0.8683, byte miss ratio 0.8683
cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size    21948, 8496412 req, miss ratio 0.8650, byte miss ratio 0.8650
cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size    73162, 8496412 req, miss ratio 0.8628, byte miss ratio 0.8628
cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size   219488, 8496412 req, miss ratio 0.8614, byte miss ratio 0.8614
cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size   731627, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size  1463254, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size  2926508, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.6000-1.9000 cache size  5853016, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size     7316, 8496412 req, miss ratio 0.8785, byte miss ratio 0.8785
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size    21948, 8496412 req, miss ratio 0.8763, byte miss ratio 0.8763
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size    73162, 8496412 req, miss ratio 0.8728, byte miss ratio 0.8728
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size   219488, 8496412 req, miss ratio 0.8668, byte miss ratio 0.8668
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size   731627, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size  1463254, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size  2926508, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.0050-1.9000 cache size  5853016, 8496412 req, miss ratio 0.8611, byte miss ratio 0.8611
cdn1_colo28.ns885 S3FIFO-0.7500-1.9000 cache size     7316, 8496412 req, miss ratio 0.8676, byte miss ratio 0.8676
cdn1_colo28.ns885 S3FIFO-0.7500-1.9000 cache size    21948, 8496412 req, miss ratio 0.8647, byte miss ratio 0.8647
cdn1_colo28.ns885 S3FIFO-0.7500-1.9000 cache size    73162, 8496412 req, miss ratio 0.8625, byte miss ratio 0.8625
