tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size       57, 2036442 req, miss ratio 0.2786, byte miss ratio 0.2786
tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size      171, 2036442 req, miss ratio 0.1798, byte miss ratio 0.1798
tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size      571, 2036442 req, miss ratio 0.1382, byte miss ratio 0.1382
tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size     1713, 2036442 req, miss ratio 0.1257, byte miss ratio 0.1257
tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size     5710, 2036442 req, miss ratio 0.1171, byte miss ratio 0.1171
tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size    11420, 2036442 req, miss ratio 0.0940, byte miss ratio 0.0940
tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size    22840, 2036442 req, miss ratio 0.0633, byte miss ratio 0.0633
tencentBlock.ns9040 S3FIFO-0.9500-0.9000 cache size    45680, 2036442 req, miss ratio 0.0390, byte miss ratio 0.0390
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size       57, 2036442 req, miss ratio 0.1968, byte miss ratio 0.1968
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size      171, 2036442 req, miss ratio 0.1312, byte miss ratio 0.1312
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size      571, 2036442 req, miss ratio 0.1232, byte miss ratio 0.1232
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size     1713, 2036442 req, miss ratio 0.1144, byte miss ratio 0.1144
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size     5710, 2036442 req, miss ratio 0.1092, byte miss ratio 0.1092
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size    11420, 2036442 req, miss ratio 0.1072, byte miss ratio 0.1072
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size    22840, 2036442 req, miss ratio 0.0516, byte miss ratio 0.0516
tencentBlock.ns9040 S3FIFO-0.3000-1.9000 cache size    45680, 2036442 req, miss ratio 0.0288, byte miss ratio 0.0288
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size       57, 2036442 req, miss ratio 0.1973, byte miss ratio 0.1973
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size      171, 2036442 req, miss ratio 0.1351, byte miss ratio 0.1351
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size      571, 2036442 req, miss ratio 0.1236, byte miss ratio 0.1236
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size     1713, 2036442 req, miss ratio 0.1145, byte miss ratio 0.1145
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size     5710, 2036442 req, miss ratio 0.1065, byte miss ratio 0.1065
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size    11420, 2036442 req, miss ratio 0.0982, byte miss ratio 0.0982
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size    22840, 2036442 req, miss ratio 0.0470, byte miss ratio 0.0470
tencentBlock.ns9040 S3FIFO-0.0500-0.9000 cache size    45680, 2036442 req, miss ratio 0.0288, byte miss ratio 0.0288
