cdn1_allcolo.ns975 S3FIFO-0.1500-1.9000 cache size        7, 2960036 req, miss ratio 0.6168, byte miss ratio 0.6168
cdn1_allcolo.ns975 S3FIFO-0.1500-1.9000 cache size       25, 2960036 req, miss ratio 0.4763, byte miss ratio 0.4763
cdn1_allcolo.ns975 S3FIFO-0.1500-1.9000 cache size       75, 2960036 req, miss ratio 0.2987, byte miss ratio 0.2987
cdn1_allcolo.ns975 S3FIFO-0.1500-1.9000 cache size      250, 2960036 req, miss ratio 0.0869, byte miss ratio 0.0869
cdn1_allcolo.ns975 S3FIFO-0.1500-1.9000 cache size      500, 2960036 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns975 S3FIFO-0.1500-1.9000 cache size     1001, 2960036 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_allcolo.ns975 S3FIFO-0.1500-1.9000 cache size     2003, 2960036 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns975 S3FIFO-0.5000-1.9000 cache size        7, 2960036 req, miss ratio 0.6689, byte miss ratio 0.6689
cdn1_allcolo.ns975 S3FIFO-0.5000-1.9000 cache size       25, 2960036 req, miss ratio 0.5107, byte miss ratio 0.5107
cdn1_allcolo.ns975 S3FIFO-0.5000-1.9000 cache size       75, 2960036 req, miss ratio 0.3350, byte miss ratio 0.3350
cdn1_allcolo.ns975 S3FIFO-0.5000-1.9000 cache size      250, 2960036 req, miss ratio 0.1023, byte miss ratio 0.1023
cdn1_allcolo.ns975 S3FIFO-0.5000-1.9000 cache size      500, 2960036 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_allcolo.ns975 S3FIFO-0.5000-1.9000 cache size     1001, 2960036 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns975 S3FIFO-0.5000-1.9000 cache size     2003, 2960036 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns975 S3FIFO-0.5000-0.9000 cache size        7, 2960036 req, miss ratio 0.6555, byte miss ratio 0.6555
cdn1_allcolo.ns975 S3FIFO-0.5000-0.9000 cache size       25, 2960036 req, miss ratio 0.5021, byte miss ratio 0.5021
cdn1_allcolo.ns975 S3FIFO-0.5000-0.9000 cache size       75, 2960036 req, miss ratio 0.3304, byte miss ratio 0.3304
cdn1_allcolo.ns975 S3FIFO-0.5000-0.9000 cache size      250, 2960036 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_allcolo.ns975 S3FIFO-0.5000-0.9000 cache size      500, 2960036 req, miss ratio 0.0253, byte miss ratio 0.0253
cdn1_allcolo.ns975 S3FIFO-0.5000-0.9000 cache size     1001, 2960036 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns975 S3FIFO-0.5000-0.9000 cache size     2003, 2960036 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns975 S3FIFO-0.8000-1.9000 cache size        7, 2960036 req, miss ratio 0.7426, byte miss ratio 0.7426
cdn1_allcolo.ns975 S3FIFO-0.8000-1.9000 cache size       25, 2960036 req, miss ratio 0.5601, byte miss ratio 0.5601
cdn1_allcolo.ns975 S3FIFO-0.8000-1.9000 cache size       75, 2960036 req, miss ratio 0.3615, byte miss ratio 0.3615
cdn1_allcolo.ns975 S3FIFO-0.8000-1.9000 cache size      250, 2960036 req, miss ratio 0.1193, byte miss ratio 0.1193
cdn1_allcolo.ns975 S3FIFO-0.8000-1.9000 cache size      500, 2960036 req, miss ratio 0.0318, byte miss ratio 0.0318
cdn1_allcolo.ns975 S3FIFO-0.8000-1.9000 cache size     1001, 2960036 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns975 S3FIFO-0.8000-1.9000 cache size     2003, 2960036 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns975 S3FIFO-0.0500-1.9000 cache size        7, 2960036 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns975 S3FIFO-0.0500-1.9000 cache size       25, 2960036 req, miss ratio 0.4688, byte miss ratio 0.4688
cdn1_allcolo.ns975 S3FIFO-0.0500-1.9000 cache size       75, 2960036 req, miss ratio 0.2872, byte miss ratio 0.2872
cdn1_allcolo.ns975 S3FIFO-0.0500-1.9000 cache size      250, 2960036 req, miss ratio 0.0830, byte miss ratio 0.0830
cdn1_allcolo.ns975 S3FIFO-0.0500-1.9000 cache size      500, 2960036 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns975 S3FIFO-0.0500-1.9000 cache size     1001, 2960036 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns975 S3FIFO-0.0500-1.9000 cache size     2003, 2960036 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns975 S3FIFO-0.4000-1.9000 cache size        7, 2960036 req, miss ratio 0.6382, byte miss ratio 0.6382
cdn1_allcolo.ns975 S3FIFO-0.4000-1.9000 cache size       25, 2960036 req, miss ratio 0.5027, byte miss ratio 0.5027
cdn1_allcolo.ns975 S3FIFO-0.4000-1.9000 cache size       75, 2960036 req, miss ratio 0.3257, byte miss ratio 0.3257
cdn1_allcolo.ns975 S3FIFO-0.4000-1.9000 cache size      250, 2960036 req, miss ratio 0.0975, byte miss ratio 0.0975
cdn1_allcolo.ns975 S3FIFO-0.4000-1.9000 cache size      500, 2960036 req, miss ratio 0.0230, byte miss ratio 0.0230
cdn1_allcolo.ns975 S3FIFO-0.4000-1.9000 cache size     1001, 2960036 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns975 S3FIFO-0.4000-1.9000 cache size     2003, 2960036 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns975 S3FIFO-0.9900-0.9000 cache size        7, 2960036 req, miss ratio 0.7676, byte miss ratio 0.7676
cdn1_allcolo.ns975 S3FIFO-0.9900-0.9000 cache size       25, 2960036 req, miss ratio 0.5930, byte miss ratio 0.5930
cdn1_allcolo.ns975 S3FIFO-0.9900-0.9000 cache size       75, 2960036 req, miss ratio 0.3915, byte miss ratio 0.3915
cdn1_allcolo.ns975 S3FIFO-0.9900-0.9000 cache size      250, 2960036 req, miss ratio 0.1328, byte miss ratio 0.1328
cdn1_allcolo.ns975 S3FIFO-0.9900-0.9000 cache size      500, 2960036 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_allcolo.ns975 S3FIFO-0.9900-0.9000 cache size     1001, 2960036 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns975 S3FIFO-0.9900-0.9000 cache size     2003, 2960036 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns975 S3FIFO-0.3000-1.9000 cache size        7, 2960036 req, miss ratio 0.6382, byte miss ratio 0.6382
cdn1_allcolo.ns975 S3FIFO-0.3000-1.9000 cache size       25, 2960036 req, miss ratio 0.4912, byte miss ratio 0.4912
