cdn1_colo28.ns3751 S3FIFO-0.1000-0.9000 cache size       12, 2434027 req, miss ratio 0.8093, byte miss ratio 0.8093
cdn1_colo28.ns3751 S3FIFO-0.1000-0.9000 cache size       40, 2434027 req, miss ratio 0.4823, byte miss ratio 0.4823
cdn1_colo28.ns3751 S3FIFO-0.1000-0.9000 cache size       80, 2434027 req, miss ratio 0.0605, byte miss ratio 0.0605
cdn1_colo28.ns3751 S3FIFO-0.1000-0.9000 cache size      161, 2434027 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns3751 S3FIFO-0.1000-0.9000 cache size      322, 2434027 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3751 S3FIFO-0.2500-1.9000 cache size       12, 2434027 req, miss ratio 0.8785, byte miss ratio 0.8785
cdn1_colo28.ns3751 S3FIFO-0.2500-1.9000 cache size       40, 2434027 req, miss ratio 0.5697, byte miss ratio 0.5697
cdn1_colo28.ns3751 S3FIFO-0.2500-1.9000 cache size       80, 2434027 req, miss ratio 0.0686, byte miss ratio 0.0686
cdn1_colo28.ns3751 S3FIFO-0.2500-1.9000 cache size      161, 2434027 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns3751 S3FIFO-0.2500-1.9000 cache size      322, 2434027 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns3751 S3FIFO-0.3000-0.9000 cache size       12, 2434027 req, miss ratio 0.8414, byte miss ratio 0.8414
cdn1_colo28.ns3751 S3FIFO-0.3000-0.9000 cache size       40, 2434027 req, miss ratio 0.5839, byte miss ratio 0.5839
cdn1_colo28.ns3751 S3FIFO-0.3000-0.9000 cache size       80, 2434027 req, miss ratio 0.0715, byte miss ratio 0.0715
cdn1_colo28.ns3751 S3FIFO-0.3000-0.9000 cache size      161, 2434027 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_colo28.ns3751 S3FIFO-0.3000-0.9000 cache size      322, 2434027 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns3751 S3FIFO-0.6500-1.9000 cache size       12, 2434027 req, miss ratio 0.9225, byte miss ratio 0.9225
cdn1_colo28.ns3751 S3FIFO-0.6500-1.9000 cache size       40, 2434027 req, miss ratio 0.5889, byte miss ratio 0.5889
cdn1_colo28.ns3751 S3FIFO-0.6500-1.9000 cache size       80, 2434027 req, miss ratio 0.0961, byte miss ratio 0.0961
cdn1_colo28.ns3751 S3FIFO-0.6500-1.9000 cache size      161, 2434027 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns3751 S3FIFO-0.6500-1.9000 cache size      322, 2434027 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns3751 S3FIFO-0.4500-1.9000 cache size       12, 2434027 req, miss ratio 0.9041, byte miss ratio 0.9041
cdn1_colo28.ns3751 S3FIFO-0.4500-1.9000 cache size       40, 2434027 req, miss ratio 0.6107, byte miss ratio 0.6107
cdn1_colo28.ns3751 S3FIFO-0.4500-1.9000 cache size       80, 2434027 req, miss ratio 0.0810, byte miss ratio 0.0810
cdn1_colo28.ns3751 S3FIFO-0.4500-1.9000 cache size      161, 2434027 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns3751 S3FIFO-0.4500-1.9000 cache size      322, 2434027 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns3751 S3FIFO-0.2000-1.9000 cache size       12, 2434027 req, miss ratio 0.8635, byte miss ratio 0.8635
cdn1_colo28.ns3751 S3FIFO-0.2000-1.9000 cache size       40, 2434027 req, miss ratio 0.5476, byte miss ratio 0.5476
cdn1_colo28.ns3751 S3FIFO-0.2000-1.9000 cache size       80, 2434027 req, miss ratio 0.0662, byte miss ratio 0.0662
cdn1_colo28.ns3751 S3FIFO-0.2000-1.9000 cache size      161, 2434027 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns3751 S3FIFO-0.2000-1.9000 cache size      322, 2434027 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns3751 S3FIFO-0.0250-1.9000 cache size       12, 2434027 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3751 S3FIFO-0.0250-1.9000 cache size       40, 2434027 req, miss ratio 0.4358, byte miss ratio 0.4358
cdn1_colo28.ns3751 S3FIFO-0.0250-1.9000 cache size       80, 2434027 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_colo28.ns3751 S3FIFO-0.0250-1.9000 cache size      161, 2434027 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns3751 S3FIFO-0.0250-1.9000 cache size      322, 2434027 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3751 S3FIFO-0.4000-0.9000 cache size       12, 2434027 req, miss ratio 0.8567, byte miss ratio 0.8567
cdn1_colo28.ns3751 S3FIFO-0.4000-0.9000 cache size       40, 2434027 req, miss ratio 0.6068, byte miss ratio 0.6068
cdn1_colo28.ns3751 S3FIFO-0.4000-0.9000 cache size       80, 2434027 req, miss ratio 0.0779, byte miss ratio 0.0779
cdn1_colo28.ns3751 S3FIFO-0.4000-0.9000 cache size      161, 2434027 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns3751 S3FIFO-0.4000-0.9000 cache size      322, 2434027 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns3751 S3FIFO-0.6000-1.9000 cache size       12, 2434027 req, miss ratio 0.9225, byte miss ratio 0.9225
cdn1_colo28.ns3751 S3FIFO-0.6000-1.9000 cache size       40, 2434027 req, miss ratio 0.5978, byte miss ratio 0.5978
cdn1_colo28.ns3751 S3FIFO-0.6000-1.9000 cache size       80, 2434027 req, miss ratio 0.0925, byte miss ratio 0.0925
cdn1_colo28.ns3751 S3FIFO-0.6000-1.9000 cache size      161, 2434027 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_colo28.ns3751 S3FIFO-0.6000-1.9000 cache size      322, 2434027 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns3751 S3FIFO-0.0050-1.9000 cache size       12, 2434027 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3751 S3FIFO-0.0050-1.9000 cache size       40, 2434027 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3751 S3FIFO-0.0050-1.9000 cache size       80, 2434027 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3751 S3FIFO-0.0050-1.9000 cache size      161, 2434027 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3751 S3FIFO-0.0050-1.9000 cache size      322, 2434027 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3751 S3FIFO-0.8500-1.9000 cache size       12, 2434027 req, miss ratio 0.9331, byte miss ratio 0.9331
cdn1_colo28.ns3751 S3FIFO-0.8500-1.9000 cache size       40, 2434027 req, miss ratio 0.5511, byte miss ratio 0.5511
cdn1_colo28.ns3751 S3FIFO-0.8500-1.9000 cache size       80, 2434027 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns3751 S3FIFO-0.8500-1.9000 cache size      161, 2434027 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns3751 S3FIFO-0.8500-1.9000 cache size      322, 2434027 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns3751 S3FIFO-0.8000-1.9000 cache size       12, 2434027 req, miss ratio 0.9319, byte miss ratio 0.9319
cdn1_colo28.ns3751 S3FIFO-0.8000-1.9000 cache size       40, 2434027 req, miss ratio 0.5601, byte miss ratio 0.5601
cdn1_colo28.ns3751 S3FIFO-0.8000-1.9000 cache size       80, 2434027 req, miss ratio 0.1058, byte miss ratio 0.1058
cdn1_colo28.ns3751 S3FIFO-0.8000-1.9000 cache size      161, 2434027 req, miss ratio 0.0055, byte miss ratio 0.0055
