cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size        5, 1113026 req, miss ratio 0.3646, byte miss ratio 0.3646
cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size       15, 1113026 req, miss ratio 0.1765, byte miss ratio 0.1765
cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size       52, 1113026 req, miss ratio 0.0819, byte miss ratio 0.0819
cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size      157, 1113026 req, miss ratio 0.0413, byte miss ratio 0.0413
cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size      524, 1113026 req, miss ratio 0.0205, byte miss ratio 0.0205
cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size     1048, 1113026 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size     2096, 1113026 req, miss ratio 0.0126, byte miss ratio 0.0126
cdn1_colo28.ns2227 S3FIFO-0.2500-1.9000 cache size     4193, 1113026 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size        5, 1113026 req, miss ratio 0.4187, byte miss ratio 0.4187
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size       15, 1113026 req, miss ratio 0.2286, byte miss ratio 0.2286
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size       52, 1113026 req, miss ratio 0.1041, byte miss ratio 0.1041
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size      157, 1113026 req, miss ratio 0.0507, byte miss ratio 0.0507
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size      524, 1113026 req, miss ratio 0.0249, byte miss ratio 0.0249
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size     1048, 1113026 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size     2096, 1113026 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_colo28.ns2227 S3FIFO-0.7500-0.9000 cache size     4193, 1113026 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size        5, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size       15, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size       52, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size      157, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size      524, 1113026 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size     1048, 1113026 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size     2096, 1113026 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_colo28.ns2227 S3FIFO-0.0050-1.9000 cache size     4193, 1113026 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size        5, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size       15, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size       52, 1113026 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size      157, 1113026 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size      524, 1113026 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size     1048, 1113026 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size     2096, 1113026 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns2227 S3FIFO-0.0250-1.9000 cache size     4193, 1113026 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size        5, 1113026 req, miss ratio 0.3952, byte miss ratio 0.3952
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size       15, 1113026 req, miss ratio 0.2010, byte miss ratio 0.2010
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size       52, 1113026 req, miss ratio 0.0917, byte miss ratio 0.0917
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size      157, 1113026 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size      524, 1113026 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size     1048, 1113026 req, miss ratio 0.0182, byte miss ratio 0.0182
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size     2096, 1113026 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns2227 S3FIFO-0.5000-1.9000 cache size     4193, 1113026 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns2227 S3FIFO-0.0010-0.9000 cache size        5, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0010-0.9000 cache size       15, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0010-0.9000 cache size       52, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0010-0.9000 cache size      157, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0010-0.9000 cache size      524, 1113026 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2227 S3FIFO-0.0010-0.9000 cache size     1048, 1113026 req, miss ratio 0.0153, byte miss ratio 0.0153
cdn1_colo28.ns2227 S3FIFO-0.0010-0.9000 cache size     2096, 1113026 req, miss ratio 0.0099, byte miss ratio 0.0099
