tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size      694, 3120968 req, miss ratio 0.6788, byte miss ratio 0.6788
tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size     2083, 3120968 req, miss ratio 0.6752, byte miss ratio 0.6752
tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size     6945, 3120968 req, miss ratio 0.6711, byte miss ratio 0.6711
tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size    20836, 3120968 req, miss ratio 0.5877, byte miss ratio 0.5877
tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size    69456, 3120968 req, miss ratio 0.2989, byte miss ratio 0.2989
tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size   138912, 3120968 req, miss ratio 0.2692, byte miss ratio 0.2692
tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size   277825, 3120968 req, miss ratio 0.2439, byte miss ratio 0.2439
tencentBlock.ns8957 S3FIFO-0.2000-1.9000 cache size   555651, 3120968 req, miss ratio 0.2244, byte miss ratio 0.2244
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size      694, 3120968 req, miss ratio 0.6794, byte miss ratio 0.6794
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size     2083, 3120968 req, miss ratio 0.6753, byte miss ratio 0.6753
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size     6945, 3120968 req, miss ratio 0.6705, byte miss ratio 0.6705
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size    20836, 3120968 req, miss ratio 0.5790, byte miss ratio 0.5790
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size    69456, 3120968 req, miss ratio 0.2937, byte miss ratio 0.2937
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size   138912, 3120968 req, miss ratio 0.2682, byte miss ratio 0.2682
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size   277825, 3120968 req, miss ratio 0.2439, byte miss ratio 0.2439
tencentBlock.ns8957 S3FIFO-0.1500-1.9000 cache size   555651, 3120968 req, miss ratio 0.2244, byte miss ratio 0.2244
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size      694, 3120968 req, miss ratio 0.6840, byte miss ratio 0.6840
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size     2083, 3120968 req, miss ratio 0.6785, byte miss ratio 0.6785
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size     6945, 3120968 req, miss ratio 0.6752, byte miss ratio 0.6752
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size    20836, 3120968 req, miss ratio 0.6089, byte miss ratio 0.6089
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size    69456, 3120968 req, miss ratio 0.4228, byte miss ratio 0.4228
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size   138912, 3120968 req, miss ratio 0.3306, byte miss ratio 0.3306
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size   277825, 3120968 req, miss ratio 0.2670, byte miss ratio 0.2670
tencentBlock.ns8957 S3FIFO-0.9000-1.9000 cache size   555651, 3120968 req, miss ratio 0.2290, byte miss ratio 0.2290
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size      694, 3120968 req, miss ratio 0.6801, byte miss ratio 0.6801
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size     2083, 3120968 req, miss ratio 0.6764, byte miss ratio 0.6764
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size     6945, 3120968 req, miss ratio 0.6741, byte miss ratio 0.6741
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size    20836, 3120968 req, miss ratio 0.6348, byte miss ratio 0.6348
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size    69456, 3120968 req, miss ratio 0.3991, byte miss ratio 0.3991
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size   138912, 3120968 req, miss ratio 0.2966, byte miss ratio 0.2966
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size   277825, 3120968 req, miss ratio 0.2496, byte miss ratio 0.2496
tencentBlock.ns8957 S3FIFO-0.7000-1.9000 cache size   555651, 3120968 req, miss ratio 0.2247, byte miss ratio 0.2247
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size      694, 3120968 req, miss ratio 0.6795, byte miss ratio 0.6795
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size     2083, 3120968 req, miss ratio 0.6758, byte miss ratio 0.6758
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size     6945, 3120968 req, miss ratio 0.6735, byte miss ratio 0.6735
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size    20836, 3120968 req, miss ratio 0.6680, byte miss ratio 0.6680
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size    69456, 3120968 req, miss ratio 0.3788, byte miss ratio 0.3788
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size   138912, 3120968 req, miss ratio 0.2814, byte miss ratio 0.2814
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size   277825, 3120968 req, miss ratio 0.2481, byte miss ratio 0.2481
tencentBlock.ns8957 S3FIFO-0.6000-1.9000 cache size   555651, 3120968 req, miss ratio 0.2247, byte miss ratio 0.2247
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size      694, 3120968 req, miss ratio 0.6840, byte miss ratio 0.6840
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size     2083, 3120968 req, miss ratio 0.6785, byte miss ratio 0.6785
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size     6945, 3120968 req, miss ratio 0.6747, byte miss ratio 0.6747
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size    20836, 3120968 req, miss ratio 0.6035, byte miss ratio 0.6035
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size    69456, 3120968 req, miss ratio 0.4252, byte miss ratio 0.4252
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size   138912, 3120968 req, miss ratio 0.3307, byte miss ratio 0.3307
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size   277825, 3120968 req, miss ratio 0.2670, byte miss ratio 0.2670
tencentBlock.ns8957 S3FIFO-0.9000-0.9000 cache size   555651, 3120968 req, miss ratio 0.2290, byte miss ratio 0.2290
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size      694, 3120968 req, miss ratio 0.6802, byte miss ratio 0.6802
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size     2083, 3120968 req, miss ratio 0.6765, byte miss ratio 0.6765
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size     6945, 3120968 req, miss ratio 0.6737, byte miss ratio 0.6737
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size    20836, 3120968 req, miss ratio 0.6605, byte miss ratio 0.6605
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size    69456, 3120968 req, miss ratio 0.3985, byte miss ratio 0.3985
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size   138912, 3120968 req, miss ratio 0.2960, byte miss ratio 0.2960
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size   277825, 3120968 req, miss ratio 0.2496, byte miss ratio 0.2496
tencentBlock.ns8957 S3FIFO-0.7000-0.9000 cache size   555651, 3120968 req, miss ratio 0.2247, byte miss ratio 0.2247
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size      694, 3120968 req, miss ratio 0.6791, byte miss ratio 0.6791
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size     2083, 3120968 req, miss ratio 0.6753, byte miss ratio 0.6753
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size     6945, 3120968 req, miss ratio 0.6724, byte miss ratio 0.6724
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size    20836, 3120968 req, miss ratio 0.5872, byte miss ratio 0.5872
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size    69456, 3120968 req, miss ratio 0.2965, byte miss ratio 0.2965
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size   138912, 3120968 req, miss ratio 0.2689, byte miss ratio 0.2689
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size   277825, 3120968 req, miss ratio 0.2439, byte miss ratio 0.2439
tencentBlock.ns8957 S3FIFO-0.2000-0.9000 cache size   555651, 3120968 req, miss ratio 0.2244, byte miss ratio 0.2244
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size      694, 3120968 req, miss ratio 0.6805, byte miss ratio 0.6805
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size     2083, 3120968 req, miss ratio 0.6769, byte miss ratio 0.6769
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size     6945, 3120968 req, miss ratio 0.6739, byte miss ratio 0.6739
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size    20836, 3120968 req, miss ratio 0.6283, byte miss ratio 0.6283
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size    69456, 3120968 req, miss ratio 0.4063, byte miss ratio 0.4063
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size   138912, 3120968 req, miss ratio 0.3054, byte miss ratio 0.3054
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size   277825, 3120968 req, miss ratio 0.2511, byte miss ratio 0.2511
tencentBlock.ns8957 S3FIFO-0.7500-0.9000 cache size   555651, 3120968 req, miss ratio 0.2255, byte miss ratio 0.2255
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size      694, 3120968 req, miss ratio 0.6817, byte miss ratio 0.6817
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size     2083, 3120968 req, miss ratio 0.6778, byte miss ratio 0.6778
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size     6945, 3120968 req, miss ratio 0.6748, byte miss ratio 0.6748
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size    20836, 3120968 req, miss ratio 0.6108, byte miss ratio 0.6108
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size    69456, 3120968 req, miss ratio 0.4157, byte miss ratio 0.4157
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size   138912, 3120968 req, miss ratio 0.3237, byte miss ratio 0.3237
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size   277825, 3120968 req, miss ratio 0.2596, byte miss ratio 0.2596
tencentBlock.ns8957 S3FIFO-0.8500-1.9000 cache size   555651, 3120968 req, miss ratio 0.2265, byte miss ratio 0.2265
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size      694, 3120968 req, miss ratio 0.7939, byte miss ratio 0.7939
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size     2083, 3120968 req, miss ratio 0.7223, byte miss ratio 0.7223
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size     6945, 3120968 req, miss ratio 0.6775, byte miss ratio 0.6775
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size    20836, 3120968 req, miss ratio 0.5605, byte miss ratio 0.5605
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size    69456, 3120968 req, miss ratio 0.2888, byte miss ratio 0.2888
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size   138912, 3120968 req, miss ratio 0.2667, byte miss ratio 0.2667
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size   277825, 3120968 req, miss ratio 0.2445, byte miss ratio 0.2445
tencentBlock.ns8957 S3FIFO-0.0050-1.9000 cache size   555651, 3120968 req, miss ratio 0.2244, byte miss ratio 0.2244
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size      694, 3120968 req, miss ratio 0.6799, byte miss ratio 0.6799
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size     2083, 3120968 req, miss ratio 0.6761, byte miss ratio 0.6761
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size     6945, 3120968 req, miss ratio 0.6737, byte miss ratio 0.6737
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size    20836, 3120968 req, miss ratio 0.6680, byte miss ratio 0.6680
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size    69456, 3120968 req, miss ratio 0.3879, byte miss ratio 0.3879
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size   138912, 3120968 req, miss ratio 0.2873, byte miss ratio 0.2873
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size   277825, 3120968 req, miss ratio 0.2489, byte miss ratio 0.2489
tencentBlock.ns8957 S3FIFO-0.6500-0.9000 cache size   555651, 3120968 req, miss ratio 0.2245, byte miss ratio 0.2245
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size      694, 3120968 req, miss ratio 0.6804, byte miss ratio 0.6804
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size     2083, 3120968 req, miss ratio 0.6768, byte miss ratio 0.6768
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size     6945, 3120968 req, miss ratio 0.6743, byte miss ratio 0.6743
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size    20836, 3120968 req, miss ratio 0.6220, byte miss ratio 0.6220
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size    69456, 3120968 req, miss ratio 0.4062, byte miss ratio 0.4062
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size   138912, 3120968 req, miss ratio 0.3059, byte miss ratio 0.3059
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size   277825, 3120968 req, miss ratio 0.2511, byte miss ratio 0.2511
tencentBlock.ns8957 S3FIFO-0.7500-1.9000 cache size   555651, 3120968 req, miss ratio 0.2255, byte miss ratio 0.2255
tencentBlock.ns8957 S3FIFO-0.9900-1.9000 cache size      694, 3120968 req, miss ratio 0.6996, byte miss ratio 0.6996
tencentBlock.ns8957 S3FIFO-0.9900-1.9000 cache size     2083, 3120968 req, miss ratio 0.6855, byte miss ratio 0.6855
tencentBlock.ns8957 S3FIFO-0.9900-1.9000 cache size     6945, 3120968 req, miss ratio 0.6772, byte miss ratio 0.6772
tencentBlock.ns8957 S3FIFO-0.9900-1.9000 cache size    20836, 3120968 req, miss ratio 0.6075, byte miss ratio 0.6075
tencentBlock.ns8957 S3FIFO-0.9900-1.9000 cache size    69456, 3120968 req, miss ratio 0.4255, byte miss ratio 0.4255
tencentBlock.ns8957 S3FIFO-0.9900-1.9000 cache size   138912, 3120968 req, miss ratio 0.3375, byte miss ratio 0.3375
