cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size      223, 6382940 req, miss ratio 0.4616, byte miss ratio 0.4616
cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size      670, 6382940 req, miss ratio 0.3380, byte miss ratio 0.3380
cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size     2234, 6382940 req, miss ratio 0.2219, byte miss ratio 0.2219
cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size     6704, 6382940 req, miss ratio 0.1549, byte miss ratio 0.1549
cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size    22346, 6382940 req, miss ratio 0.1070, byte miss ratio 0.1070
cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size    44693, 6382940 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size    89386, 6382940 req, miss ratio 0.0472, byte miss ratio 0.0472
cdn1_colo28.ns693 S3FIFO-0.2500-1.9000 cache size   178773, 6382940 req, miss ratio 0.0357, byte miss ratio 0.0357
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size      223, 6382940 req, miss ratio 0.4444, byte miss ratio 0.4444
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size      670, 6382940 req, miss ratio 0.3216, byte miss ratio 0.3216
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size     2234, 6382940 req, miss ratio 0.2114, byte miss ratio 0.2114
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size     6704, 6382940 req, miss ratio 0.1508, byte miss ratio 0.1508
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size    22346, 6382940 req, miss ratio 0.1029, byte miss ratio 0.1029
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size    44693, 6382940 req, miss ratio 0.0724, byte miss ratio 0.0724
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size    89386, 6382940 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_colo28.ns693 S3FIFO-0.0100-1.9000 cache size   178773, 6382940 req, miss ratio 0.0357, byte miss ratio 0.0357
cdn1_colo28.ns693 S3FIFO-0.0500-1.9000 cache size      223, 6382940 req, miss ratio 0.4446, byte miss ratio 0.4446
cdn1_colo28.ns693 S3FIFO-0.0500-1.9000 cache size      670, 6382940 req, miss ratio 0.3223, byte miss ratio 0.3223
cdn1_colo28.ns693 S3FIFO-0.0500-1.9000 cache size     2234, 6382940 req, miss ratio 0.2113, byte miss ratio 0.2113
cdn1_colo28.ns693 S3FIFO-0.0500-1.9000 cache size     6704, 6382940 req, miss ratio 0.1501, byte miss ratio 0.1501
cdn1_colo28.ns693 S3FIFO-0.0500-1.9000 cache size    22346, 6382940 req, miss ratio 0.1028, byte miss ratio 0.1028
cdn1_colo28.ns693 S3FIFO-0.0500-1.9000 cache size    44693, 6382940 req, miss ratio 0.0726, byte miss ratio 0.0726
cdn1_colo28.ns693 S3FIFO-0.0500-1.9000 cache size    89386, 6382940 req, miss ratio 0.0466, byte miss ratio 0.0466
