io_traces.ns378 S3FIFO-0.4500-0.9000 cache size      828, 12000000 req, miss ratio 0.4639, byte miss ratio 0.4639
io_traces.ns378 S3FIFO-0.4500-0.9000 cache size     2486, 12000000 req, miss ratio 0.2502, byte miss ratio 0.2502
io_traces.ns378 S3FIFO-0.4500-0.9000 cache size     8288, 12000000 req, miss ratio 0.2071, byte miss ratio 0.2071
io_traces.ns378 S3FIFO-0.4500-0.9000 cache size    24866, 12000000 req, miss ratio 0.1473, byte miss ratio 0.1473
io_traces.ns378 S3FIFO-0.4500-0.9000 cache size    82888, 12000000 req, miss ratio 0.0865, byte miss ratio 0.0865
io_traces.ns378 S3FIFO-0.4500-0.9000 cache size   165777, 12000000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns378 S3FIFO-0.4500-0.9000 cache size   331554, 12000000 req, miss ratio 0.0718, byte miss ratio 0.0718
io_traces.ns378 S3FIFO-0.4500-0.9000 cache size   663108, 12000000 req, miss ratio 0.0693, byte miss ratio 0.0693
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size      828, 12000000 req, miss ratio 0.4672, byte miss ratio 0.4672
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size     2486, 12000000 req, miss ratio 0.2504, byte miss ratio 0.2504
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size     8288, 12000000 req, miss ratio 0.2085, byte miss ratio 0.2085
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size    24866, 12000000 req, miss ratio 0.1463, byte miss ratio 0.1463
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size    82888, 12000000 req, miss ratio 0.0868, byte miss ratio 0.0868
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size   165777, 12000000 req, miss ratio 0.0740, byte miss ratio 0.0740
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size   331554, 12000000 req, miss ratio 0.0718, byte miss ratio 0.0718
io_traces.ns378 S3FIFO-0.4500-1.9000 cache size   663108, 12000000 req, miss ratio 0.0693, byte miss ratio 0.0693
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size      828, 12000000 req, miss ratio 0.4146, byte miss ratio 0.4146
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size     2486, 12000000 req, miss ratio 0.2538, byte miss ratio 0.2538
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size     8288, 12000000 req, miss ratio 0.2107, byte miss ratio 0.2107
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size    24866, 12000000 req, miss ratio 0.1656, byte miss ratio 0.1656
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size    82888, 12000000 req, miss ratio 0.0966, byte miss ratio 0.0966
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size   165777, 12000000 req, miss ratio 0.0754, byte miss ratio 0.0754
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size   331554, 12000000 req, miss ratio 0.0717, byte miss ratio 0.0717
io_traces.ns378 S3FIFO-0.0500-1.9000 cache size   663108, 12000000 req, miss ratio 0.0692, byte miss ratio 0.0692
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size      828, 12000000 req, miss ratio 0.5035, byte miss ratio 0.5035
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size     2486, 12000000 req, miss ratio 0.3106, byte miss ratio 0.3106
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size     8288, 12000000 req, miss ratio 0.2117, byte miss ratio 0.2117
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size    24866, 12000000 req, miss ratio 0.1479, byte miss ratio 0.1479
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size    82888, 12000000 req, miss ratio 0.0980, byte miss ratio 0.0980
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size   165777, 12000000 req, miss ratio 0.0816, byte miss ratio 0.0816
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size   331554, 12000000 req, miss ratio 0.0728, byte miss ratio 0.0728
io_traces.ns378 S3FIFO-0.8000-1.9000 cache size   663108, 12000000 req, miss ratio 0.0698, byte miss ratio 0.0698
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size      828, 12000000 req, miss ratio 0.4082, byte miss ratio 0.4082
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size     2486, 12000000 req, miss ratio 0.2709, byte miss ratio 0.2709
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size     8288, 12000000 req, miss ratio 0.2214, byte miss ratio 0.2214
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size    24866, 12000000 req, miss ratio 0.1760, byte miss ratio 0.1760
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size    82888, 12000000 req, miss ratio 0.1148, byte miss ratio 0.1148
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size   165777, 12000000 req, miss ratio 0.0932, byte miss ratio 0.0932
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size   331554, 12000000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns378 S3FIFO-0.0050-1.9000 cache size   663108, 12000000 req, miss ratio 0.0692, byte miss ratio 0.0692
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size      828, 12000000 req, miss ratio 0.4182, byte miss ratio 0.4182
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size     2486, 12000000 req, miss ratio 0.2525, byte miss ratio 0.2525
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size     8288, 12000000 req, miss ratio 0.2052, byte miss ratio 0.2052
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size    24866, 12000000 req, miss ratio 0.1576, byte miss ratio 0.1576
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size    82888, 12000000 req, miss ratio 0.0845, byte miss ratio 0.0845
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size   165777, 12000000 req, miss ratio 0.0737, byte miss ratio 0.0737
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size   331554, 12000000 req, miss ratio 0.0718, byte miss ratio 0.0718
io_traces.ns378 S3FIFO-0.1500-0.9000 cache size   663108, 12000000 req, miss ratio 0.0692, byte miss ratio 0.0692
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size      828, 12000000 req, miss ratio 0.4156, byte miss ratio 0.4156
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size     2486, 12000000 req, miss ratio 0.2525, byte miss ratio 0.2525
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size     8288, 12000000 req, miss ratio 0.2089, byte miss ratio 0.2089
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size    24866, 12000000 req, miss ratio 0.1602, byte miss ratio 0.1602
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size    82888, 12000000 req, miss ratio 0.0883, byte miss ratio 0.0883
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size   165777, 12000000 req, miss ratio 0.0738, byte miss ratio 0.0738
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size   331554, 12000000 req, miss ratio 0.0718, byte miss ratio 0.0718
io_traces.ns378 S3FIFO-0.1000-1.9000 cache size   663108, 12000000 req, miss ratio 0.0692, byte miss ratio 0.0692
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size      828, 12000000 req, miss ratio 0.4842, byte miss ratio 0.4842
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size     2486, 12000000 req, miss ratio 0.2685, byte miss ratio 0.2685
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size     8288, 12000000 req, miss ratio 0.2096, byte miss ratio 0.2096
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size    24866, 12000000 req, miss ratio 0.1449, byte miss ratio 0.1449
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size    82888, 12000000 req, miss ratio 0.0925, byte miss ratio 0.0925
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size   165777, 12000000 req, miss ratio 0.0754, byte miss ratio 0.0754
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size   331554, 12000000 req, miss ratio 0.0718, byte miss ratio 0.0718
io_traces.ns378 S3FIFO-0.6000-1.9000 cache size   663108, 12000000 req, miss ratio 0.0694, byte miss ratio 0.0694
io_traces.ns378 S3FIFO-0.5500-1.9000 cache size      828, 12000000 req, miss ratio 0.4789, byte miss ratio 0.4789
io_traces.ns378 S3FIFO-0.5500-1.9000 cache size     2486, 12000000 req, miss ratio 0.2587, byte miss ratio 0.2587
io_traces.ns378 S3FIFO-0.5500-1.9000 cache size     8288, 12000000 req, miss ratio 0.2091, byte miss ratio 0.2091
io_traces.ns378 S3FIFO-0.5500-1.9000 cache size    24866, 12000000 req, miss ratio 0.1441, byte miss ratio 0.1441
