io_traces.ns338 S3FIFO-0.9900-0.9000 cache size      332, 3600000 req, miss ratio 0.5850, byte miss ratio 0.5850
io_traces.ns338 S3FIFO-0.9900-0.9000 cache size      996, 3600000 req, miss ratio 0.4581, byte miss ratio 0.4581
io_traces.ns338 S3FIFO-0.9900-0.9000 cache size     3320, 3600000 req, miss ratio 0.3557, byte miss ratio 0.3557
io_traces.ns338 S3FIFO-0.9900-0.9000 cache size     9961, 3600000 req, miss ratio 0.2838, byte miss ratio 0.2838
io_traces.ns338 S3FIFO-0.9900-0.9000 cache size    33205, 3600000 req, miss ratio 0.2114, byte miss ratio 0.2114
io_traces.ns338 S3FIFO-0.9900-0.9000 cache size    66410, 3600000 req, miss ratio 0.1548, byte miss ratio 0.1548
io_traces.ns338 S3FIFO-0.9900-0.9000 cache size   132820, 3600000 req, miss ratio 0.1131, byte miss ratio 0.1131
io_traces.ns338 S3FIFO-0.9900-0.9000 cache size   265640, 3600000 req, miss ratio 0.0989, byte miss ratio 0.0989
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size      332, 3600000 req, miss ratio 0.4598, byte miss ratio 0.4598
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size      996, 3600000 req, miss ratio 0.3812, byte miss ratio 0.3812
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size     3320, 3600000 req, miss ratio 0.2801, byte miss ratio 0.2801
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size     9961, 3600000 req, miss ratio 0.2600, byte miss ratio 0.2600
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size    33205, 3600000 req, miss ratio 0.1996, byte miss ratio 0.1996
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size    66410, 3600000 req, miss ratio 0.1361, byte miss ratio 0.1361
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size   132820, 3600000 req, miss ratio 0.0998, byte miss ratio 0.0998
io_traces.ns338 S3FIFO-0.4000-1.9000 cache size   265640, 3600000 req, miss ratio 0.0924, byte miss ratio 0.0924
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size      332, 3600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size      996, 3600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size     3320, 3600000 req, miss ratio 0.3004, byte miss ratio 0.3004
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size     9961, 3600000 req, miss ratio 0.2784, byte miss ratio 0.2784
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size    33205, 3600000 req, miss ratio 0.2015, byte miss ratio 0.2015
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size    66410, 3600000 req, miss ratio 0.1391, byte miss ratio 0.1391
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size   132820, 3600000 req, miss ratio 0.1091, byte miss ratio 0.1091
io_traces.ns338 S3FIFO-0.0010-0.9000 cache size   265640, 3600000 req, miss ratio 0.0924, byte miss ratio 0.0924
io_traces.ns338 S3FIFO-0.8500-0.9000 cache size      332, 3600000 req, miss ratio 0.5341, byte miss ratio 0.5341
io_traces.ns338 S3FIFO-0.8500-0.9000 cache size      996, 3600000 req, miss ratio 0.4233, byte miss ratio 0.4233
io_traces.ns338 S3FIFO-0.8500-0.9000 cache size     3320, 3600000 req, miss ratio 0.3296, byte miss ratio 0.3296
